idx_season,team_tri,playerId,firstName.default,lastName.default,positionCode,gamesPlayed,gamesStarted,wins,losses,ties,overtimeLosses,goalsAgainstAverage,savePercentage,shotsAgainst,saves,goalsAgainst,shutouts,goals,assists,points,penaltyMinutes,timeOnIce,idx_season_type,plusMinus,powerPlayGoals,shorthandedGoals,gameWinningGoals,overtimeGoals,shots,shootingPctg,avgTimeOnIcePerGame,avgShiftsPerGame,faceoffWinPctg
2023,ANA,8476434.0,John,Gibson,G,46.0,44.0,13.0,27.0,0.0,2.0,3.537013,0.887565,1343.0,1192.0,151.0,0.0,0.0,0.0,0.0,12.0,153689.0,2.0,,,,,,,,,,
2023,ANA,8480843.0,Lukas,Dostal,G,44.0,38.0,14.0,23.0,0.0,3.0,3.332161,0.901527,1310.0,1181.0,129.0,1.0,0.0,0.0,0.0,8.0,139369.0,2.0,,,,,,,,,,
2023,ANA,8473986.0,Alex,Killorn,L,63.0,,,,,,,,,,,,18.0,18.0,36.0,54.0,,,-15.0,5.0,0.0,5.0,1.0,145.0,0.124138,1123.9206,22.2698,0.358974
2023,ANA,8475462.0,Radko,Gudas,D,66.0,,,,,,,,,,,,6.0,12.0,18.0,128.0,,,14.0,0.0,0.0,0.0,0.0,88.0,0.068182,1170.2727,23.8788,0.0
2023,ANA,8475764.0,Cam,Fowler,D,81.0,,,,,,,,,,,,5.0,34.0,39.0,24.0,,,-36.0,2.0,0.0,0.0,0.0,109.0,0.045872,1465.3704,26.8519,0.0
2023,ANA,8476458.0,Ryan,Strome,C,79.0,,,,,,,,,,,,11.0,30.0,41.0,86.0,,,-20.0,2.0,0.0,0.0,0.0,131.0,0.083969,947.9367,19.1772,0.460905
2023,ANA,8476934.0,Brock,McGinn,L,24.0,,,,,,,,,,,,1.0,2.0,3.0,4.0,,,-5.0,0.0,0.0,0.0,0.0,24.0,0.041667,664.7083,15.7083,0.416667
2023,ANA,8477527.0,Ross,Johnston,L,68.0,,,,,,,,,,,,1.0,3.0,4.0,117.0,,,-12.0,0.0,0.0,0.0,0.0,44.0,0.022727,491.8235,11.8529,0.5
2023,ANA,8478366.0,Frank,Vatrano,R,82.0,,,,,,,,,,,,37.0,23.0,60.0,85.0,,,-20.0,13.0,3.0,7.0,2.0,272.0,0.136029,1100.6829,22.3049,0.333333
2023,ANA,8478873.0,Troy,Terry,R,76.0,,,,,,,,,,,,20.0,34.0,54.0,24.0,,,-10.0,4.0,0.0,5.0,1.0,172.0,0.116279,1097.2763,20.3553,0.333333
