gameid,headshot,team_tri,playerId,sweaterNumber,positionCode,firstName.default,lastName.default
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8464975.png,MTL,8464975,48,C,Daniel,Brière
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8465914.png,MTL,8465914,55,D,Francis,Bouillon
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8467407.png,MTL,8467407,21,R,Brian,Gionta
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8467496.png,MTL,8467496,79,D,Andrei,Markov
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8468095.png,MTL,8468095,15,R,George,Parros
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8468635.png,MTL,8468635,32,L,Travis,Moen
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8468778.png,TOR,8468778,28,R,Colton,Orr
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8469508.png,TOR,8469508,11,C,Jay,McClement
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8469514.png,MTL,8469514,30,G,Peter,Budaj
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8469521.png,MTL,8469521,14,C,Tomas,Plekanec
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8470085.png,TOR,8470085,15,D,Paul,Ranger
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8470207.png,TOR,8470207,19,R,Joffrey,Lupul
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8470324.png,MTL,8470324,26,D,Josh,Gorges
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8470602.png,TOR,8470602,3,D,Dion,Phaneuf
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8470867.png,TOR,8470867,40,R,Troy,Bodie
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8471245.png,TOR,8471245,63,C,Dave,Bolland
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8471283.png,MTL,8471283,8,L,Brandon,Prust
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8471504.png,MTL,8471504,17,R,Rene,Bourque
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8471664.png,TOR,8471664,12,L,Mason,Raymond
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8471679.png,MTL,8471679,31,G,Carey,Price
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8471742.png,TOR,8471742,4,D,Cody,Franson
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8471748.png,TOR,8471748,2,D,Mark,Fraser
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8471976.png,MTL,8471976,51,C,David,Desharnais
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8473503.png,TOR,8473503,34,G,James,Reimer
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8473541.png,TOR,8473541,45,G,Jonathan,Bernier
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8473548.png,TOR,8473548,81,C,Phil,Kessel
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8473579.png,TOR,8473579,41,L,Nikolay,Kulemin
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8474037.png,TOR,8474037,21,L,James,van Riemsdyk
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8474056.png,MTL,8474056,76,D,P.K.,Subban
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8474125.png,TOR,8474125,36,D,Carl,Gunnarsson
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8474157.png,MTL,8474157,67,L,Max,Pacioretty
2013020001,https://assets.nhle.com/mugs/nhl/20132014/MTL/8474189.png,MTL,8474189,81,C,Lars,Eller
2013020001,https://assets.nhle.com/mugs/nhl/20132014/TOR/8474581.png,TOR,8474581,51,D,Jake,Gardiner
