gameid,headshot,team_tri,playerId,sweaterNumber,positionCode,firstName.default,lastName.default
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8462196.png,TOR,8462196,12,D,Stephane,Robidas
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8467334.png,MTL,8467334,20,C,Manny,Malhotra
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8467496.png,MTL,8467496,79,D,Andrei,Markov
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8468478.png,MTL,8468478,43,D,Mike,Weaver
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8469521.png,MTL,8469521,14,C,Tomas,Plekanec
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8469707.png,MTL,8469707,15,R,PA,Parenteau
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8470104.png,MTL,8470104,77,D,Tom,Gilbert
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8470207.png,TOR,8470207,19,R,Joffrey,Lupul
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8470602.png,TOR,8470602,3,D,Dion,Phaneuf
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8470920.png,TOR,8470920,71,R,David,Clarkson
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8471283.png,MTL,8471283,8,L,Brandon,Prust
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8471296.png,MTL,8471296,74,D,Alexei,Emelin
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8471390.png,TOR,8471390,25,C,Mike,Santorelli
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8471392.png,TOR,8471392,46,D,Roman,Polak
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8471476.png,TOR,8471476,26,C,Daniel,Winnik
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8471504.png,MTL,8471504,17,R,Rene,Bourque
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8471679.png,MTL,8471679,31,G,Carey,Price
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8471976.png,MTL,8471976,51,C,David,Desharnais
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8473463.png,TOR,8473463,47,C,Leo,Komarov
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8473503.png,TOR,8473503,34,G,James,Reimer
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8473541.png,TOR,8473541,45,G,Jonathan,Bernier
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8473548.png,TOR,8473548,81,C,Phil,Kessel
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8474037.png,TOR,8474037,21,L,James,van Riemsdyk
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8474056.png,MTL,8474056,76,D,P.K.,Subban
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8474157.png,MTL,8474157,67,L,Max,Pacioretty
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8474189.png,MTL,8474189,81,C,Lars,Eller
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8474192.png,TOR,8474192,39,R,Matt,Frattin
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8474581.png,TOR,8474581,51,D,Jake,Gardiner
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8474668.png,MTL,8474668,22,R,Dale,Weise
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8474682.png,MTL,8474682,35,G,Dustin,Tokarski
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8475098.png,TOR,8475098,42,C,Tyler,Bozak
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8475172.png,TOR,8475172,43,C,Nazem,Kadri
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8475180.png,TOR,8475180,24,C,Peter,Holland
2014020001,https://assets.nhle.com/mugs/nhl/20142015/TOR/8475295.png,TOR,8475295,67,R,Brandon,Kozun
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8475848.png,MTL,8475848,11,R,Brendan,Gallagher
2014020001,https://assets.nhle.com/mugs/nhl/20142015/MTL/8476470.png,MTL,8476470,28,D,Nathan,Beaulieu
