gameid,headshot,team_tri,playerId,sweaterNumber,positionCode,firstName.default,lastName.default
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8470880.png,PHI,8470880,37,G,Brian,Elliott
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8471215.png,PIT,8471215,71,C,Evgeni,Malkin
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8471675.png,PIT,8471675,87,C,Sidney,Crosby
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8471724.png,PIT,8471724,58,D,Kris,Letang
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8473512.png,PHI,8473512,28,R,Claude,Giroux
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8474027.png,PHI,8474027,61,D,Justin,Braun
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8474037.png,PHI,8474037,25,L,James,van Riemsdyk
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8474098.png,PIT,8474098,7,C,Colton,Sceviour
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8474161.png,PHI,8474161,93,R,Jakub,Voracek
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8475208.png,PIT,8475208,8,D,Brian,Dumoulin
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8475722.png,PIT,8475722,16,L,Jason,Zucker
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8475763.png,PHI,8475763,13,R,Kevin,Hayes
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8475810.png,PIT,8475810,17,R,Bryan,Rust
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8476461.png,PHI,8476461,14,C,Sean,Couturier
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8476872.png,PHI,8476872,21,L,Scott,Laughton
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8476873.png,PIT,8476873,14,C,Mark,Jankowski
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8476875.png,PIT,8476875,5,D,Mike,Matheson
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8476879.png,PIT,8476879,4,D,Cody,Ceci
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8476927.png,PIT,8476927,53,C,Teddy,Blueger
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8476979.png,PHI,8476979,56,D,Erik,Gustafsson
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8477290.png,PHI,8477290,12,L,Michael,Raffl
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8477404.png,PIT,8477404,59,C,Jake,Guentzel
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8477462.png,PHI,8477462,8,D,Robert,Hagg
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8477465.png,PIT,8477465,35,G,Tristan,Jarry
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8477948.png,PHI,8477948,6,D,Travis,Sanheim
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8477955.png,PIT,8477955,19,C,Jared,McCann
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8477969.png,PIT,8477969,28,D,Marcus,Pettersson
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8477979.png,PHI,8477979,62,R,Nicolas,Aube-Kubel
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8478043.png,PIT,8478043,18,C,Sam,Lafferty
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8478067.png,PHI,8478067,23,L,Oskar,Lindblom
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8478439.png,PHI,8478439,11,C,Travis,Konecny
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8478500.png,PHI,8478500,9,D,Ivan,Provorov
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8478507.png,PIT,8478507,6,D,John,Marino
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8478542.png,PIT,8478542,9,C,Evan,Rodrigues
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8479026.png,PHI,8479026,5,D,Philippe,Myers
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8479193.png,PIT,8479193,1,G,Casey,DeSmith
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PIT/8479293.png,PIT,8479293,13,L,Brandon,Tanev
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8479394.png,PHI,8479394,79,G,Carter,Hart
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8479974.png,PHI,8479974,19,C,Nolan,Patrick
2020020001,https://assets.nhle.com/mugs/nhl/20202021/PHI/8480797.png,PHI,8480797,86,L,Joel,Farabee
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8466138.png,TOR,8466138,97,C,Joe,Thornton
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8469455.png,TOR,8469455,19,C,Jason,Spezza
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8470642.png,MTL,8470642,6,D,Shea,Weber
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8471679.png,MTL,8471679,31,G,Carey,Price
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8473507.png,MTL,8473507,26,D,Jeff,Petry
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8474038.png,MTL,8474038,41,L,Paul,Byron
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8474162.png,TOR,8474162,8,D,Jake,Muzzin
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8474190.png,TOR,8474190,24,R,Wayne,Simmonds
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8474567.png,TOR,8474567,22,D,Zach,Bogosian
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8474596.png,MTL,8474596,34,G,Jake,Allen
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8474673.png,TOR,8474673,78,D,TJ,Brodie
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8475166.png,TOR,8475166,91,C,John,Tavares
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8475193.png,MTL,8475193,90,L,Tomas,Tatar
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8475279.png,MTL,8475279,8,D,Ben,Chiarot
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8475718.png,TOR,8475718,3,D,Justin,Holl
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8475726.png,MTL,8475726,73,C,Tyler,Toffoli
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8475786.png,TOR,8475786,11,C,Zach,Hyman
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8475789.png,TOR,8475789,36,G,Jack,Campbell
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8475848.png,MTL,8475848,11,R,Brendan,Gallagher
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8475883.png,TOR,8475883,31,G,Frederik,Andersen
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8476441.png,MTL,8476441,44,D,Joel,Edmundson
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8476469.png,MTL,8476469,40,R,Joel,Armia
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8476479.png,MTL,8476479,24,L,Phillip,Danault
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8476853.png,TOR,8476853,44,D,Morgan,Rielly
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8476918.png,TOR,8476918,26,L,Jimmy,Vesey
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8476967.png,MTL,8476967,77,D,Brett,Kulak
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8476981.png,MTL,8476981,17,R,Josh,Anderson
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8477021.png,TOR,8477021,15,C,Alexander,Kerfoot
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8477476.png,MTL,8477476,62,L,Artturi,Lehkonen
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8477494.png,MTL,8477494,92,L,Jonathan,Drouin
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8477939.png,TOR,8477939,88,C,William,Nylander
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8478133.png,MTL,8478133,71,C,Jake,Evans
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8478408.png,TOR,8478408,23,D,Travis,Dermott
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8478483.png,TOR,8478483,16,C,Mitch,Marner
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8479318.png,TOR,8479318,34,C,Auston,Matthews
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8480018.png,MTL,8480018,14,C,Nick,Suzuki
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8480829.png,MTL,8480829,15,C,Jesperi,Kotkaniemi
2020020003,https://assets.nhle.com/mugs/nhl/20202021/MTL/8481014.png,MTL,8481014,27,D,Alexander,Romanov
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8481624.png,TOR,8481624,65,R,Ilya,Mikheyev
2020020003,https://assets.nhle.com/mugs/nhl/20202021/TOR/8482222.png,TOR,8482222,94,L,Alexander,Barabanov
2020020002,https://assets.nhle.com/mugs/nhl/20202021/TBL/8470147.png,TBL,8470147,35,G,Curtis,McElhinney
2020020002,https://assets.nhle.com/mugs/nhl/20202021/CHI/8470281.png,CHI,8470281,2,D,Duncan,Keith
2020020002,https://assets.nhle.com/mugs/nhl/20202021/TBL/8473986.png,TBL,8473986,17,C,Alex,Killorn
2020020002,https://assets.nhle.com/mugs/nhl/20202021/TBL/8474034.png,TBL,8474034,14,L,Patrick,Maroon
2020020002,https://assets.nhle.com/mugs/nhl/20202021/CHI/8474141.png,CHI,8474141,88,R,Patrick,Kane
2020020002,https://assets.nhle.com/mugs/nhl/20202021/TBL/8474151.png,TBL,8474151,27,D,Ryan,McDonagh
