gameid,date,time_start,tricode_for,id_for,tricode_against,id_against,metric_score_for,metric_score_against,period_ending,tricode_winteam
2019020001,2019-10-02,2019-10-02T23:00:00Z,TOR,10,OTT,9,5,3,REG,TOR
2019020002,2019-10-02,2019-10-03T00:00:00Z,STL,19,WSH,15,2,3,OT,WSH
2019020003,2019-10-02,2019-10-03T02:00:00Z,EDM,22,VAN,23,3,2,REG,EDM
2019020004,2019-10-02,2019-10-03T02:30:00Z,VGK,54,SJS,28,4,1,REG,VGK
2019020007,2019-10-03,2019-10-03T23:00:00Z,PIT,5,BUF,7,1,3,REG,BUF
2019020006,2019-10-03,2019-10-03T23:00:00Z,NYR,3,WPG,52,6,4,REG,NYR
2019020008,2019-10-03,2019-10-03T23:00:00Z,CAR,12,MTL,8,4,3,SO,CAR
2019020005,2019-10-03,2019-10-03T23:00:00Z,TBL,14,FLA,13,5,2,REG,TBL
2019020009,2019-10-03,2019-10-04T00:00:00Z,NSH,18,MIN,30,5,2,REG,NSH
2019020010,2019-10-03,2019-10-04T00:30:00Z,DAL,25,BOS,6,1,2,REG,BOS
2019020011,2019-10-03,2019-10-04T01:00:00Z,COL,21,CGY,20,5,3,REG,COL
2019020012,2019-10-03,2019-10-04T02:00:00Z,ANA,24,ARI,53,2,1,REG,ANA
2019020016,2019-10-04,2019-10-04T18:00:00Z,PHI,4,CHI,16,4,3,REG,PHI
2019020015,2019-10-04,2019-10-04T23:00:00Z,CBJ,29,TOR,10,1,4,REG,TOR
2019020013,2019-10-04,2019-10-04T23:00:00Z,NJD,1,WPG,52,4,5,SO,WPG
2019020014,2019-10-04,2019-10-04T23:00:00Z,NYI,2,WSH,15,1,2,REG,WSH
2019020017,2019-10-04,2019-10-05T02:30:00Z,SJS,28,VGK,54,1,5,REG,VGK
2019020022,2019-10-05,2019-10-05T23:00:00Z,PIT,5,CBJ,29,7,2,REG,PIT
2019020018,2019-10-05,2019-10-05T23:00:00Z,BUF,7,NJD,1,7,2,REG,BUF
2019020019,2019-10-05,2019-10-05T23:00:00Z,TOR,10,MTL,8,5,6,SO,MTL
2019020023,2019-10-05,2019-10-05T23:00:00Z,WSH,15,CAR,12,2,3,OT,CAR
2019020021,2019-10-05,2019-10-05T23:00:00Z,FLA,13,TBL,14,4,3,REG,FLA
2019020020,2019-10-05,2019-10-05T23:00:00Z,OTT,9,NYR,3,1,4,REG,NYR
2019020024,2019-10-05,2019-10-06T00:00:00Z,STL,19,DAL,25,3,2,REG,STL
2019020025,2019-10-05,2019-10-06T00:00:00Z,NSH,18,DET,17,3,5,REG,DET
2019020026,2019-10-05,2019-10-06T01:00:00Z,COL,21,MIN,30,4,2,REG,COL
2019020027,2019-10-05,2019-10-06T01:00:00Z,ARI,53,BOS,6,0,1,REG,BOS
2019020029,2019-10-05,2019-10-06T02:00:00Z,EDM,22,LAK,26,6,5,REG,EDM
2019020030,2019-10-05,2019-10-06T02:00:00Z,ANA,24,SJS,28,3,1,REG,ANA
2019020028,2019-10-05,2019-10-06T02:00:00Z,CGY,20,VAN,23,3,0,REG,CGY
2019020031,2019-10-06,2019-10-06T21:00:00Z,CAR,12,TBL,14,4,3,OT,CAR
2019020032,2019-10-06,2019-10-06T23:00:00Z,DET,17,DAL,25,4,3,REG,DET
2019020033,2019-10-06,2019-10-06T23:00:00Z,NYI,2,WPG,52,4,1,REG,NYI
2019020035,2019-10-07,2019-10-07T23:00:00Z,CBJ,29,BUF,7,4,3,OT,CBJ
2019020034,2019-10-07,2019-10-07T23:00:00Z,TOR,10,STL,19,2,3,REG,STL
2019020038,2019-10-08,2019-10-08T23:00:00Z,PIT,5,WPG,52,1,4,REG,WPG
2019020037,2019-10-08,2019-10-08T23:00:00Z,NYI,2,EDM,22,2,5,REG,EDM
2019020036,2019-10-08,2019-10-08T23:00:00Z,FLA,13,CAR,12,3,6,REG,CAR
2019020039,2019-10-08,2019-10-08T23:00:00Z,WSH,15,DAL,25,3,4,OT,DAL
2019020040,2019-10-08,2019-10-08T23:30:00Z,DET,17,ANA,24,1,3,REG,ANA
2019020041,2019-10-08,2019-10-09T00:00:00Z,NSH,18,SJS,28,5,2,REG,NSH
2019020042,2019-10-08,2019-10-09T01:00:00Z,CGY,20,LAK,26,3,4,OT,LAK
2019020043,2019-10-08,2019-10-09T02:00:00Z,VGK,54,BOS,6,3,4,REG,BOS
2019020044,2019-10-09,2019-10-09T23:00:00Z,BUF,7,MTL,8,5,4,OT,BUF
2019020045,2019-10-09,2019-10-09T23:30:00Z,PHI,4,NJD,1,4,0,REG,PHI
2019020046,2019-10-09,2019-10-10T02:00:00Z,VAN,23,LAK,26,8,2,REG,VAN
2019020047,2019-10-10,2019-10-10T23:00:00Z,TOR,10,TBL,14,3,7,REG,TBL
2019020049,2019-10-10,2019-10-10T23:00:00Z,NJD,1,EDM,22,3,4,SO,EDM
2019020048,2019-10-10,2019-10-10T23:00:00Z,MTL,8,DET,17,2,4,REG,DET
2019020050,2019-10-10,2019-10-10T23:00:00Z,PIT,5,ANA,24,2,1,REG,PIT
2019020051,2019-10-10,2019-10-10T23:30:00Z,OTT,9,STL,19,4,6,REG,STL
2019020053,2019-10-10,2019-10-11T00:00:00Z,WPG,52,MIN,30,5,2,REG,WPG
2019020052,2019-10-10,2019-10-11T00:00:00Z,NSH,18,WSH,15,6,5,REG,NSH
2019020054,2019-10-10,2019-10-11T00:30:00Z,CHI,16,SJS,28,4,5,REG,SJS
2019020055,2019-10-10,2019-10-11T00:30:00Z,DAL,25,CGY,20,2,3,SO,CGY
2019020056,2019-10-10,2019-10-11T01:00:00Z,COL,21,BOS,6,4,2,REG,COL
2019020057,2019-10-10,2019-10-11T02:00:00Z,ARI,53,VGK,54,4,1,REG,ARI
2019020058,2019-10-11,2019-10-11T23:00:00Z,BUF,7,FLA,13,3,2,SO,BUF
2019020059,2019-10-11,2019-10-11T23:00:00Z,CBJ,29,ANA,24,1,2,REG,ANA
2019020060,2019-10-11,2019-10-11T23:30:00Z,CAR,12,NYI,2,5,2,REG,CAR
2019020061,2019-10-12,2019-10-12T17:00:00Z,NYR,3,EDM,22,1,4,REG,EDM
2019020062,2019-10-12,2019-10-12T20:00:00Z,OTT,9,TBL,14,4,2,REG,OTT
2019020063,2019-10-12,2019-10-12T22:00:00Z,LAK,26,NSH,18,7,4,REG,LAK
2019020068,2019-10-12,2019-10-12T23:00:00Z,CAR,12,CBJ,29,2,3,REG,CBJ
2019020064,2019-10-12,2019-10-12T23:00:00Z,BOS,6,NJD,1,3,0,REG,BOS
2019020069,2019-10-12,2019-10-12T23:00:00Z,CHI,16,WPG,52,2,3,OT,WPG
2019020067,2019-10-12,2019-10-12T23:00:00Z,NYI,2,FLA,13,3,2,SO,NYI
2019020066,2019-10-12,2019-10-12T23:00:00Z,DET,17,TOR,10,2,5,REG,TOR
2019020065,2019-10-12,2019-10-12T23:00:00Z,MTL,8,STL,19,6,3,REG,MTL
2019020070,2019-10-12,2019-10-13T00:00:00Z,DAL,25,WSH,15,1,4,REG,WSH
2019020071,2019-10-12,2019-10-13T00:30:00Z,MIN,30,PIT,5,4,7,REG,PIT
2019020072,2019-10-12,2019-10-13T01:00:00Z,COL,21,ARI,53,3,2,OT,COL
2019020073,2019-10-12,2019-10-13T02:00:00Z,VAN,23,PHI,4,3,2,SO,VAN
2019020074,2019-10-12,2019-10-13T02:00:00Z,VGK,54,CGY,20,6,2,REG,VGK
2019020075,2019-10-13,2019-10-13T23:00:00Z,WPG,52,PIT,5,2,7,REG,PIT
2019020077,2019-10-13,2019-10-14T02:00:00Z,SJS,28,CGY,20,3,1,REG,SJS
2019020076,2019-10-13,2019-10-14T02:00:00Z,LAK,26,VGK,54,2,5,REG,VGK
2019020078,2019-10-14,2019-10-14T17:00:00Z,BOS,6,ANA,24,4,2,REG,BOS
2019020079,2019-10-14,2019-10-14T17:00:00Z,OTT,9,MIN,30,0,2,REG,MIN
2019020080,2019-10-14,2019-10-14T17:00:00Z,NJD,1,FLA,13,4,6,REG,FLA
2019020081,2019-10-14,2019-10-14T17:00:00Z,NYI,2,STL,19,3,2,OT,NYI
2019020082,2019-10-14,2019-10-14T19:00:00Z,BUF,7,DAL,25,4,0,REG,BUF
2019020083,2019-10-14,2019-10-14T21:00:00Z,WSH,15,COL,21,3,6,REG,COL
2019020084,2019-10-14,2019-10-15T00:30:00Z,CHI,16,EDM,22,3,1,REG,CHI
2019020085,2019-10-15,2019-10-15T23:00:00Z,TOR,10,MIN,30,4,2,REG,TOR
2019020086,2019-10-15,2019-10-15T23:00:00Z,MTL,8,TBL,14,1,3,REG,TBL
2019020087,2019-10-15,2019-10-16T00:00:00Z,WPG,52,ARI,53,2,4,REG,ARI
2019020088,2019-10-15,2019-10-16T01:00:00Z,CGY,20,PHI,4,3,1,REG,CGY
2019020090,2019-10-15,2019-10-16T02:00:00Z,VGK,54,NSH,18,2,5,REG,NSH
2019020089,2019-10-15,2019-10-16T02:00:00Z,VAN,23,DET,17,5,1,REG,VAN
2019020091,2019-10-15,2019-10-16T02:30:00Z,LAK,26,CAR,12,0,2,REG,CAR
2019020093,2019-10-16,2019-10-16T23:00:00Z,WSH,15,TOR,10,4,3,REG,WSH
2019020094,2019-10-16,2019-10-16T23:00:00Z,CBJ,29,DAL,25,3,2,REG,CBJ
2019020092,2019-10-16,2019-10-16T23:00:00Z,PIT,5,COL,21,3,2,OT,PIT
2019020095,2019-10-16,2019-10-17T01:30:00Z,EDM,22,PHI,4,6,3,REG,EDM
2019020096,2019-10-16,2019-10-17T02:00:00Z,ANA,24,BUF,7,5,2,REG,ANA
2019020097,2019-10-16,2019-10-17T02:30:00Z,SJS,28,CAR,12,5,2,REG,SJS
2019020100,2019-10-17,2019-10-17T23:00:00Z,NJD,1,NYR,3,5,2,REG,NJD
2019020098,2019-10-17,2019-10-17T23:00:00Z,BOS,6,TBL,14,3,4,SO,TBL
2019020099,2019-10-17,2019-10-17T23:00:00Z,MTL,8,MIN,30,4,0,REG,MTL
2019020102,2019-10-17,2019-10-18T00:00:00Z,WPG,52,NYI,2,1,3,REG,NYI
2019020101,2019-10-17,2019-10-18T00:00:00Z,STL,19,VAN,23,3,4,SO,VAN
2019020103,2019-10-17,2019-10-18T01:00:00Z,CGY,20,DET,17,5,1,REG,CGY
2019020104,2019-10-17,2019-10-18T02:00:00Z,ARI,53,NSH,18,5,2,REG,ARI
2019020105,2019-10-17,2019-10-18T02:00:00Z,VGK,54,OTT,9,3,2,SO,VGK
2019020106,2019-10-17,2019-10-18T02:30:00Z,LAK,26,BUF,7,0,3,REG,BUF
2019020108,2019-10-18,2019-10-18T23:00:00Z,PIT,5,DAL,25,4,2,REG,PIT
2019020107,2019-10-18,2019-10-18T23:00:00Z,FLA,13,COL,21,4,5,OT,COL
2019020109,2019-10-18,2019-10-18T23:00:00Z,WSH,15,NYR,3,5,2,REG,WSH
2019020110,2019-10-18,2019-10-19T00:30:00Z,CHI,16,CBJ,29,3,2,OT,CHI
2019020111,2019-10-18,2019-10-19T01:00:00Z,EDM,22,DET,17,2,1,REG,EDM
2019020112,2019-10-18,2019-10-19T02:00:00Z,ANA,24,CAR,12,4,2,REG,ANA
2019020113,2019-10-19,2019-10-19T17:00:00Z,NJD,1,VAN,23,1,0,REG,NJD
2019020114,2019-10-19,2019-10-19T19:00:00Z,STL,19,MTL,8,2,5,REG,MTL
2019020117,2019-10-19,2019-10-19T23:00:00Z,PHI,4,DAL,25,1,4,REG,DAL
2019020118,2019-10-19,2019-10-19T23:00:00Z,PIT,5,VGK,54,0,3,REG,VGK
2019020119,2019-10-19,2019-10-19T23:00:00Z,CBJ,29,NYI,2,2,3,OT,NYI
2019020120,2019-10-19,2019-10-19T23:00:00Z,ARI,53,OTT,9,5,2,REG,ARI
2019020115,2019-10-19,2019-10-19T23:00:00Z,TOR,10,BOS,6,4,3,OT,TOR
2019020116,2019-10-19,2019-10-19T23:00:00Z,TBL,14,COL,21,2,6,REG,COL
