id,season,gameType,gameDate,neutralSite,startTimeUTC,easternUTCOffset,venueUTCOffset,venueTimezone,gameState,gameScheduleState,awayTeam.id,awayTeam.commonName.default,awayTeam.placeNameWithPreposition.default,awayTeam.placeNameWithPreposition.fr,awayTeam.abbrev,awayTeam.score,homeTeam.id,homeTeam.commonName.default,homeTeam.placeNameWithPreposition.default,homeTeam.placeNameWithPreposition.fr,homeTeam.abbrev,homeTeam.score,periodDescriptor.number,periodDescriptor.periodType,periodDescriptor.maxRegulationPeriods,gameOutcome.lastPeriodType,winningGoalie.playerId,winningGoalScorer.playerId,winningGoalie.lastName.sv,awayTeam.commonName.fr,homeTeam.commonName.fr,seriesUrl,seriesStatus.round,seriesStatus.seriesAbbrev,seriesStatus.seriesTitle,seriesStatus.seriesLetter,seriesStatus.neededToWin,seriesStatus.topSeedWins,seriesStatus.bottomSeedWins,seriesStatus.gameNumberOfSeries,winningGoalie.lastName.de,specialEvent.parentId,specialEvent.name.default,specialEvent.name.fr,periodDescriptor.otPeriods,tricode_winteam
2015020001,20152016,2,2015-10-07,False,2015-10-07T23:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,3,10,Maple Leafs,Toronto,de Toronto,TOR,1,3,REG,3,REG,8471679.0,8476851.0,,,,,,,,,,,,,,,,,,MTL
2015020002,20152016,2,2015-10-07,False,2015-10-08T00:00:00Z,-04:00,-05:00,America/Chicago,OFF,OK,3,Rangers,New York,de New York,NYR,3,16,Blackhawks,Chicago,de Chicago,CHI,2,3,REG,3,REG,8468685.0,8474613.0,,,,,,,,,,,,,,,,,,NYR
2015020003,20152016,2,2015-10-07,False,2015-10-08T02:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,5,20,Flames,Calgary,de Calgary,CGY,1,3,REG,3,REG,8468011.0,8474091.0,,,,,,,,,,,,,,,,,,VAN
2015020004,20152016,2,2015-10-07,False,2015-10-08T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,5,26,Kings,Los Angeles,de Los Angeles,LAK,1,3,REG,3,REG,8474889.0,8470794.0,,,,,,,,,,,,,,,,,,SJS
2015020006,20152016,2,2015-10-08,False,2015-10-08T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,3,7,Sabres,Buffalo,de Buffalo,BUF,1,3,REG,3,REG,8467950.0,8474068.0,,Sénateurs,,,,,,,,,,,,,,,,OTT
2015020005,20152016,2,2015-10-08,False,2015-10-08T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,6,6,Bruins,Boston,de Boston,BOS,2,3,REG,3,REG,8471715.0,8471226.0,,,,,,,,,,,,,,,,,,WPG
2015020007,20152016,2,2015-10-08,False,2015-10-08T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,4,Flyers,Philadelphia,de Philadelphie,PHI,2,14,Lightning,Tampa Bay,de Tampa Bay,TBL,3,4,OT,3,OT,8471750.0,8474520.0,,,,,,,,,,,,,,,,,,TBL
2015020009,20152016,2,2015-10-08,False,2015-10-09T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,1,18,Predators,Nashville,de Nashville,NSH,2,3,REG,3,REG,8471469.0,8478042.0,,,,,,,,,,,,,,,,,,NSH
2015020008,20152016,2,2015-10-08,False,2015-10-09T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,1,19,Blues,St. Louis,de St. Louis,STL,3,3,REG,3,REG,8470880.0,8477952.0,,,,,,,,,,,,,,,,,,STL
2015020010,20152016,2,2015-10-08,False,2015-10-09T00:30:00Z,-04:00,-05:00,US/Central,OFF,OK,5,Penguins,Pittsburgh,de Pittsburgh,PIT,0,25,Stars,Dallas,de Dallas,DAL,3,3,REG,3,REG,8474550.0,8477406.0,,,,,,,,,,,,,,,,,,DAL
2015020011,20152016,2,2015-10-08,False,2015-10-09T01:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,5,21,Avalanche,Colorado,du Colorado,COL,4,3,REG,3,REG,8471227.0,8470610.0,,,,,,,,,,,,,,,,,,MIN
2015020013,20152016,2,2015-10-09,False,2015-10-09T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,3,Rangers,New York,de New York,NYR,4,29,Blue Jackets,Columbus,de Columbus,CBJ,2,3,REG,3,REG,8468685.0,8475763.0,,,,,,,,,,,,,,,,,,NYR
2015020012,20152016,2,2015-10-09,False,2015-10-09T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,3,1,Devils,New Jersey,du New Jersey,NJD,1,3,REG,3,REG,8474636.0,8471218.0,,,,,,,,,,,,,,,,,,WPG
2015020015,20152016,2,2015-10-09,False,2015-10-09T23:30:00Z,-04:00,-04:00,America/New_York,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,3,2,Islanders,New York,de New York,NYI,2,4,OT,3,OT,8470645.0,8474141.0,,,,,,,,,,,,,,,,,,CHI
2015020014,20152016,2,2015-10-09,False,2015-10-09T23:30:00Z,-04:00,-04:00,America/Detroit,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,0,17,Red Wings,Detroit,de Detroit,DET,4,3,REG,3,REG,8470657.0,8471716.0,,,,,,,,,,,,,,,,,,DET
2015020016,20152016,2,2015-10-09,False,2015-10-10T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,4,26,Kings,Los Angeles,de Los Angeles,LAK,1,3,REG,3,REG,8469608.0,8475171.0,,,,,,,,,,,,,,,,,,ARI
2015020017,20152016,2,2015-10-10,False,2015-10-10T17:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,4,7,Sabres,Buffalo,de Buffalo,BUF,1,3,REG,3,REG,8471750.0,8476453.0,,,,,,,,,,,,,,,,,,TBL
2015020019,20152016,2,2015-10-10,False,2015-10-10T23:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,5,10,Maple Leafs,Toronto,de Toronto,TOR,4,5,SO,3,SO,8467950.0,,,Sénateurs,,,,,,,,,,,,,,,,OTT
2015020023,20152016,2,2015-10-10,False,2015-10-10T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,4,12,Hurricanes,Carolina,de la Caroline,CAR,3,3,REG,3,REG,8475852.0,8471716.0,,,,,,,,,,,,,,,,,,DET
2015020022,20152016,2,2015-10-10,False,2015-10-10T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,1,Devils,New Jersey,du New Jersey,NJD,3,15,Capitals,Washington,de Washington,WSH,5,3,REG,3,REG,8474651.0,8475149.0,,,,,,,,,,,,,,,,,,WSH
2015020020,20152016,2,2015-10-10,False,2015-10-10T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,4,Flyers,Philadelphia,de Philadelphie,PHI,1,13,Panthers,Florida,de la Floride,FLA,7,3,REG,3,REG,8466141.0,8475760.0,,,,,,,,,,,,,,,,,,FLA
2015020018,20152016,2,2015-10-10,False,2015-10-10T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,4,6,Bruins,Boston,de Boston,BOS,2,3,REG,3,REG,8471679.0,8474189.0,,,,,,,,,,,,,,,,,,MTL
2015020021,20152016,2,2015-10-10,False,2015-10-10T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,2,3,Rangers,New York,de New York,NYR,5,3,REG,3,REG,8468685.0,8468575.0,,,,,,,,,,,,,,,,,,NYR
2015020024,20152016,2,2015-10-10,False,2015-10-10T23:00:00Z,-04:00,-05:00,US/Central,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,0,18,Predators,Nashville,de Nashville,NSH,2,3,REG,3,REG,8471469.0,8475225.0,,,,,,,,,,,,,,,,,,NSH
2015020025,20152016,2,2015-10-10,False,2015-10-11T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,2,30,Wild,Minnesota,du Minnesota,MIN,3,3,REG,3,REG,8471227.0,8475745.0,,,,,,,,,,,,,,,,,,MIN
2015020026,20152016,2,2015-10-10,False,2015-10-11T00:30:00Z,-04:00,-05:00,America/Chicago,OFF,OK,2,Islanders,New York,de New York,NYI,1,16,Blackhawks,Chicago,de Chicago,CHI,4,3,REG,3,REG,8474152.0,8478550.0,,,,,,,,,,,,,,,,,,CHI
2015020027,20152016,2,2015-10-10,False,2015-10-11T01:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,25,Stars,Dallas,de Dallas,DAL,3,21,Avalanche,Colorado,du Colorado,COL,6,3,REG,3,REG,8473575.0,8470750.0,,,,,,,,,,,,,,,,,,COL
2015020028,20152016,2,2015-10-10,False,2015-10-11T02:00:00Z,-04:00,-07:00,America/Vancouver,OFF,OK,20,Flames,Calgary,de Calgary,CGY,3,23,Canucks,Vancouver,de Vancouver,VAN,2,4,OT,3,OT,8473972.0,8476346.0,,,,,,,,,,,,,,,,,,CGY
2015020029,20152016,2,2015-10-10,False,2015-10-11T02:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,5,Penguins,Pittsburgh,de Pittsburgh,PIT,1,53,Coyotes,Arizona,de l'Arizona,ARI,2,3,REG,3,REG,8469608.0,8476921.0,,,,,,,,,,,,,,,,,,ARI
2015020030,20152016,2,2015-10-10,False,2015-10-11T02:30:00Z,-04:00,-07:00,US/Pacific,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,0,28,Sharks,San Jose,de San Jose,SJS,2,3,REG,3,REG,8474889.0,8466139.0,,,,,,,,,,,,,,,,,,SJS
2015020031,20152016,2,2015-10-11,False,2015-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,3,9,Senators,Ottawa,d'Ottawa,OTT,1,3,REG,3,REG,8477237.0,8469521.0,,,Sénateurs,,,,,,,,,,,,,,,MTL
2015020033,20152016,2,2015-10-12,False,2015-10-12T17:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,2,2,Islanders,New York,de New York,NYI,4,3,REG,3,REG,8471306.0,8475166.0,,,,,,,,,,,,,,,,,,NYI
2015020032,20152016,2,2015-10-12,False,2015-10-12T17:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,6,6,Bruins,Boston,de Boston,BOS,3,3,REG,3,REG,8471750.0,8474564.0,,,,,,,,,,,,,,,,,,TBL
2015020034,20152016,2,2015-10-12,False,2015-10-12T19:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,2,7,Sabres,Buffalo,de Buffalo,BUF,4,3,REG,3,REG,8473434.0,8478403.0,,,,,,,,,,,,,,,,,,BUF
2015020035,20152016,2,2015-10-12,False,2015-10-12T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,13,Panthers,Florida,de la Floride,FLA,0,4,Flyers,Philadelphia,de Philadelphie,PHI,1,3,REG,3,REG,8473607.0,8475170.0,,,,,,,,,,,,,,,,,,PHI
2015020036,20152016,2,2015-10-12,False,2015-10-13T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,2,24,Ducks,Anaheim,d'Anaheim,ANA,1,5,SO,3,SO,8468011.0,,,,,,,,,,,,,,,,,,,VAN
2015020038,20152016,2,2015-10-13,False,2015-10-13T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,4,3,Rangers,New York,de New York,NYR,1,3,REG,3,REG,8474636.0,8473412.0,,,,,,,,,,,,,,,,,,WPG
2015020040,20152016,2,2015-10-13,False,2015-10-13T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,5,15,Capitals,Washington,de Washington,WSH,0,3,REG,3,REG,8474889.0,8466138.0,,,,,,,,,,,,,,,,,,SJS
2015020041,20152016,2,2015-10-13,False,2015-10-13T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,13,Panthers,Florida,de la Floride,FLA,4,12,Hurricanes,Carolina,de la Caroline,CAR,1,3,REG,3,REG,8471219.0,8475736.0,,,,,,,,,,,,,,,,,,FLA
2015020037,20152016,2,2015-10-13,False,2015-10-13T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,18,Predators,Nashville,de Nashville,NSH,3,1,Devils,New Jersey,du New Jersey,NJD,1,3,REG,3,REG,8471469.0,8474600.0,,,,,,,,,,,,,,,,,,NSH
2015020039,20152016,2,2015-10-13,False,2015-10-13T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,3,5,Penguins,Pittsburgh,de Pittsburgh,PIT,2,3,REG,3,REG,8471679.0,8470039.0,,,,,,,,,,,,,,,,,,MTL
2015020042,20152016,2,2015-10-13,False,2015-10-13T23:30:00Z,-04:00,-04:00,America/Detroit,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,1,17,Red Wings,Detroit,de Detroit,DET,3,3,REG,3,REG,8470657.0,8468083.0,,,,,,,,,,,,,,,,,,DET
2015020043,20152016,2,2015-10-13,False,2015-10-14T00:30:00Z,-04:00,-05:00,US/Central,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,2,25,Stars,Dallas,de Dallas,DAL,4,3,REG,3,REG,8470140.0,8469455.0,,,,,,,,,,,,,,,,,,DAL
2015020044,20152016,2,2015-10-13,False,2015-10-14T01:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,4,20,Flames,Calgary,de Calgary,CGY,3,3,REG,3,REG,8470880.0,8476892.0,,,,,,,,,,,,,,,,,,STL
2015020045,20152016,2,2015-10-13,False,2015-10-14T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,3,26,Kings,Los Angeles,de Los Angeles,LAK,0,3,REG,3,REG,8468011.0,8471490.0,,,,,,,,,,,,,,,,,,VAN
2015020046,20152016,2,2015-10-14,False,2015-10-14T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,7,29,Blue Jackets,Columbus,de Columbus,CBJ,3,3,REG,3,REG,8467950.0,8476459.0,,Sénateurs,,,,,,,,,,,,,,,,OTT
2015020047,20152016,2,2015-10-14,False,2015-10-15T00:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,0,4,Flyers,Philadelphia,de Philadelphie,PHI,3,3,REG,3,REG,8473607.0,8474040.0,,,,,,,,,,,,,,,,,,PHI
2015020048,20152016,2,2015-10-14,False,2015-10-15T02:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,6,Bruins,Boston,de Boston,BOS,6,21,Avalanche,Colorado,du Colorado,COL,2,3,REG,3,REG,8475361.0,8475292.0,,,,,,,,,,,,,,,,,,BOS
2015020049,20152016,2,2015-10-14,False,2015-10-15T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,4,24,Ducks,Anaheim,d'Anaheim,ANA,0,3,REG,3,REG,8469608.0,8477407.0,,,,,,,,,,,,,,,,,,ARI
2015020051,20152016,2,2015-10-15,False,2015-10-15T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,0,5,Penguins,Pittsburgh,de Pittsburgh,PIT,2,3,REG,3,REG,8470594.0,8471215.0,,Sénateurs,,,,,,,,,,,,,,,,PIT
2015020050,20152016,2,2015-10-15,False,2015-10-15T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,18,Predators,Nashville,de Nashville,NSH,3,2,Islanders,New York,de New York,NYI,4,3,REG,3,REG,8471306.0,8475166.0,,,,,,,,,,,,,,,,,,NYI
2015020052,20152016,2,2015-10-15,False,2015-10-15T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,1,15,Capitals,Washington,de Washington,WSH,4,3,REG,3,REG,8474651.0,8474590.0,,,,,,,,,,,,,,,,,,WSH
2015020055,20152016,2,2015-10-15,False,2015-10-15T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,2,13,Panthers,Florida,de la Floride,FLA,3,3,REG,3,REG,8466141.0,8477493.0,,,,,,,,,,,,,,,,,,FLA
2015020053,20152016,2,2015-10-15,False,2015-10-15T23:30:00Z,-04:00,-04:00,America/Montreal,OFF,OK,3,Rangers,New York,de New York,NYR,0,8,Canadiens,Montréal,de Montréal,MTL,3,3,REG,3,REG,8471679.0,8470039.0,,,,,,,,,,,,,,,,,,MTL
2015020054,20152016,2,2015-10-15,False,2015-10-15T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,5,14,Lightning,Tampa Bay,de Tampa Bay,TBL,3,3,REG,3,REG,8470140.0,8474218.0,,,,,,,,,,,,,,,,,,DAL
2015020056,20152016,2,2015-10-15,False,2015-10-16T01:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,4,22,Oilers,Edmonton,d'Edmonton,EDM,2,3,REG,3,REG,8470880.0,8471669.0,,,,,,,,,,,,,,,,,,STL
2015020057,20152016,2,2015-10-15,False,2015-10-16T02:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,4,53,Coyotes,Arizona,de l'Arizona,ARI,3,3,REG,3,REG,8471227.0,8475798.0,,,,,,,,,,,,,,,,,,MIN
2015020059,20152016,2,2015-10-16,False,2015-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,6,29,Blue Jackets,Columbus,de Columbus,CBJ,3,3,REG,3,REG,8473503.0,8470207.0,,,,,,,,,,,,,,,,,,TOR
2015020058,20152016,2,2015-10-16,False,2015-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,2,1,Devils,New Jersey,du New Jersey,NJD,1,5,SO,3,SO,8474889.0,,,,,,,,,,,,,,,,,,,SJS
2015020060,20152016,2,2015-10-16,False,2015-10-16T23:30:00Z,-04:00,-04:00,America/Detroit,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,5,17,Red Wings,Detroit,de Detroit,DET,3,3,REG,3,REG,8470320.0,8471346.0,,,,,,,,,,,,,,,,,,CAR
2015020061,20152016,2,2015-10-16,False,2015-10-17T00:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,20,Flames,Calgary,de Calgary,CGY,1,52,Jets,Winnipeg,de Winnipeg,WPG,3,3,REG,3,REG,8471715.0,8470834.0,,,,,,,,,,,,,,,,,,WPG
2015020062,20152016,2,2015-10-16,False,2015-10-17T02:00:00Z,-04:00,-07:00,America/Vancouver,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,4,23,Canucks,Vancouver,de Vancouver,VAN,3,3,REG,3,REG,8474596.0,8470803.0,,,,,,,,,,,,,,,,,,STL
2015020063,20152016,2,2015-10-16,False,2015-10-17T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,3,24,Ducks,Anaheim,d'Anaheim,ANA,0,3,REG,3,REG,8473499.0,8477492.0,,,,,,,,,,,,,,,,,,COL
2015020064,20152016,2,2015-10-16,False,2015-10-17T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,1,26,Kings,Los Angeles,de Los Angeles,LAK,2,4,OT,3,OT,8471734.0,8471685.0,,,,,,,,,,,,,,,,,,LAK
2015020069,20152016,2,2015-10-17,False,2015-10-17T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,1,5,Penguins,Pittsburgh,de Pittsburgh,PIT,2,3,REG,3,REG,8470594.0,8476874.0,,,,,,,,,,,,,,,,,,PIT
2015020066,20152016,2,2015-10-17,False,2015-10-17T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,18,Predators,Nashville,de Nashville,NSH,4,9,Senators,Ottawa,d'Ottawa,OTT,3,5,SO,3,SO,8475622.0,,,,Sénateurs,,,,,,,,,,,,,,,NSH
2015020070,20152016,2,2015-10-17,False,2015-10-17T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,1,15,Capitals,Washington,de Washington,WSH,4,3,REG,3,REG,8474651.0,8473563.0,,,,,,,,,,,,,,,,,,WSH
2015020068,20152016,2,2015-10-17,False,2015-10-17T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,4,13,Panthers,Florida,de la Floride,FLA,2,3,REG,3,REG,8470140.0,8475794.0,,,,,,,,,,,,,,,,,,DAL
2015020065,20152016,2,2015-10-17,False,2015-10-17T23:00:00Z,-04:00,-04:00,America/Montreal,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,1,8,Canadiens,Montréal,de Montréal,MTL,4,3,REG,3,REG,8471679.0,8473507.0,,,,,,,,,,,,,,,,,,MTL
2015020067,20152016,2,2015-10-17,False,2015-10-17T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,1,14,Lightning,Tampa Bay,de Tampa Bay,TBL,2,3,REG,3,REG,8471750.0,8473986.0,,,,,,,,,,,,,,,,,,TBL
2015020071,20152016,2,2015-10-17,False,2015-10-17T23:30:00Z,-04:00,-04:00,America/New_York,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,3,2,Islanders,New York,de New York,NYI,6,3,REG,3,REG,8470860.0,8473449.0,,,,,,,,,,,,,,,,,,NYI
2015020072,20152016,2,2015-10-17,False,2015-10-18T00:30:00Z,-04:00,-05:00,America/Chicago,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,1,16,Blackhawks,Chicago,de Chicago,CHI,4,3,REG,3,REG,8470645.0,8476882.0,,,,,,,,,,,,,,,,,,CHI
2015020073,20152016,2,2015-10-17,False,2015-10-18T02:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,5,20,Flames,Calgary,de Calgary,CGY,2,3,REG,3,REG,8475660.0,8475791.0,,,,,,,,,,,,,,,,,,EDM
2015020074,20152016,2,2015-10-17,False,2015-10-18T02:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,6,Bruins,Boston,de Boston,BOS,5,53,Coyotes,Arizona,de l'Arizona,ARI,3,3,REG,3,REG,8471695.0,8470638.0,,,,,,,,,,,,,,,,,,BOS
2015020075,20152016,2,2015-10-18,False,2015-10-18T17:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,1,Devils,New Jersey,du New Jersey,NJD,2,3,Rangers,New York,de New York,NYR,1,4,OT,3,OT,8471239.0,8470740.0,,,,,,,,,,,,,,,,,,NJD
2015020076,20152016,2,2015-10-18,False,2015-10-18T19:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,4,52,Jets,Winnipeg,de Winnipeg,WPG,2,3,REG,3,REG,8470880.0,8475765.0,,,,,,,,,,,,,,,,,,STL
2015020077,20152016,2,2015-10-18,False,2015-10-19T00:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,1,24,Ducks,Anaheim,d'Anaheim,ANA,4,3,REG,3,REG,8471418.0,8476483.0,,,,,,,,,,,,,,,,,,ANA
2015020078,20152016,2,2015-10-18,False,2015-10-19T01:00:00Z,-04:00,-07:00,America/Vancouver,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,2,23,Canucks,Vancouver,de Vancouver,VAN,1,4,OT,3,OT,8475195.0,8471232.0,,,,,,,,,,,,,,,,,,EDM
2015020079,20152016,2,2015-10-18,False,2015-10-19T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,1,26,Kings,Los Angeles,de Los Angeles,LAK,2,3,REG,3,REG,8471734.0,8475726.0,,,,,,,,,,,,,,,,,,LAK
2015020080,20152016,2,2015-10-19,False,2015-10-19T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,0,3,Rangers,New York,de New York,NYR,4,3,REG,3,REG,8477293.0,8471686.0,,,,,,,,,,,,,,,,,,NYR
2015020084,20152016,2,2015-10-20,False,2015-10-20T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,2,Islanders,New York,de New York,NYI,4,29,Blue Jackets,Columbus,de Columbus,CBJ,0,3,REG,3,REG,8470860.0,8473579.0,,,,,,,,,,,,,,,,,,NYI
2015020083,20152016,2,2015-10-20,False,2015-10-20T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,13,Panthers,Florida,de la Floride,FLA,2,5,Penguins,Pittsburgh,de Pittsburgh,PIT,3,4,OT,3,OT,8470594.0,8471215.0,,,,,,,,,,,,,,,,,,PIT
2015020081,20152016,2,2015-10-20,False,2015-10-20T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,2,1,Devils,New Jersey,du New Jersey,NJD,3,4,OT,3,OT,8471239.0,8476457.0,,,,,,,,,,,,,,,,,,NJD
2015020085,20152016,2,2015-10-20,False,2015-10-20T23:30:00Z,-04:00,-04:00,America/Montreal,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,0,8,Canadiens,Montréal,de Montréal,MTL,3,3,REG,3,REG,8471679.0,8474157.0,,,,,,,,,,,,,,,,,,MTL
2015020082,20152016,2,2015-10-20,False,2015-10-20T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,2,4,Flyers,Philadelphia,de Philadelphie,PHI,1,3,REG,3,REG,8474550.0,8473994.0,,,,,,,,,,,,,,,,,,DAL
2015020086,20152016,2,2015-10-20,False,2015-10-21T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,4,18,Predators,Nashville,de Nashville,NSH,5,5,SO,3,SO,8471469.0,,,,,,,,,,,,,,,,,,,NSH
2015020087,20152016,2,2015-10-20,False,2015-10-21T01:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,15,Capitals,Washington,de Washington,WSH,6,20,Flames,Calgary,de Calgary,CGY,2,3,REG,3,REG,8474651.0,8473563.0,,,,,,,,,,,,,,,,,,WSH
2015020088,20152016,2,2015-10-21,False,2015-10-21T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,1,7,Sabres,Buffalo,de Buffalo,BUF,2,5,SO,3,SO,8473434.0,,,,,,,,,,,,,,,,,,,BUF
