gameIdx,team_tri,gameid,teamloc,goals,hits,goals_pp,shots,shots_blocked,poss_giveaway,poss_takeaway,win,seasonIdx,gameDate,gameEnd
TOR_OTT_2016-10-12,TOR,2016020001,away,4,1.0,0.0,0.0,0.0,0.0,0.0,0,2,2016-10-12,OT
TOR_OTT_2016-10-12,OTT,2016020001,home,5,3.0,0.0,4.0,5.0,1.0,0.0,1,2,2016-10-12,OT
STL_CHI_2016-10-12,STL,2016020002,away,5,6.0,0.0,2.0,1.0,1.0,0.0,1,2,2016-10-12,REG
STL_CHI_2016-10-12,CHI,2016020002,home,2,2.0,0.0,1.0,2.0,1.0,0.0,0,2,2016-10-12,REG
CGY_EDM_2016-10-12,CGY,2016020003,away,4,1.0,0.0,4.0,2.0,0.0,3.0,0,2,2016-10-12,REG
CGY_EDM_2016-10-12,EDM,2016020003,home,7,0.0,0.0,3.0,3.0,0.0,0.0,1,2,2016-10-12,REG
LAK_SJS_2016-10-12,LAK,2016020004,away,1,9.0,0.0,1.0,0.0,1.0,0.0,0,2,2016-10-12,REG
LAK_SJS_2016-10-12,SJS,2016020004,home,2,5.0,0.0,6.0,2.0,0.0,1.0,1,2,2016-10-12,REG
NYI_NYR_2016-10-13,NYI,2016020006,away,3,3.0,0.0,4.0,3.0,0.0,0.0,0,2,2016-10-13,REG
NYI_NYR_2016-10-13,NYR,2016020006,home,5,2.0,0.0,6.0,1.0,1.0,1.0,1,2,2016-10-13,REG
BOS_CBJ_2016-10-13,BOS,2016020008,away,6,2.0,0.0,4.0,2.0,0.0,1.0,1,2,2016-10-13,REG
BOS_CBJ_2016-10-13,CBJ,2016020008,home,3,1.0,0.0,5.0,1.0,1.0,3.0,0,2,2016-10-13,REG
MTL_BUF_2016-10-13,MTL,2016020005,away,4,2.0,0.0,2.0,1.0,2.0,1.0,1,2,2016-10-13,REG
MTL_BUF_2016-10-13,BUF,2016020005,home,1,3.0,0.0,4.0,1.0,0.0,0.0,0,2,2016-10-13,REG
NJD_FLA_2016-10-13,NJD,2016020010,away,1,2.0,0.0,3.0,3.0,0.0,0.0,0,2,2016-10-13,OT
NJD_FLA_2016-10-13,FLA,2016020010,home,2,3.0,0.0,3.0,1.0,1.0,1.0,1,2,2016-10-13,OT
DET_TBL_2016-10-13,DET,2016020009,away,4,6.0,0.0,6.0,1.0,2.0,0.0,0,2,2016-10-13,REG
DET_TBL_2016-10-13,TBL,2016020009,home,6,1.0,1.0,3.0,2.0,3.0,2.0,1,2,2016-10-13,REG
CAR_WPG_2016-10-13,CAR,2016020012,away,4,2.0,0.0,4.0,1.0,1.0,1.0,0,2,2016-10-13,OT
CAR_WPG_2016-10-13,WPG,2016020012,home,5,0.0,0.0,1.0,1.0,1.0,1.0,1,2,2016-10-13,OT
MIN_STL_2016-10-13,MIN,2016020011,away,2,2.0,0.0,1.0,1.0,0.0,0.0,0,2,2016-10-13,REG
MIN_STL_2016-10-13,STL,2016020011,home,3,4.0,0.0,3.0,0.0,1.0,0.0,1,2,2016-10-13,REG
WSH_PIT_2016-10-13,WSH,2016020007,away,2,3.0,0.0,7.0,2.0,1.0,0.0,0,2,2016-10-13,SO
WSH_PIT_2016-10-13,PIT,2016020007,home,3,0.0,0.0,1.0,2.0,3.0,0.0,1,2,2016-10-13,SO
ANA_DAL_2016-10-13,ANA,2016020013,away,2,5.0,0.0,10.0,4.0,1.0,1.0,0,2,2016-10-13,REG
ANA_DAL_2016-10-13,DAL,2016020013,home,4,2.0,0.0,5.0,0.0,0.0,0.0,1,2,2016-10-13,REG
CHI_NSH_2016-10-14,CHI,2016020014,away,2,0.0,0.0,2.0,0.0,1.0,0.0,0,2,2016-10-14,REG
CHI_NSH_2016-10-14,NSH,2016020014,home,3,2.0,0.0,1.0,0.0,0.0,1.0,1,2,2016-10-14,REG
EDM_CGY_2016-10-14,EDM,2016020015,away,5,0.0,1.0,5.0,0.0,0.0,1.0,1,2,2016-10-14,REG
EDM_CGY_2016-10-14,CGY,2016020015,home,3,0.0,0.0,3.0,0.0,0.0,0.0,0,2,2016-10-14,REG
PHI_LAK_2016-10-14,PHI,2016020016,away,4,6.0,0.0,4.0,2.0,2.0,0.0,1,2,2016-10-14,REG
PHI_LAK_2016-10-14,LAK,2016020016,home,2,1.0,0.0,0.0,1.0,1.0,0.0,0,2,2016-10-14,REG
NJD_TBL_2016-10-15,NJD,2016020019,away,2,1.0,0.0,3.0,0.0,0.0,1.0,0,2,2016-10-15,REG
NJD_TBL_2016-10-15,TBL,2016020019,home,3,3.0,0.0,3.0,1.0,0.0,0.0,1,2,2016-10-15,REG
ANA_PIT_2016-10-15,ANA,2016020021,away,2,4.0,0.0,6.0,1.0,0.0,1.0,0,2,2016-10-15,REG
ANA_PIT_2016-10-15,PIT,2016020021,home,3,2.0,0.0,4.0,1.0,0.0,0.0,1,2,2016-10-15,REG
MTL_OTT_2016-10-15,MTL,2016020018,away,3,7.0,0.0,6.0,2.0,2.0,0.0,0,2,2016-10-15,SO
MTL_OTT_2016-10-15,OTT,2016020018,home,4,6.0,0.0,4.0,2.0,0.0,0.0,1,2,2016-10-15,SO
NYI_WSH_2016-10-15,NYI,2016020022,away,1,2.0,0.0,0.0,4.0,0.0,0.0,0,2,2016-10-15,REG
NYI_WSH_2016-10-15,WSH,2016020022,home,2,3.0,0.0,5.0,1.0,5.0,4.0,1,2,2016-10-15,REG
WPG_MIN_2016-10-15,WPG,2016020024,away,3,0.0,0.0,2.0,1.0,2.0,0.0,0,2,2016-10-15,REG
WPG_MIN_2016-10-15,MIN,2016020024,home,4,3.0,0.0,4.0,4.0,1.0,1.0,1,2,2016-10-15,REG
SJS_CBJ_2016-10-15,SJS,2016020023,away,3,4.0,0.0,6.0,4.0,0.0,0.0,1,2,2016-10-15,REG
SJS_CBJ_2016-10-15,CBJ,2016020023,home,2,0.0,0.0,4.0,3.0,1.0,0.0,0,2,2016-10-15,REG
BOS_TOR_2016-10-15,BOS,2016020017,away,1,5.0,0.0,3.0,1.0,2.0,0.0,0,2,2016-10-15,REG
BOS_TOR_2016-10-15,TOR,2016020017,home,4,4.0,0.0,2.0,3.0,0.0,2.0,1,2,2016-10-15,REG
DET_FLA_2016-10-15,DET,2016020020,away,1,4.0,0.0,3.0,2.0,0.0,1.0,0,2,2016-10-15,REG
DET_FLA_2016-10-15,FLA,2016020020,home,4,1.0,0.0,6.0,5.0,1.0,0.0,1,2,2016-10-15,REG
NYR_STL_2016-10-15,NYR,2016020025,away,2,1.0,0.0,4.0,0.0,1.0,0.0,0,2,2016-10-15,REG
NYR_STL_2016-10-15,STL,2016020025,home,3,3.0,0.0,0.0,1.0,0.0,0.0,1,2,2016-10-15,REG
NSH_CHI_2016-10-15,NSH,2016020026,away,3,5.0,0.0,5.0,2.0,0.0,3.0,0,2,2016-10-15,REG
NSH_CHI_2016-10-15,CHI,2016020026,home,5,2.0,0.0,4.0,2.0,1.0,2.0,1,2,2016-10-15,REG
DAL_COL_2016-10-15,DAL,2016020027,away,5,3.0,0.0,1.0,1.0,0.0,0.0,0,2,2016-10-15,REG
DAL_COL_2016-10-15,COL,2016020027,home,6,1.0,2.0,5.0,2.0,0.0,0.0,1,2,2016-10-15,REG
PHI_ARI_2016-10-15,PHI,2016020028,away,3,3.0,0.0,3.0,3.0,0.0,0.0,0,2,2016-10-15,OT
PHI_ARI_2016-10-15,ARI,2016020028,home,4,2.0,0.0,5.0,1.0,0.0,0.0,1,2,2016-10-15,OT
CGY_VAN_2016-10-15,CGY,2016020029,away,1,0.0,0.0,0.0,0.0,1.0,0.0,0,2,2016-10-15,SO
CGY_VAN_2016-10-15,VAN,2016020029,home,2,4.0,0.0,2.0,1.0,1.0,1.0,1,2,2016-10-15,SO
ANA_NYI_2016-10-16,ANA,2016020030,away,2,2.0,0.0,2.0,1.0,0.0,0.0,0,2,2016-10-16,OT
ANA_NYI_2016-10-16,NYI,2016020030,home,3,2.0,0.0,3.0,2.0,1.0,1.0,1,2,2016-10-16,OT
BUF_EDM_2016-10-16,BUF,2016020031,away,6,6.0,0.0,3.0,2.0,1.0,0.0,1,2,2016-10-16,REG
BUF_EDM_2016-10-16,EDM,2016020031,home,2,3.0,0.0,3.0,3.0,1.0,2.0,0,2,2016-10-16,REG
CAR_VAN_2016-10-16,CAR,2016020032,away,3,3.0,0.0,3.0,0.0,1.0,0.0,0,2,2016-10-16,OT
CAR_VAN_2016-10-16,VAN,2016020032,home,4,2.0,0.0,0.0,1.0,0.0,1.0,1,2,2016-10-16,OT
COL_PIT_2016-10-17,COL,2016020034,away,4,3.0,0.0,5.0,1.0,0.0,0.0,1,2,2016-10-17,OT
COL_PIT_2016-10-17,PIT,2016020034,home,3,2.0,0.0,6.0,3.0,0.0,0.0,0,2,2016-10-17,OT
SJS_NYR_2016-10-17,SJS,2016020033,away,4,3.0,0.0,3.0,1.0,2.0,1.0,0,2,2016-10-17,REG
SJS_NYR_2016-10-17,NYR,2016020033,home,7,4.0,0.0,3.0,3.0,0.0,0.0,1,2,2016-10-17,REG
OTT_DET_2016-10-17,OTT,2016020035,away,1,0.0,0.0,9.0,2.0,2.0,0.0,0,2,2016-10-17,REG
OTT_DET_2016-10-17,DET,2016020035,home,5,4.0,0.0,2.0,2.0,1.0,0.0,1,2,2016-10-17,REG
BOS_WPG_2016-10-17,BOS,2016020036,away,4,1.0,0.0,4.0,0.0,1.0,1.0,1,2,2016-10-17,REG
BOS_WPG_2016-10-17,WPG,2016020036,home,1,1.0,0.0,1.0,0.0,0.0,0.0,0,2,2016-10-17,REG
ANA_NJD_2016-10-18,ANA,2016020037,away,1,4.0,0.0,2.0,2.0,1.0,0.0,0,2,2016-10-18,REG
ANA_NJD_2016-10-18,NJD,2016020037,home,2,2.0,0.0,2.0,1.0,0.0,0.0,1,2,2016-10-18,REG
COL_WSH_2016-10-18,COL,2016020039,away,0,3.0,0.0,1.0,2.0,1.0,0.0,0,2,2016-10-18,REG
COL_WSH_2016-10-18,WSH,2016020039,home,3,5.0,1.0,8.0,1.0,4.0,5.0,1,2,2016-10-18,REG
SJS_NYI_2016-10-18,SJS,2016020038,away,3,1.0,0.0,5.0,2.0,0.0,1.0,1,2,2016-10-18,REG
SJS_NYI_2016-10-18,NYI,2016020038,home,2,5.0,0.0,1.0,1.0,1.0,0.0,0,2,2016-10-18,REG
FLA_TBL_2016-10-18,FLA,2016020042,away,3,2.0,0.0,7.0,0.0,1.0,0.0,0,2,2016-10-18,SO
FLA_TBL_2016-10-18,TBL,2016020042,home,4,3.0,0.0,1.0,3.0,1.0,1.0,1,2,2016-10-18,SO
PIT_MTL_2016-10-18,PIT,2016020040,away,0,0.0,0.0,7.0,2.0,0.0,0.0,0,2,2016-10-18,REG
PIT_MTL_2016-10-18,MTL,2016020040,home,4,6.0,0.0,4.0,1.0,3.0,0.0,1,2,2016-10-18,REG
ARI_OTT_2016-10-18,ARI,2016020041,away,4,2.0,0.0,2.0,2.0,2.0,0.0,0,2,2016-10-18,REG
ARI_OTT_2016-10-18,OTT,2016020041,home,7,4.0,0.0,5.0,5.0,1.0,1.0,1,2,2016-10-18,REG
DAL_NSH_2016-10-18,DAL,2016020043,away,2,2.0,0.0,5.0,6.0,1.0,0.0,1,2,2016-10-18,REG
DAL_NSH_2016-10-18,NSH,2016020043,home,1,5.0,0.0,3.0,2.0,0.0,2.0,0,2,2016-10-18,REG
LAK_MIN_2016-10-18,LAK,2016020044,away,3,0.0,0.0,0.0,1.0,2.0,0.0,0,2,2016-10-18,REG
LAK_MIN_2016-10-18,MIN,2016020044,home,6,6.0,1.0,3.0,2.0,0.0,2.0,1,2,2016-10-18,REG
PHI_CHI_2016-10-18,PHI,2016020045,away,4,1.0,0.0,2.0,0.0,1.0,1.0,0,2,2016-10-18,REG
PHI_CHI_2016-10-18,CHI,2016020045,home,7,1.0,0.0,3.0,2.0,2.0,1.0,1,2,2016-10-18,REG
CAR_EDM_2016-10-18,CAR,2016020047,away,2,3.0,0.0,5.0,0.0,2.0,2.0,0,2,2016-10-18,REG
CAR_EDM_2016-10-18,EDM,2016020047,home,3,1.0,0.0,5.0,2.0,1.0,1.0,1,2,2016-10-18,REG
BUF_CGY_2016-10-18,BUF,2016020046,away,3,1.0,0.0,3.0,2.0,1.0,0.0,0,2,2016-10-18,OT
BUF_CGY_2016-10-18,CGY,2016020046,home,4,0.0,0.0,4.0,0.0,1.0,1.0,1,2,2016-10-18,OT
STL_VAN_2016-10-18,STL,2016020048,away,1,2.0,0.0,4.0,0.0,0.0,0.0,0,2,2016-10-18,OT
STL_VAN_2016-10-18,VAN,2016020048,home,2,3.0,0.0,1.0,3.0,3.0,0.0,1,2,2016-10-18,OT
DET_NYR_2016-10-19,DET,2016020049,away,2,4.0,0.0,0.0,4.0,2.0,2.0,1,2,2016-10-19,REG
DET_NYR_2016-10-19,NYR,2016020049,home,1,2.0,0.0,0.0,1.0,1.0,2.0,0,2,2016-10-19,REG
TOR_WPG_2016-10-19,TOR,2016020050,away,4,2.0,0.0,2.0,7.0,1.0,0.0,0,2,2016-10-19,OT
TOR_WPG_2016-10-19,WPG,2016020050,home,5,1.0,0.0,1.0,1.0,2.0,0.0,1,2,2016-10-19,OT
NJD_BOS_2016-10-20,NJD,2016020051,away,1,2.0,0.0,3.0,2.0,0.0,1.0,0,2,2016-10-20,REG
NJD_BOS_2016-10-20,BOS,2016020051,home,2,1.0,0.0,2.0,2.0,0.0,0.0,1,2,2016-10-20,REG
ANA_PHI_2016-10-20,ANA,2016020052,away,3,3.0,0.0,3.0,0.0,0.0,0.0,1,2,2016-10-20,REG
ANA_PHI_2016-10-20,PHI,2016020052,home,2,3.0,0.0,1.0,2.0,3.0,0.0,0,2,2016-10-20,REG
SJS_PIT_2016-10-20,SJS,2016020053,away,2,7.0,0.0,5.0,3.0,1.0,0.0,0,2,2016-10-20,REG
SJS_PIT_2016-10-20,PIT,2016020053,home,3,1.0,0.0,0.0,2.0,1.0,0.0,1,2,2016-10-20,REG
COL_TBL_2016-10-20,COL,2016020055,away,4,4.0,0.0,1.0,0.0,1.0,0.0,1,2,2016-10-20,REG
COL_TBL_2016-10-20,TBL,2016020055,home,0,2.0,0.0,1.0,2.0,1.0,1.0,0,2,2016-10-20,REG
