gameIdx,team_tri,gameid,teamloc,goals,hits,goals_pp,shots,shots_blocked,poss_giveaway,poss_takeaway,win,seasonIdx,gameDate,gameEnd
MTL_TOR_2014-10-08,MTL,2014020001,away,4,0.0,0.0,2.0,1.0,3.0,0.0,1,2,2014-10-08,REG
MTL_TOR_2014-10-08,TOR,2014020001,home,3,4.0,0.0,1.0,2.0,3.0,1.0,0,2,2014-10-08,REG
PHI_BOS_2014-10-08,PHI,2014020002,away,1,6.0,0.0,4.0,2.0,2.0,0.0,0,2,2014-10-08,REG
PHI_BOS_2014-10-08,BOS,2014020002,home,2,0.0,0.0,1.0,1.0,1.0,0.0,1,2,2014-10-08,REG
SJS_LAK_2014-10-08,SJS,2014020004,away,4,3.0,0.0,7.0,2.0,0.0,0.0,1,2,2014-10-08,REG
SJS_LAK_2014-10-08,LAK,2014020004,home,0,3.0,0.0,2.0,0.0,1.0,0.0,0,2,2014-10-08,REG
VAN_CGY_2014-10-08,VAN,2014020003,away,4,0.0,0.0,1.0,0.0,2.0,0.0,1,2,2014-10-08,REG
VAN_CGY_2014-10-08,CGY,2014020003,home,2,4.0,0.0,0.0,5.0,2.0,0.0,0,2,2014-10-08,REG
ANA_PIT_2014-10-09,ANA,2014020007,away,4,6.0,0.0,2.0,0.0,2.0,1.0,0,2,2014-10-09,REG
ANA_PIT_2014-10-09,PIT,2014020007,home,6,3.0,0.0,6.0,0.0,2.0,1.0,1,2,2014-10-09,REG
NJD_PHI_2014-10-09,NJD,2014020006,away,6,4.0,0.0,3.0,4.0,0.0,1.0,1,2,2014-10-09,REG
NJD_PHI_2014-10-09,PHI,2014020006,home,4,3.0,0.0,4.0,5.0,1.0,0.0,0,2,2014-10-09,REG
CBJ_BUF_2014-10-09,CBJ,2014020005,away,3,5.0,0.0,3.0,0.0,0.0,0.0,1,2,2014-10-09,REG
CBJ_BUF_2014-10-09,BUF,2014020005,home,1,3.0,0.0,0.0,3.0,0.0,0.0,0,2,2014-10-09,REG
MTL_WSH_2014-10-09,MTL,2014020008,away,2,6.0,0.0,2.0,4.0,1.0,0.0,1,2,2014-10-09,SO
MTL_WSH_2014-10-09,WSH,2014020008,home,1,8.0,0.0,6.0,2.0,1.0,0.0,0,2,2014-10-09,SO
FLA_TBL_2014-10-09,FLA,2014020010,away,2,4.0,0.0,3.0,2.0,1.0,3.0,0,2,2014-10-09,OT
FLA_TBL_2014-10-09,TBL,2014020010,home,3,4.0,1.0,6.0,2.0,1.0,0.0,1,2,2014-10-09,OT
BOS_DET_2014-10-09,BOS,2014020009,away,1,3.0,0.0,1.0,0.0,3.0,0.0,0,2,2014-10-09,REG
BOS_DET_2014-10-09,DET,2014020009,home,2,2.0,0.0,4.0,0.0,0.0,1.0,1,2,2014-10-09,REG
NYR_STL_2014-10-09,NYR,2014020011,away,3,5.0,0.0,4.0,6.0,0.0,0.0,1,2,2014-10-09,REG
NYR_STL_2014-10-09,STL,2014020011,home,2,5.0,0.0,2.0,1.0,0.0,0.0,0,2,2014-10-09,REG
OTT_NSH_2014-10-09,OTT,2014020012,away,2,2.0,0.0,1.0,4.0,0.0,2.0,0,2,2014-10-09,REG
OTT_NSH_2014-10-09,NSH,2014020012,home,3,2.0,0.0,1.0,2.0,3.0,3.0,1,2,2014-10-09,REG
CHI_DAL_2014-10-09,CHI,2014020013,away,3,2.0,1.0,7.0,3.0,1.0,1.0,1,2,2014-10-09,SO
CHI_DAL_2014-10-09,DAL,2014020013,home,2,1.0,0.0,5.0,1.0,1.0,1.0,0,2,2014-10-09,SO
COL_MIN_2014-10-09,COL,2014020014,away,0,2.0,0.0,3.0,1.0,2.0,1.0,0,2,2014-10-09,REG
COL_MIN_2014-10-09,MIN,2014020014,home,5,2.0,0.0,2.0,0.0,0.0,2.0,1,2,2014-10-09,REG
CGY_EDM_2014-10-09,CGY,2014020015,away,5,2.0,0.0,1.0,4.0,0.0,0.0,1,2,2014-10-09,REG
CGY_EDM_2014-10-09,EDM,2014020015,home,2,5.0,1.0,6.0,0.0,2.0,0.0,0,2,2014-10-09,REG
WPG_ARI_2014-10-09,WPG,2014020016,away,6,2.0,0.0,1.0,1.0,1.0,0.0,1,2,2014-10-09,REG
WPG_ARI_2014-10-09,ARI,2014020016,home,2,1.0,0.0,5.0,0.0,2.0,0.0,0,2,2014-10-09,REG
NYI_CAR_2014-10-10,NYI,2014020017,away,5,6.0,0.0,2.0,2.0,0.0,0.0,1,2,2014-10-10,REG
NYI_CAR_2014-10-10,CAR,2014020017,home,3,1.0,1.0,5.0,1.0,0.0,0.0,0,2,2014-10-10,REG
CAR_NYI_2014-10-11,CAR,2014020023,away,3,0.0,0.0,0.0,3.0,0.0,2.0,0,2,2014-10-11,REG
CAR_NYI_2014-10-11,NYI,2014020023,home,4,2.0,0.0,2.0,1.0,0.0,2.0,1,2,2014-10-11,REG
WSH_BOS_2014-10-11,WSH,2014020018,away,4,4.0,1.0,8.0,0.0,0.0,0.0,1,2,2014-10-11,REG
WSH_BOS_2014-10-11,BOS,2014020018,home,0,2.0,0.0,4.0,1.0,1.0,0.0,0,2,2014-10-11,REG
OTT_TBL_2014-10-11,OTT,2014020021,away,3,2.0,0.0,2.0,0.0,0.0,0.0,1,2,2014-10-11,SO
OTT_TBL_2014-10-11,TBL,2014020021,home,2,1.0,0.0,4.0,1.0,2.0,2.0,0,2,2014-10-11,SO
NYR_CBJ_2014-10-11,NYR,2014020025,away,2,3.0,0.0,3.0,2.0,1.0,2.0,0,2,2014-10-11,REG
NYR_CBJ_2014-10-11,CBJ,2014020025,home,5,5.0,0.0,2.0,1.0,0.0,0.0,1,2,2014-10-11,REG
PIT_TOR_2014-10-11,PIT,2014020019,away,5,1.0,0.0,6.0,1.0,0.0,0.0,1,2,2014-10-11,REG
PIT_TOR_2014-10-11,TOR,2014020019,home,2,10.0,0.0,2.0,4.0,0.0,0.0,0,2,2014-10-11,REG
ANA_DET_2014-10-11,ANA,2014020020,away,3,1.0,0.0,2.0,1.0,0.0,0.0,1,2,2014-10-11,REG
ANA_DET_2014-10-11,DET,2014020020,home,2,6.0,0.0,5.0,2.0,1.0,0.0,0,2,2014-10-11,REG
CGY_STL_2014-10-11,CGY,2014020026,away,1,5.0,0.0,1.0,3.0,0.0,0.0,0,2,2014-10-11,REG
CGY_STL_2014-10-11,STL,2014020026,home,4,4.0,0.0,2.0,2.0,1.0,0.0,1,2,2014-10-11,REG
MTL_PHI_2014-10-11,MTL,2014020024,away,4,6.0,0.0,1.0,4.0,0.0,0.0,1,2,2014-10-11,SO
MTL_PHI_2014-10-11,PHI,2014020024,home,3,3.0,0.0,2.0,3.0,1.0,0.0,0,2,2014-10-11,SO
NJD_FLA_2014-10-11,NJD,2014020022,away,5,2.0,0.0,1.0,1.0,0.0,0.0,1,2,2014-10-11,REG
NJD_FLA_2014-10-11,FLA,2014020022,home,1,4.0,0.0,2.0,0.0,0.0,0.0,0,2,2014-10-11,REG
DAL_NSH_2014-10-11,DAL,2014020027,away,1,3.0,0.0,2.0,1.0,1.0,0.0,0,2,2014-10-11,REG
DAL_NSH_2014-10-11,NSH,2014020027,home,4,1.0,0.0,4.0,2.0,0.0,0.0,1,2,2014-10-11,REG
BUF_CHI_2014-10-11,BUF,2014020028,away,2,2.0,0.0,1.0,4.0,0.0,0.0,0,2,2014-10-11,REG
BUF_CHI_2014-10-11,CHI,2014020028,home,6,3.0,1.0,12.0,0.0,2.0,0.0,1,2,2014-10-11,REG
LAK_ARI_2014-10-11,LAK,2014020030,away,2,5.0,0.0,3.0,4.0,1.0,0.0,0,2,2014-10-11,OT
LAK_ARI_2014-10-11,ARI,2014020030,home,3,3.0,0.0,5.0,2.0,1.0,0.0,1,2,2014-10-11,OT
MIN_COL_2014-10-11,MIN,2014020029,away,3,1.0,0.0,2.0,0.0,0.0,1.0,1,2,2014-10-11,REG
MIN_COL_2014-10-11,COL,2014020029,home,0,3.0,0.0,5.0,2.0,4.0,4.0,0,2,2014-10-11,REG
EDM_VAN_2014-10-11,EDM,2014020031,away,4,3.0,0.0,8.0,2.0,1.0,1.0,0,2,2014-10-11,SO
EDM_VAN_2014-10-11,VAN,2014020031,home,5,4.0,1.0,4.0,2.0,0.0,0.0,1,2,2014-10-11,SO
WPG_SJS_2014-10-11,WPG,2014020032,away,0,2.0,0.0,1.0,1.0,2.0,0.0,0,2,2014-10-11,REG
WPG_SJS_2014-10-11,SJS,2014020032,home,3,2.0,0.0,2.0,3.0,2.0,3.0,1,2,2014-10-11,REG
TOR_NYR_2014-10-12,TOR,2014020033,away,6,3.0,0.0,0.0,2.0,0.0,0.0,1,2,2014-10-12,REG
TOR_NYR_2014-10-12,NYR,2014020033,home,3,3.0,0.0,3.0,5.0,0.0,1.0,0,2,2014-10-12,REG
WPG_LAK_2014-10-12,WPG,2014020034,away,1,5.0,0.0,1.0,0.0,0.0,0.0,0,2,2014-10-12,REG
WPG_LAK_2014-10-12,LAK,2014020034,home,4,3.0,0.0,4.0,2.0,4.0,3.0,1,2,2014-10-12,REG
COL_BOS_2014-10-13,COL,2014020035,away,2,3.0,0.0,5.0,1.0,3.0,1.0,1,2,2014-10-13,REG
COL_BOS_2014-10-13,BOS,2014020035,home,1,3.0,0.0,7.0,1.0,1.0,0.0,0,2,2014-10-13,REG
ANA_BUF_2014-10-13,ANA,2014020036,away,5,3.0,0.0,2.0,4.0,0.0,0.0,1,2,2014-10-13,REG
ANA_BUF_2014-10-13,BUF,2014020036,home,1,2.0,0.0,0.0,8.0,0.0,0.0,0,2,2014-10-13,REG
MTL_TBL_2014-10-13,MTL,2014021194,away,1,2.0,0.0,0.0,1.0,0.0,1.0,0,2,2014-10-13,REG
MTL_TBL_2014-10-13,TBL,2014021194,home,7,2.0,0.0,2.0,2.0,1.0,1.0,1,2,2014-10-13,REG
OTT_FLA_2014-10-13,OTT,2014020037,away,1,6.0,0.0,2.0,0.0,2.0,2.0,1,2,2014-10-13,REG
OTT_FLA_2014-10-13,FLA,2014020037,home,0,5.0,0.0,2.0,0.0,0.0,0.0,0,2,2014-10-13,REG
ANA_PHI_2014-10-14,ANA,2014020039,away,4,5.0,0.0,2.0,0.0,2.0,1.0,1,2,2014-10-14,SO
ANA_PHI_2014-10-14,PHI,2014020039,home,3,3.0,0.0,5.0,1.0,3.0,1.0,0,2,2014-10-14,SO
SJS_WSH_2014-10-14,SJS,2014020040,away,6,1.0,0.0,1.0,5.0,3.0,1.0,1,2,2014-10-14,SO
SJS_WSH_2014-10-14,WSH,2014020040,home,5,8.0,1.0,9.0,4.0,2.0,5.0,0,2,2014-10-14,SO
DAL_CBJ_2014-10-14,DAL,2014020042,away,4,4.0,0.0,1.0,2.0,0.0,0.0,1,2,2014-10-14,REG
DAL_CBJ_2014-10-14,CBJ,2014020042,home,2,5.0,0.0,5.0,3.0,1.0,2.0,0,2,2014-10-14,REG
NYI_NYR_2014-10-14,NYI,2014020038,away,6,0.0,0.0,3.0,0.0,1.0,0.0,1,2,2014-10-14,REG
NYI_NYR_2014-10-14,NYR,2014020038,home,3,1.0,0.0,9.0,1.0,3.0,1.0,0,2,2014-10-14,REG
BUF_CAR_2014-10-14,BUF,2014020041,away,4,4.0,0.0,3.0,7.0,1.0,0.0,1,2,2014-10-14,SO
BUF_CAR_2014-10-14,CAR,2014020041,home,3,1.0,0.0,3.0,1.0,0.0,1.0,0,2,2014-10-14,SO
NJD_TBL_2014-10-14,NJD,2014020044,away,2,0.0,0.0,4.0,3.0,2.0,0.0,1,2,2014-10-14,REG
NJD_TBL_2014-10-14,TBL,2014020044,home,1,3.0,0.0,3.0,3.0,0.0,1.0,0,2,2014-10-14,REG
COL_TOR_2014-10-14,COL,2014020043,away,2,3.0,0.0,3.0,1.0,0.0,1.0,0,2,2014-10-14,OT
COL_TOR_2014-10-14,TOR,2014020043,home,3,5.0,0.0,1.0,4.0,0.0,0.0,1,2,2014-10-14,OT
