gameid,date,time_start,tricode_for,id_for,tricode_against,id_against,metric_score_for,metric_score_against,period_ending,tricode_winteam
2016020001,2016-10-12,2016-10-12T23:00:00Z,OTT,9,TOR,10,5,4,OT,OTT
2016020002,2016-10-12,2016-10-13T00:00:00Z,CHI,16,STL,19,2,5,REG,STL
2016020003,2016-10-12,2016-10-13T02:00:00Z,EDM,22,CGY,20,7,4,REG,EDM
2016020004,2016-10-12,2016-10-13T02:30:00Z,SJS,28,LAK,26,2,1,REG,SJS
2016020006,2016-10-13,2016-10-13T23:00:00Z,NYR,3,NYI,2,5,3,REG,NYR
2016020008,2016-10-13,2016-10-13T23:00:00Z,CBJ,29,BOS,6,3,6,REG,BOS
2016020005,2016-10-13,2016-10-13T23:00:00Z,BUF,7,MTL,8,1,4,REG,MTL
2016020010,2016-10-13,2016-10-13T23:30:00Z,FLA,13,NJD,1,2,1,OT,FLA
2016020009,2016-10-13,2016-10-13T23:30:00Z,TBL,14,DET,17,6,4,REG,TBL
2016020012,2016-10-13,2016-10-14T00:00:00Z,WPG,52,CAR,12,5,4,OT,WPG
2016020011,2016-10-13,2016-10-14T00:00:00Z,STL,19,MIN,30,3,2,REG,STL
2016020007,2016-10-13,2016-10-14T00:00:00Z,PIT,5,WSH,15,3,2,SO,PIT
2016020013,2016-10-13,2016-10-14T00:30:00Z,DAL,25,ANA,24,4,2,REG,DAL
2016020014,2016-10-14,2016-10-15T00:00:00Z,NSH,18,CHI,16,3,2,REG,NSH
2016020015,2016-10-14,2016-10-15T01:00:00Z,CGY,20,EDM,22,3,5,REG,EDM
2016020016,2016-10-14,2016-10-15T02:30:00Z,LAK,26,PHI,4,2,4,REG,PHI
2016020019,2016-10-15,2016-10-15T23:00:00Z,TBL,14,NJD,1,3,2,REG,TBL
2016020021,2016-10-15,2016-10-15T23:00:00Z,PIT,5,ANA,24,3,2,REG,PIT
2016020018,2016-10-15,2016-10-15T23:00:00Z,OTT,9,MTL,8,4,3,SO,OTT
2016020022,2016-10-15,2016-10-15T23:00:00Z,WSH,15,NYI,2,2,1,REG,WSH
2016020024,2016-10-15,2016-10-15T23:00:00Z,MIN,30,WPG,52,4,3,REG,MIN
2016020023,2016-10-15,2016-10-15T23:00:00Z,CBJ,29,SJS,28,2,3,REG,SJS
2016020017,2016-10-15,2016-10-15T23:00:00Z,TOR,10,BOS,6,4,1,REG,TOR
2016020020,2016-10-15,2016-10-15T23:00:00Z,FLA,13,DET,17,4,1,REG,FLA
2016020025,2016-10-15,2016-10-16T00:00:00Z,STL,19,NYR,3,3,2,REG,STL
2016020026,2016-10-15,2016-10-16T00:30:00Z,CHI,16,NSH,18,5,3,REG,CHI
2016020027,2016-10-15,2016-10-16T01:00:00Z,COL,21,DAL,25,6,5,REG,COL
2016020028,2016-10-15,2016-10-16T01:00:00Z,ARI,53,PHI,4,4,3,OT,ARI
2016020029,2016-10-15,2016-10-16T02:00:00Z,VAN,23,CGY,20,2,1,SO,VAN
2016020030,2016-10-16,2016-10-16T22:00:00Z,NYI,2,ANA,24,3,2,OT,NYI
2016020031,2016-10-16,2016-10-16T23:00:00Z,EDM,22,BUF,7,2,6,REG,BUF
2016020032,2016-10-16,2016-10-17T02:00:00Z,VAN,23,CAR,12,4,3,OT,VAN
2016020034,2016-10-17,2016-10-17T23:00:00Z,PIT,5,COL,21,3,4,OT,COL
2016020033,2016-10-17,2016-10-17T23:00:00Z,NYR,3,SJS,28,7,4,REG,NYR
2016020035,2016-10-17,2016-10-17T23:30:00Z,DET,17,OTT,9,5,1,REG,DET
2016020036,2016-10-17,2016-10-18T00:00:00Z,WPG,52,BOS,6,1,4,REG,BOS
2016020037,2016-10-18,2016-10-18T23:00:00Z,NJD,1,ANA,24,2,1,REG,NJD
2016020039,2016-10-18,2016-10-18T23:00:00Z,WSH,15,COL,21,3,0,REG,WSH
2016020038,2016-10-18,2016-10-18T23:00:00Z,NYI,2,SJS,28,2,3,REG,SJS
2016020042,2016-10-18,2016-10-18T23:30:00Z,TBL,14,FLA,13,4,3,SO,TBL
2016020040,2016-10-18,2016-10-18T23:30:00Z,MTL,8,PIT,5,4,0,REG,MTL
