gameIdx,team_tri,gameid,teamloc,goals,hits,goals_pp,shots,shots_blocked,poss_giveaway,poss_takeaway,win,seasonIdx,gameDate,gameEnd
PIT_TBL_2021-10-12,PIT,2021020001,away,6,3.0,0.0,4.0,1.0,0.0,0.0,1,2,2021-10-12,REG
PIT_TBL_2021-10-12,TBL,2021020001,home,2,5.0,0.0,1.0,0.0,1.0,1.0,0,2,2021-10-12,REG
SEA_VGK_2021-10-12,SEA,2021020002,away,3,5.0,0.0,2.0,4.0,0.0,1.0,0,2,2021-10-12,REG
SEA_VGK_2021-10-12,VGK,2021020002,home,4,3.0,0.0,2.0,1.0,0.0,1.0,1,2,2021-10-12,REG
MTL_TOR_2021-10-13,MTL,2021020003,away,1,4.0,0.0,2.0,1.0,2.0,0.0,0,2,2021-10-13,REG
MTL_TOR_2021-10-13,TOR,2021020003,home,2,0.0,0.0,0.0,4.0,3.0,0.0,1,2,2021-10-13,REG
NYR_WSH_2021-10-13,NYR,2021020004,away,1,3.0,0.0,0.0,0.0,1.0,3.0,0,2,2021-10-13,REG
NYR_WSH_2021-10-13,WSH,2021020004,home,5,1.0,2.0,9.0,1.0,0.0,0.0,1,2,2021-10-13,REG
CHI_COL_2021-10-13,CHI,2021020005,away,2,0.0,1.0,8.0,4.0,2.0,0.0,0,2,2021-10-13,REG
CHI_COL_2021-10-13,COL,2021020005,home,4,4.0,0.0,3.0,1.0,0.0,0.0,1,2,2021-10-13,REG
WPG_ANA_2021-10-13,WPG,2021020015,away,1,4.0,0.0,1.0,2.0,0.0,0.0,0,2,2021-10-13,REG
WPG_ANA_2021-10-13,ANA,2021020015,home,4,2.0,1.0,1.0,3.0,0.0,1.0,1,2,2021-10-13,REG
VAN_EDM_2021-10-13,VAN,2021020006,away,2,5.0,0.0,3.0,1.0,1.0,1.0,0,2,2021-10-13,SO
VAN_EDM_2021-10-13,EDM,2021020006,home,3,0.0,0.0,1.0,1.0,0.0,0.0,1,2,2021-10-13,SO
DAL_NYR_2021-10-14,DAL,2021020011,away,3,1.0,0.0,3.0,3.0,0.0,0.0,1,2,2021-10-14,OT
DAL_NYR_2021-10-14,NYR,2021020011,home,2,5.0,0.0,4.0,3.0,1.0,3.0,0,2,2021-10-14,OT
TOR_OTT_2021-10-14,TOR,2021020008,away,2,3.0,0.0,1.0,4.0,2.0,0.0,0,2,2021-10-14,REG
TOR_OTT_2021-10-14,OTT,2021020008,home,3,2.0,0.0,3.0,5.0,3.0,0.0,1,2,2021-10-14,REG
PIT_FLA_2021-10-14,PIT,2021020010,away,4,2.0,0.0,8.0,0.0,0.0,0.0,0,2,2021-10-14,OT
PIT_FLA_2021-10-14,FLA,2021020010,home,5,4.0,0.0,9.0,4.0,2.0,0.0,1,2,2021-10-14,OT
NYI_CAR_2021-10-14,NYI,2021020012,away,3,2.0,0.0,4.0,3.0,1.0,1.0,0,2,2021-10-14,REG
NYI_CAR_2021-10-14,CAR,2021020012,home,6,3.0,0.0,4.0,2.0,3.0,0.0,1,2,2021-10-14,REG
ARI_CBJ_2021-10-14,ARI,2021020013,away,2,0.0,0.0,7.0,0.0,0.0,1.0,0,2,2021-10-14,REG
ARI_CBJ_2021-10-14,CBJ,2021020013,home,8,3.0,0.0,0.0,4.0,0.0,0.0,1,2,2021-10-14,REG
MTL_BUF_2021-10-14,MTL,2021020007,away,1,2.0,0.0,4.0,1.0,0.0,1.0,0,2,2021-10-14,REG
MTL_BUF_2021-10-14,BUF,2021020007,home,5,3.0,0.0,7.0,7.0,2.0,1.0,1,2,2021-10-14,REG
TBL_DET_2021-10-14,TBL,2021020009,away,7,3.0,0.0,4.0,3.0,1.0,1.0,1,2,2021-10-14,OT
TBL_DET_2021-10-14,DET,2021020009,home,6,2.0,0.0,2.0,1.0,0.0,1.0,0,2,2021-10-14,OT
SEA_NSH_2021-10-14,SEA,2021020014,away,4,1.0,0.0,2.0,1.0,0.0,1.0,1,2,2021-10-14,REG
SEA_NSH_2021-10-14,NSH,2021020014,home,3,1.0,0.0,3.0,2.0,0.0,0.0,0,2,2021-10-14,REG
VGK_LAK_2021-10-14,VGK,2021020016,away,2,8.0,0.0,3.0,7.0,0.0,0.0,0,2,2021-10-14,REG
VGK_LAK_2021-10-14,LAK,2021020016,home,6,4.0,0.0,8.0,1.0,0.0,0.0,1,2,2021-10-14,REG
VAN_PHI_2021-10-15,VAN,2021020018,away,5,0.0,0.0,4.0,0.0,0.0,0.0,1,2,2021-10-15,SO
VAN_PHI_2021-10-15,PHI,2021020018,home,4,6.0,1.0,6.0,0.0,1.0,2.0,0,2,2021-10-15,SO
CHI_NJD_2021-10-15,CHI,2021020017,away,3,1.0,0.0,3.0,0.0,0.0,2.0,0,2,2021-10-15,OT
CHI_NJD_2021-10-15,NJD,2021020017,home,4,0.0,0.0,4.0,0.0,1.0,1.0,1,2,2021-10-15,OT
MIN_ANA_2021-10-15,MIN,2021020019,away,2,1.0,0.0,4.0,0.0,1.0,0.0,1,2,2021-10-15,REG
MIN_ANA_2021-10-15,ANA,2021020019,home,1,2.0,0.0,2.0,5.0,2.0,0.0,0,2,2021-10-15,REG
ARI_BUF_2021-10-16,ARI,2021020021,away,1,4.0,0.0,6.0,2.0,0.0,1.0,0,2,2021-10-16,SO
