gameIdx,team_tri,gameid,teamloc,goals,hits,goals_pp,shots,shots_blocked,poss_giveaway,poss_takeaway,win,seasonIdx,gameDate,gameEnd
MTL_TOR_2015-10-07,MTL,2015020001,away,3,4.0,0.0,4.0,2.0,1.0,2.0,1,2,2015-10-07,REG
MTL_TOR_2015-10-07,TOR,2015020001,home,1,5.0,0.0,2.0,0.0,0.0,2.0,0,2,2015-10-07,REG
NYR_CHI_2015-10-07,NYR,2015020002,away,3,7.0,0.0,2.0,1.0,2.0,1.0,1,2,2015-10-07,REG
NYR_CHI_2015-10-07,CHI,2015020002,home,2,2.0,0.0,5.0,2.0,3.0,0.0,0,2,2015-10-07,REG
VAN_CGY_2015-10-07,VAN,2015020003,away,5,3.0,0.0,2.0,0.0,0.0,0.0,1,2,2015-10-07,REG
VAN_CGY_2015-10-07,CGY,2015020003,home,1,2.0,0.0,5.0,4.0,2.0,2.0,0,2,2015-10-07,REG
SJS_LAK_2015-10-07,SJS,2015020004,away,5,2.0,1.0,8.0,2.0,0.0,0.0,1,2,2015-10-07,REG
SJS_LAK_2015-10-07,LAK,2015020004,home,1,7.0,0.0,3.0,1.0,2.0,0.0,0,2,2015-10-07,REG
OTT_BUF_2015-10-08,OTT,2015020006,away,3,3.0,0.0,1.0,1.0,0.0,0.0,1,2,2015-10-08,REG
OTT_BUF_2015-10-08,BUF,2015020006,home,1,3.0,0.0,4.0,2.0,2.0,2.0,0,2,2015-10-08,REG
WPG_BOS_2015-10-08,WPG,2015020005,away,6,5.0,0.0,1.0,1.0,1.0,0.0,1,2,2015-10-08,REG
WPG_BOS_2015-10-08,BOS,2015020005,home,2,5.0,0.0,2.0,4.0,2.0,1.0,0,2,2015-10-08,REG
PHI_TBL_2015-10-08,PHI,2015020007,away,2,4.0,1.0,3.0,0.0,1.0,2.0,0,2,2015-10-08,OT
PHI_TBL_2015-10-08,TBL,2015020007,home,3,3.0,0.0,7.0,1.0,2.0,0.0,1,2,2015-10-08,OT
CAR_NSH_2015-10-08,CAR,2015020009,away,1,3.0,0.0,1.0,1.0,1.0,1.0,0,2,2015-10-08,REG
CAR_NSH_2015-10-08,NSH,2015020009,home,2,1.0,0.0,3.0,1.0,1.0,2.0,1,2,2015-10-08,REG
