gameid,date,time_start,tricode_for,id_for,tricode_against,id_against,metric_score_for,metric_score_against,period_ending,tricode_winteam
2015020001,2015-10-07,2015-10-07T23:00:00Z,TOR,10,MTL,8,1,3,REG,MTL
2015020002,2015-10-07,2015-10-08T00:00:00Z,CHI,16,NYR,3,2,3,REG,NYR
2015020003,2015-10-07,2015-10-08T02:00:00Z,CGY,20,VAN,23,1,5,REG,VAN
2015020004,2015-10-07,2015-10-08T02:30:00Z,LAK,26,SJS,28,1,5,REG,SJS
2015020006,2015-10-08,2015-10-08T23:00:00Z,BUF,7,OTT,9,1,3,REG,OTT
2015020005,2015-10-08,2015-10-08T23:00:00Z,BOS,6,WPG,52,2,6,REG,WPG
2015020007,2015-10-08,2015-10-08T23:30:00Z,TBL,14,PHI,4,3,2,OT,TBL
2015020009,2015-10-08,2015-10-09T00:00:00Z,NSH,18,CAR,12,2,1,REG,NSH
2015020008,2015-10-08,2015-10-09T00:00:00Z,STL,19,EDM,22,3,1,REG,STL
2015020010,2015-10-08,2015-10-09T00:30:00Z,DAL,25,PIT,5,3,0,REG,DAL
2015020011,2015-10-08,2015-10-09T01:00:00Z,COL,21,MIN,30,4,5,REG,MIN
2015020013,2015-10-09,2015-10-09T23:00:00Z,CBJ,29,NYR,3,2,4,REG,NYR
2015020012,2015-10-09,2015-10-09T23:00:00Z,NJD,1,WPG,52,1,3,REG,WPG
2015020015,2015-10-09,2015-10-09T23:30:00Z,NYI,2,CHI,16,2,3,OT,CHI
2015020014,2015-10-09,2015-10-09T23:30:00Z,DET,17,TOR,10,4,0,REG,DET
2015020016,2015-10-09,2015-10-10T02:30:00Z,LAK,26,ARI,53,1,4,REG,ARI
2015020017,2015-10-10,2015-10-10T17:00:00Z,BUF,7,TBL,14,1,4,REG,TBL
2015020019,2015-10-10,2015-10-10T23:00:00Z,TOR,10,OTT,9,4,5,SO,OTT
2015020023,2015-10-10,2015-10-10T23:00:00Z,CAR,12,DET,17,3,4,REG,DET
2015020022,2015-10-10,2015-10-10T23:00:00Z,WSH,15,NJD,1,5,3,REG,WSH
2015020020,2015-10-10,2015-10-10T23:00:00Z,FLA,13,PHI,4,7,1,REG,FLA
2015020018,2015-10-10,2015-10-10T23:00:00Z,BOS,6,MTL,8,2,4,REG,MTL
2015020021,2015-10-10,2015-10-10T23:00:00Z,NYR,3,CBJ,29,5,2,REG,NYR
2015020024,2015-10-10,2015-10-10T23:00:00Z,NSH,18,EDM,22,2,0,REG,NSH
2015020025,2015-10-10,2015-10-11T00:00:00Z,MIN,30,STL,19,3,2,REG,MIN
2015020026,2015-10-10,2015-10-11T00:30:00Z,CHI,16,NYI,2,4,1,REG,CHI
2015020027,2015-10-10,2015-10-11T01:00:00Z,COL,21,DAL,25,6,3,REG,COL
2015020028,2015-10-10,2015-10-11T02:00:00Z,VAN,23,CGY,20,2,3,OT,CGY
2015020029,2015-10-10,2015-10-11T02:00:00Z,ARI,53,PIT,5,2,1,REG,ARI
2015020030,2015-10-10,2015-10-11T02:30:00Z,SJS,28,ANA,24,2,0,REG,SJS
2015020031,2015-10-11,2015-10-11T23:00:00Z,OTT,9,MTL,8,1,3,REG,MTL
2015020033,2015-10-12,2015-10-12T17:00:00Z,NYI,2,WPG,52,4,2,REG,NYI
2015020032,2015-10-12,2015-10-12T17:00:00Z,BOS,6,TBL,14,3,6,REG,TBL
2015020034,2015-10-12,2015-10-12T19:00:00Z,BUF,7,CBJ,29,4,2,REG,BUF
2015020035,2015-10-12,2015-10-12T23:00:00Z,PHI,4,FLA,13,1,0,REG,PHI
2015020036,2015-10-12,2015-10-13T02:00:00Z,ANA,24,VAN,23,1,2,SO,VAN
2015020038,2015-10-13,2015-10-13T23:00:00Z,NYR,3,WPG,52,1,4,REG,WPG
2015020040,2015-10-13,2015-10-13T23:00:00Z,WSH,15,SJS,28,0,5,REG,SJS
2015020041,2015-10-13,2015-10-13T23:00:00Z,CAR,12,FLA,13,1,4,REG,FLA
2015020037,2015-10-13,2015-10-13T23:00:00Z,NJD,1,NSH,18,1,3,REG,NSH
2015020039,2015-10-13,2015-10-13T23:00:00Z,PIT,5,MTL,8,2,3,REG,MTL
2015020042,2015-10-13,2015-10-13T23:30:00Z,DET,17,TBL,14,3,1,REG,DET
2015020043,2015-10-13,2015-10-14T00:30:00Z,DAL,25,EDM,22,4,2,REG,DAL
2015020044,2015-10-13,2015-10-14T01:00:00Z,CGY,20,STL,19,3,4,REG,STL
2015020045,2015-10-13,2015-10-14T02:30:00Z,LAK,26,VAN,23,0,3,REG,VAN
2015020046,2015-10-14,2015-10-14T23:00:00Z,CBJ,29,OTT,9,3,7,REG,OTT
2015020047,2015-10-14,2015-10-15T00:00:00Z,PHI,4,CHI,16,3,0,REG,PHI
2015020048,2015-10-14,2015-10-15T02:00:00Z,COL,21,BOS,6,2,6,REG,BOS
2015020049,2015-10-14,2015-10-15T02:30:00Z,ANA,24,ARI,53,0,4,REG,ARI
2015020051,2015-10-15,2015-10-15T23:00:00Z,PIT,5,OTT,9,2,0,REG,PIT
2015020050,2015-10-15,2015-10-15T23:00:00Z,NYI,2,NSH,18,4,3,REG,NYI
2015020052,2015-10-15,2015-10-15T23:00:00Z,WSH,15,CHI,16,4,1,REG,WSH
2015020055,2015-10-15,2015-10-15T23:30:00Z,FLA,13,BUF,7,3,2,REG,FLA
2015020053,2015-10-15,2015-10-15T23:30:00Z,MTL,8,NYR,3,3,0,REG,MTL
2015020054,2015-10-15,2015-10-15T23:30:00Z,TBL,14,DAL,25,3,5,REG,DAL
2015020056,2015-10-15,2015-10-16T01:00:00Z,EDM,22,STL,19,2,4,REG,STL
2015020057,2015-10-15,2015-10-16T02:00:00Z,ARI,53,MIN,30,3,4,REG,MIN
2015020059,2015-10-16,2015-10-16T23:00:00Z,CBJ,29,TOR,10,3,6,REG,TOR
2015020058,2015-10-16,2015-10-16T23:00:00Z,NJD,1,SJS,28,1,2,SO,SJS
2015020060,2015-10-16,2015-10-16T23:30:00Z,DET,17,CAR,12,3,5,REG,CAR
2015020061,2015-10-16,2015-10-17T00:00:00Z,WPG,52,CGY,20,3,1,REG,WPG
2015020062,2015-10-16,2015-10-17T02:00:00Z,VAN,23,STL,19,3,4,REG,STL
2015020063,2015-10-16,2015-10-17T02:00:00Z,ANA,24,COL,21,0,3,REG,COL
2015020064,2015-10-16,2015-10-17T02:30:00Z,LAK,26,MIN,30,2,1,OT,LAK
2015020069,2015-10-17,2015-10-17T23:00:00Z,PIT,5,TOR,10,2,1,REG,PIT
2015020066,2015-10-17,2015-10-17T23:00:00Z,OTT,9,NSH,18,3,4,SO,NSH
2015020070,2015-10-17,2015-10-17T23:00:00Z,WSH,15,CAR,12,4,1,REG,WSH
2015020068,2015-10-17,2015-10-17T23:00:00Z,FLA,13,DAL,25,2,4,REG,DAL
2015020065,2015-10-17,2015-10-17T23:00:00Z,MTL,8,DET,17,4,1,REG,MTL
2015020067,2015-10-17,2015-10-17T23:00:00Z,TBL,14,BUF,7,2,1,REG,TBL
2015020071,2015-10-17,2015-10-17T23:30:00Z,NYI,2,SJS,28,6,3,REG,NYI
2015020072,2015-10-17,2015-10-18T00:30:00Z,CHI,16,CBJ,29,4,1,REG,CHI
2015020073,2015-10-17,2015-10-18T02:00:00Z,CGY,20,EDM,22,2,5,REG,EDM
2015020074,2015-10-17,2015-10-18T02:00:00Z,ARI,53,BOS,6,3,5,REG,BOS
2015020075,2015-10-18,2015-10-18T17:00:00Z,NYR,3,NJD,1,1,2,OT,NJD
2015020076,2015-10-18,2015-10-18T19:00:00Z,WPG,52,STL,19,2,4,REG,STL
2015020077,2015-10-18,2015-10-19T00:00:00Z,ANA,24,MIN,30,4,1,REG,ANA
2015020078,2015-10-18,2015-10-19T01:00:00Z,VAN,23,EDM,22,1,2,OT,EDM
2015020079,2015-10-18,2015-10-19T02:00:00Z,LAK,26,COL,21,2,1,REG,LAK
2015020080,2015-10-19,2015-10-19T23:00:00Z,NYR,3,SJS,28,4,0,REG,NYR
2015020084,2015-10-20,2015-10-20T23:00:00Z,CBJ,29,NYI,2,0,4,REG,NYI
2015020083,2015-10-20,2015-10-20T23:00:00Z,PIT,5,FLA,13,3,2,OT,PIT
2015020081,2015-10-20,2015-10-20T23:00:00Z,NJD,1,ARI,53,3,2,OT,NJD
2015020085,2015-10-20,2015-10-20T23:30:00Z,MTL,8,STL,19,3,0,REG,MTL
2015020082,2015-10-20,2015-10-20T23:30:00Z,PHI,4,DAL,25,1,2,REG,DAL
2015020086,2015-10-20,2015-10-21T00:00:00Z,NSH,18,TBL,14,5,4,SO,NSH
2015020087,2015-10-20,2015-10-21T01:00:00Z,CGY,20,WSH,15,2,6,REG,WSH
2015020088,2015-10-21,2015-10-21T23:00:00Z,BUF,7,TOR,10,2,1,SO,BUF
2015020089,2015-10-21,2015-10-22T00:00:00Z,BOS,6,PHI,4,4,5,OT,PHI
2015020090,2015-10-21,2015-10-22T01:30:00Z,EDM,22,DET,17,3,1,REG,EDM
2015020091,2015-10-21,2015-10-22T02:00:00Z,COL,21,CAR,12,0,1,OT,CAR
2015020092,2015-10-22,2015-10-22T23:00:00Z,NYR,3,ARI,53,4,1,REG,NYR
2015020093,2015-10-22,2015-10-22T23:00:00Z,PIT,5,DAL,25,1,4,REG,DAL
2015020094,2015-10-22,2015-10-22T23:30:00Z,OTT,9,NJD,1,4,5,SO,NJD
2015020095,2015-10-22,2015-10-23T00:00:00Z,NSH,18,ANA,24,5,1,REG,NSH
2015020096,2015-10-22,2015-10-23T00:00:00Z,MIN,30,CBJ,29,3,2,REG,MIN
2015020097,2015-10-22,2015-10-23T00:30:00Z,CHI,16,FLA,13,3,2,REG,CHI
2015020098,2015-10-22,2015-10-23T02:00:00Z,VAN,23,WSH,15,2,3,REG,WSH
2015020099,2015-10-22,2015-10-23T02:30:00Z,SJS,28,LAK,26,1,4,REG,LAK
2015020100,2015-10-23,2015-10-23T23:00:00Z,BUF,7,MTL,8,2,7,REG,MTL
2015020101,2015-10-23,2015-10-23T23:30:00Z,NYI,2,BOS,6,3,5,REG,BOS
2015020102,2015-10-23,2015-10-24T00:00:00Z,WPG,52,TBL,14,3,4,OT,TBL
2015020103,2015-10-23,2015-10-24T01:00:00Z,CGY,20,DET,17,3,2,OT,CGY
2015020104,2015-10-23,2015-10-24T01:00:00Z,EDM,22,WSH,15,4,7,REG,WSH
2015020105,2015-10-23,2015-10-24T02:30:00Z,LAK,26,CAR,12,3,0,REG,LAK
2015020106,2015-10-24,2015-10-24T22:00:00Z,MIN,30,ANA,24,3,0,REG,MIN
2015020108,2015-10-24,2015-10-24T23:00:00Z,MTL,8,TOR,10,5,3,REG,MTL
2015020109,2015-10-24,2015-10-24T23:00:00Z,OTT,9,ARI,53,1,4,REG,ARI
2015020110,2015-10-24,2015-10-24T23:00:00Z,PHI,4,NYR,3,3,2,SO,PHI
2015020107,2015-10-24,2015-10-24T23:00:00Z,BUF,7,NJD,1,3,4,REG,NJD
2015020113,2015-10-24,2015-10-25T00:00:00Z,DAL,25,FLA,13,2,6,REG,FLA
2015020111,2015-10-24,2015-10-25T00:00:00Z,STL,19,NYI,2,2,3,OT,NYI
2015020112,2015-10-24,2015-10-25T00:00:00Z,NSH,18,PIT,5,1,2,OT,PIT
2015020114,2015-10-24,2015-10-25T00:30:00Z,CHI,16,TBL,14,1,0,OT,CHI
2015020115,2015-10-24,2015-10-25T01:00:00Z,COL,21,CBJ,29,3,4,REG,CBJ
2015020116,2015-10-24,2015-10-25T02:00:00Z,VAN,23,DET,17,2,3,OT,DET
2015020117,2015-10-24,2015-10-25T02:30:00Z,SJS,28,CAR,12,5,2,REG,SJS
2015020118,2015-10-25,2015-10-25T22:00:00Z,WPG,52,MIN,30,5,4,REG,WPG
2015020119,2015-10-25,2015-10-25T23:00:00Z,NYR,3,CGY,20,4,1,REG,NYR
2015020120,2015-10-25,2015-10-26T01:30:00Z,EDM,22,LAK,26,2,3,REG,LAK
2015020121,2015-10-26,2015-10-26T23:00:00Z,NYI,2,CGY,20,4,0,REG,NYI
2015020122,2015-10-26,2015-10-26T23:30:00Z,TOR,10,ARI,53,3,4,REG,ARI
2015020123,2015-10-26,2015-10-27T00:30:00Z,CHI,16,ANA,24,1,0,OT,CHI
2015020124,2015-10-27,2015-10-27T23:00:00Z,BOS,6,ARI,53,6,0,REG,BOS
2015020125,2015-10-27,2015-10-27T23:00:00Z,NJD,1,CBJ,29,1,3,REG,CBJ
2015020126,2015-10-27,2015-10-27T23:00:00Z,PHI,4,BUF,7,3,4,OT,BUF
2015020128,2015-10-27,2015-10-27T23:30:00Z,FLA,13,COL,21,4,1,REG,FLA
2015020127,2015-10-27,2015-10-27T23:30:00Z,DET,17,CAR,12,1,3,REG,CAR
