gameid,date,time_start,tricode_for,id_for,tricode_against,id_against,metric_score_for,metric_score_against,period_ending,tricode_winteam
2021020001,2021-10-12,2021-10-12T23:30:00Z,TBL,14,PIT,5,2,6,REG,PIT
2021020002,2021-10-12,2021-10-13T02:00:00Z,VGK,54,SEA,55,4,3,REG,VGK
2021020003,2021-10-13,2021-10-13T23:00:00Z,TOR,10,MTL,8,2,1,REG,TOR
2021020004,2021-10-13,2021-10-13T23:30:00Z,WSH,15,NYR,3,5,1,REG,WSH
2021020006,2021-10-13,2021-10-14T02:00:00Z,EDM,22,VAN,23,3,2,SO,EDM
2021020015,2021-10-13,2021-10-14T02:00:00Z,ANA,24,WPG,52,4,1,REG,ANA
2021020005,2021-10-13,2021-10-14T02:00:00Z,COL,21,CHI,16,4,2,REG,COL
2021020011,2021-10-14,2021-10-14T23:00:00Z,NYR,3,DAL,25,2,3,OT,DAL
2021020008,2021-10-14,2021-10-14T23:00:00Z,OTT,9,TOR,10,3,2,REG,OTT
2021020010,2021-10-14,2021-10-14T23:00:00Z,FLA,13,PIT,5,5,4,OT,FLA
2021020013,2021-10-14,2021-10-14T23:00:00Z,CBJ,29,ARI,53,8,2,REG,CBJ
2021020012,2021-10-14,2021-10-14T23:00:00Z,CAR,12,NYI,2,6,3,REG,CAR
2021020007,2021-10-14,2021-10-14T23:00:00Z,BUF,7,MTL,8,5,1,REG,BUF
2021020009,2021-10-14,2021-10-14T23:30:00Z,DET,17,TBL,14,6,7,OT,TBL
2021020014,2021-10-14,2021-10-15T00:00:00Z,NSH,18,SEA,55,3,4,REG,SEA
2021020016,2021-10-14,2021-10-15T02:30:00Z,LAK,26,VGK,54,6,2,REG,LAK
2021020018,2021-10-15,2021-10-15T23:00:00Z,PHI,4,VAN,23,4,5,SO,VAN
2021020017,2021-10-15,2021-10-15T23:00:00Z,NJD,1,CHI,16,4,3,OT,NJD
2021020019,2021-10-15,2021-10-16T02:00:00Z,ANA,24,MIN,30,1,2,REG,MIN
