gameIdx,team_tri,gameid,teamloc,goals,hits,goals_pp,shots,shots_blocked,poss_giveaway,poss_takeaway,win,seasonIdx,gameDate,gameEnd
OTT_TOR_2019-10-02,OTT,2019020001,away,3,11.0,0.0,3.0,3.0,1.0,1.0,0,2,2019-10-02,REG
OTT_TOR_2019-10-02,TOR,2019020001,home,5,3.0,0.0,1.0,1.0,1.0,2.0,1,2,2019-10-02,REG
WSH_STL_2019-10-02,WSH,2019020002,away,3,3.0,0.0,5.0,2.0,0.0,0.0,1,2,2019-10-02,OT
WSH_STL_2019-10-02,STL,2019020002,home,2,6.0,0.0,2.0,2.0,1.0,0.0,0,2,2019-10-02,OT
VAN_EDM_2019-10-02,VAN,2019020003,away,2,2.0,0.0,2.0,0.0,1.0,0.0,0,2,2019-10-02,REG
VAN_EDM_2019-10-02,EDM,2019020003,home,3,3.0,0.0,2.0,2.0,2.0,0.0,1,2,2019-10-02,REG
SJS_VGK_2019-10-02,SJS,2019020004,away,1,7.0,0.0,0.0,1.0,1.0,1.0,0,2,2019-10-02,REG
SJS_VGK_2019-10-02,VGK,2019020004,home,4,10.0,0.0,0.0,1.0,1.0,1.0,1,2,2019-10-02,REG
BUF_PIT_2019-10-03,BUF,2019020007,away,3,3.0,0.0,6.0,3.0,0.0,0.0,1,2,2019-10-03,REG
BUF_PIT_2019-10-03,PIT,2019020007,home,1,6.0,0.0,2.0,3.0,1.0,2.0,0,2,2019-10-03,REG
WPG_NYR_2019-10-03,WPG,2019020006,away,4,7.0,0.0,4.0,2.0,1.0,1.0,0,2,2019-10-03,REG
WPG_NYR_2019-10-03,NYR,2019020006,home,6,5.0,1.0,4.0,2.0,5.0,2.0,1,2,2019-10-03,REG
MTL_CAR_2019-10-03,MTL,2019020008,away,3,4.0,0.0,2.0,1.0,3.0,1.0,0,2,2019-10-03,SO
MTL_CAR_2019-10-03,CAR,2019020008,home,4,5.0,0.0,4.0,2.0,0.0,1.0,1,2,2019-10-03,SO
FLA_TBL_2019-10-03,FLA,2019020005,away,2,2.0,0.0,2.0,3.0,0.0,0.0,0,2,2019-10-03,REG
FLA_TBL_2019-10-03,TBL,2019020005,home,5,2.0,0.0,6.0,4.0,1.0,0.0,1,2,2019-10-03,REG
MIN_NSH_2019-10-03,MIN,2019020009,away,2,2.0,0.0,3.0,2.0,0.0,0.0,0,2,2019-10-03,REG
MIN_NSH_2019-10-03,NSH,2019020009,home,5,0.0,0.0,4.0,4.0,3.0,1.0,1,2,2019-10-03,REG
BOS_DAL_2019-10-03,BOS,2019020010,away,2,0.0,0.0,1.0,1.0,2.0,2.0,1,2,2019-10-03,REG
BOS_DAL_2019-10-03,DAL,2019020010,home,1,2.0,0.0,5.0,1.0,0.0,0.0,0,2,2019-10-03,REG
CGY_COL_2019-10-03,CGY,2019020011,away,3,0.0,0.0,3.0,3.0,2.0,0.0,0,2,2019-10-03,REG
CGY_COL_2019-10-03,COL,2019020011,home,5,0.0,0.0,1.0,2.0,1.0,1.0,1,2,2019-10-03,REG
ARI_ANA_2019-10-03,ARI,2019020012,away,1,1.0,0.0,3.0,1.0,2.0,0.0,0,2,2019-10-03,REG
ARI_ANA_2019-10-03,ANA,2019020012,home,2,3.0,0.0,5.0,3.0,0.0,2.0,1,2,2019-10-03,REG
CHI_PHI_2019-10-04,CHI,2019020016,away,3,4.0,0.0,4.0,3.0,1.0,1.0,0,2,2019-10-04,REG
CHI_PHI_2019-10-04,PHI,2019020016,home,4,1.0,0.0,5.0,2.0,2.0,2.0,1,2,2019-10-04,REG
