id,season,gameType,gameDate,neutralSite,startTimeUTC,easternUTCOffset,venueUTCOffset,venueTimezone,gameState,gameScheduleState,awayTeam.id,awayTeam.commonName.default,awayTeam.placeNameWithPreposition.default,awayTeam.placeNameWithPreposition.fr,awayTeam.abbrev,awayTeam.score,homeTeam.id,homeTeam.commonName.default,homeTeam.placeNameWithPreposition.default,homeTeam.placeNameWithPreposition.fr,homeTeam.abbrev,homeTeam.score,periodDescriptor.number,periodDescriptor.periodType,periodDescriptor.maxRegulationPeriods,gameOutcome.lastPeriodType,winningGoalie.playerId,winningGoalScorer.playerId,homeTeam.commonName.fr,awayTeam.commonName.fr,seriesUrl,seriesStatus.round,seriesStatus.seriesAbbrev,seriesStatus.seriesTitle,seriesStatus.seriesLetter,seriesStatus.neededToWin,seriesStatus.topSeedWins,seriesStatus.bottomSeedWins,seriesStatus.gameNumberOfSeries,periodDescriptor.otPeriods,winningGoalie.lastName.sv,specialEvent.parentId,specialEvent.name.default,specialEvent.name.fr,tricode_winteam
2014020001,20142015,2,2014-10-08,False,2014-10-08T23:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,4,10,Maple Leafs,Toronto,de Toronto,TOR,3,3,REG,3,REG,8471679.0,8469521.0,,,,,,,,,,,,,,,,,MTL
2014020002,20142015,2,2014-10-08,False,2014-10-08T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,4,Flyers,Philadelphia,de Philadelphie,PHI,1,6,Bruins,Boston,de Boston,BOS,2,3,REG,3,REG,8471695.0,8467967.0,,,,,,,,,,,,,,,,,BOS
2014020004,20142015,2,2014-10-08,False,2014-10-09T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,4,26,Kings,Los Angeles,de Los Angeles,LAK,0,3,REG,3,REG,8474550.0,8474739.0,,,,,,,,,,,,,,,,,SJS
2014020003,20142015,2,2014-10-08,False,2014-10-09T02:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,4,20,Flames,Calgary,de Calgary,CGY,2,3,REG,3,REG,8468011.0,8468085.0,,,,,,,,,,,,,,,,,VAN
2014020007,20142015,2,2014-10-09,False,2014-10-09T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,4,5,Penguins,Pittsburgh,de Pittsburgh,PIT,6,3,REG,3,REG,8470594.0,8471260.0,,,,,,,,,,,,,,,,,PIT
2014020006,20142015,2,2014-10-09,False,2014-10-09T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,1,Devils,New Jersey,du New Jersey,NJD,6,4,Flyers,Philadelphia,de Philadelphie,PHI,4,3,REG,3,REG,8471239.0,8464977.0,,,,,,,,,,,,,,,,,NJD
2014020005,20142015,2,2014-10-09,False,2014-10-09T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,3,7,Sabres,Buffalo,de Buffalo,BUF,1,3,REG,3,REG,8475683.0,8474715.0,,,,,,,,,,,,,,,,,CBJ
2014020008,20142015,2,2014-10-09,False,2014-10-09T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,2,15,Capitals,Washington,de Washington,WSH,1,5,SO,3,SO,8474682.0,,,,,,,,,,,,,,,,,,MTL
2014020010,20142015,2,2014-10-09,False,2014-10-09T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,13,Panthers,Florida,de la Floride,FLA,2,14,Lightning,Tampa Bay,de Tampa Bay,TBL,3,4,OT,3,OT,8471750.0,8475167.0,,,,,,,,,,,,,,,,,TBL
2014020009,20142015,2,2014-10-09,False,2014-10-09T23:30:00Z,-04:00,-04:00,America/Detroit,OFF,OK,6,Bruins,Boston,de Boston,BOS,1,17,Red Wings,Detroit,de Detroit,DET,2,3,REG,3,REG,8470657.0,8474679.0,,,,,,,,,,,,,,,,,DET
2014020011,20142015,2,2014-10-09,False,2014-10-10T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,3,Rangers,New York,de New York,NYR,3,19,Blues,St. Louis,de St. Louis,STL,2,3,REG,3,REG,8468685.0,8470041.0,,,,,,,,,,,,,,,,,NYR
2014020012,20142015,2,2014-10-09,False,2014-10-10T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,2,18,Predators,Nashville,de Nashville,NSH,3,3,REG,3,REG,8471469.0,8470180.0,,Sénateurs,,,,,,,,,,,,,,,NSH
2014020013,20142015,2,2014-10-09,False,2014-10-10T00:30:00Z,-04:00,-05:00,US/Central,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,3,25,Stars,Dallas,de Dallas,DAL,2,5,SO,3,SO,8470645.0,,,,,,,,,,,,,,,,,,CHI
2014020014,20142015,2,2014-10-09,False,2014-10-10T01:00:00Z,-04:00,-05:00,US/Central,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,0,30,Wild,Minnesota,du Minnesota,MIN,5,3,REG,3,REG,8475311.0,8469506.0,,,,,,,,,,,,,,,,,MIN
2014020015,20142015,2,2014-10-09,False,2014-10-10T01:30:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,20,Flames,Calgary,de Calgary,CGY,5,22,Oilers,Edmonton,d'Edmonton,EDM,2,3,REG,3,REG,8471403.0,8471664.0,,,,,,,,,,,,,,,,,CGY
2014020016,20142015,2,2014-10-09,False,2014-10-10T02:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,6,53,Coyotes,Arizona,de l'Arizona,ARI,2,3,REG,3,REG,8471715.0,8471218.0,,,,,,,,,,,,,,,,,WPG
2014020017,20142015,2,2014-10-10,False,2014-10-10T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,2,Islanders,New York,de New York,NYI,5,12,Hurricanes,Carolina,de la Caroline,CAR,3,3,REG,3,REG,8470860.0,8471362.0,,,,,,,,,,,,,,,,,NYI
2014020023,20142015,2,2014-10-11,False,2014-10-11T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,3,2,Islanders,New York,de New York,NYI,4,3,REG,3,REG,8473434.0,8474573.0,,,,,,,,,,,,,,,,,NYI
2014020018,20142015,2,2014-10-11,False,2014-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,15,Capitals,Washington,de Washington,WSH,4,6,Bruins,Boston,de Boston,BOS,0,3,REG,3,REG,8474651.0,8471214.0,,,,,,,,,,,,,,,,,WSH
2014020021,20142015,2,2014-10-11,False,2014-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,3,14,Lightning,Tampa Bay,de Tampa Bay,TBL,2,5,SO,3,SO,8475215.0,,,Sénateurs,,,,,,,,,,,,,,,OTT
2014020025,20142015,2,2014-10-11,False,2014-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,3,Rangers,New York,de New York,NYR,2,29,Blue Jackets,Columbus,de Columbus,CBJ,5,3,REG,3,REG,8475683.0,8474715.0,,,,,,,,,,,,,,,,,CBJ
2014020019,20142015,2,2014-10-11,False,2014-10-11T23:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,5,Penguins,Pittsburgh,de Pittsburgh,PIT,5,10,Maple Leafs,Toronto,de Toronto,TOR,2,3,REG,3,REG,8470594.0,8470543.0,,,,,,,,,,,,,,,,,PIT
2014020020,20142015,2,2014-10-11,False,2014-10-11T23:00:00Z,-04:00,-04:00,America/Detroit,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,3,17,Red Wings,Detroit,de Detroit,DET,2,3,REG,3,REG,8475883.0,8470612.0,,,,,,,,,,,,,,,,,ANA
2014020026,20142015,2,2014-10-11,False,2014-10-11T23:00:00Z,-04:00,-05:00,US/Central,OFF,OK,20,Flames,Calgary,de Calgary,CGY,1,19,Blues,St. Louis,de St. Louis,STL,4,3,REG,3,REG,8470880.0,8470655.0,,,,,,,,,,,,,,,,,STL
2014020024,20142015,2,2014-10-11,False,2014-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,4,4,Flyers,Philadelphia,de Philadelphie,PHI,3,5,SO,3,SO,8471679.0,,,,,,,,,,,,,,,,,,MTL
2014020022,20142015,2,2014-10-11,False,2014-10-11T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,1,Devils,New Jersey,du New Jersey,NJD,5,13,Panthers,Florida,de la Floride,FLA,1,3,REG,3,REG,8471239.0,8467899.0,,,,,,,,,,,,,,,,,NJD
2014020027,20142015,2,2014-10-11,False,2014-10-12T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,25,Stars,Dallas,de Dallas,DAL,1,18,Predators,Nashville,de Nashville,NSH,4,3,REG,3,REG,8471469.0,8468700.0,,,,,,,,,,,,,,,,,NSH
2014020028,20142015,2,2014-10-11,False,2014-10-12T00:30:00Z,-04:00,-05:00,America/Chicago,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,2,16,Blackhawks,Chicago,de Chicago,CHI,6,3,REG,3,REG,8470645.0,8474141.0,,,,,,,,,,,,,,,,,CHI
2014020030,20142015,2,2014-10-11,False,2014-10-12T01:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,2,53,Coyotes,Arizona,de l'Arizona,ARI,3,4,OT,3,OT,8471227.0,8475171.0,,,,,,,,,,,,,,,,,ARI
2014020029,20142015,2,2014-10-11,False,2014-10-12T01:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,3,21,Avalanche,Colorado,du Colorado,COL,0,3,REG,3,REG,8475311.0,8475745.0,,,,,,,,,,,,,,,,,MIN
2014020031,20142015,2,2014-10-11,False,2014-10-12T02:00:00Z,-04:00,-07:00,America/Vancouver,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,4,23,Canucks,Vancouver,de Vancouver,VAN,5,5,SO,3,SO,8468011.0,,,,,,,,,,,,,,,,,,VAN
2014020032,20142015,2,2014-10-11,False,2014-10-12T02:00:00Z,-04:00,-07:00,US/Pacific,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,0,28,Sharks,San Jose,de San Jose,SJS,3,3,REG,3,REG,8471774.0,8471709.0,,,,,,,,,,,,,,,,,SJS
2014020033,20142015,2,2014-10-12,False,2014-10-12T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,6,3,Rangers,New York,de New York,NYR,3,3,REG,3,REG,8473503.0,8474037.0,,,,,,,,,,,,,,,,,TOR
2014020034,20142015,2,2014-10-12,False,2014-10-13T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,1,26,Kings,Los Angeles,de Los Angeles,LAK,4,3,REG,3,REG,8474889.0,8471685.0,,,,,,,,,,,,,,,,,LAK
2014020035,20142015,2,2014-10-13,False,2014-10-13T17:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,2,6,Bruins,Boston,de Boston,BOS,1,3,REG,3,REG,8473499.0,8464975.0,,,,,,,,,,,,,,,,,COL
2014020036,20142015,2,2014-10-13,False,2014-10-13T19:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,5,7,Sabres,Buffalo,de Buffalo,BUF,1,3,REG,3,REG,8475883.0,8476448.0,,,,,,,,,,,,,,,,,ANA
2014021194,20142015,2,2014-10-13,False,2014-10-13T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,1,14,Lightning,Tampa Bay,de Tampa Bay,TBL,7,3,REG,3,REG,8471750.0,8474564.0,,,,,,,,,,,,,,,,,TBL
2014020037,20142015,2,2014-10-13,False,2014-10-13T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,1,13,Panthers,Florida,de la Floride,FLA,0,3,REG,3,REG,8467950.0,8470667.0,,Sénateurs,,,,,,,,,,,,,,,OTT
2014020039,20142015,2,2014-10-14,False,2014-10-14T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,4,4,Flyers,Philadelphia,de Philadelphie,PHI,3,5,SO,3,SO,8475883.0,,,,,,,,,,,,,,,,,,ANA
2014020040,20142015,2,2014-10-14,False,2014-10-14T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,6,15,Capitals,Washington,de Washington,WSH,5,5,SO,3,SO,8474550.0,,,,,,,,,,,,,,,,,,SJS
2014020042,20142015,2,2014-10-14,False,2014-10-14T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,4,29,Blue Jackets,Columbus,de Columbus,CBJ,2,3,REG,3,REG,8470140.0,8475794.0,,,,,,,,,,,,,,,,,DAL
2014020038,20142015,2,2014-10-14,False,2014-10-14T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,2,Islanders,New York,de New York,NYI,6,3,Rangers,New York,de New York,NYR,3,3,REG,3,REG,8470860.0,8475754.0,,,,,,,,,,,,,,,,,NYI
2014020041,20142015,2,2014-10-14,False,2014-10-14T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,4,12,Hurricanes,Carolina,de la Caroline,CAR,3,5,SO,3,SO,8473523.0,,,,,,,,,,,,,,,,,,BUF
2014020044,20142015,2,2014-10-14,False,2014-10-14T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,1,Devils,New Jersey,du New Jersey,NJD,2,14,Lightning,Tampa Bay,de Tampa Bay,TBL,1,3,REG,3,REG,8471239.0,8469500.0,,,,,,,,,,,,,,,,,NJD
2014020043,20142015,2,2014-10-14,False,2014-10-14T23:30:00Z,-04:00,-04:00,America/Toronto,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,2,10,Maple Leafs,Toronto,de Toronto,TOR,3,4,OT,3,OT,8473503.0,8473548.0,,,,,,,,,,,,,,,,,TOR
2014020045,20142015,2,2014-10-14,False,2014-10-15T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,20,Flames,Calgary,de Calgary,CGY,3,18,Predators,Nashville,de Nashville,NSH,2,5,SO,3,SO,8471403.0,,,,,,,,,,,,,,,,,,CGY
2014020046,20142015,2,2014-10-14,False,2014-10-15T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,1,26,Kings,Los Angeles,de Los Angeles,LAK,6,3,REG,3,REG,8471734.0,8468508.0,,,,,,,,,,,,,,,,,LAK
2014020047,20142015,2,2014-10-15,False,2014-10-16T00:00:00Z,-04:00,-04:00,America/Detroit,OFF,OK,6,Bruins,Boston,de Boston,BOS,3,17,Red Wings,Detroit,de Detroit,DET,2,5,SO,3,SO,8471695.0,,,,,,,,,,,,,,,,,,BOS
2014020048,20142015,2,2014-10-15,False,2014-10-16T00:00:00Z,-04:00,-05:00,America/Chicago,OFF,OK,20,Flames,Calgary,de Calgary,CGY,2,16,Blackhawks,Chicago,de Chicago,CHI,1,4,OT,3,OT,8473972.0,8474150.0,,,,,,,,,,,,,,,,,CGY
2014020049,20142015,2,2014-10-15,False,2014-10-16T02:30:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,4,53,Coyotes,Arizona,de l'Arizona,ARI,7,3,REG,3,REG,8469608.0,8474571.0,,,,,,,,,,,,,,,,,ARI
2014020050,20142015,2,2014-10-16,False,2014-10-16T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,3,2,Islanders,New York,de New York,NYI,4,5,SO,3,SO,8470860.0,,,,,,,,,,,,,,,,,,NYI
2014020057,20142015,2,2014-10-16,False,2014-10-16T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,1,3,Rangers,New York,de New York,NYR,2,5,SO,3,SO,8468685.0,,,,,,,,,,,,,,,,,,NYR
2014020052,20142015,2,2014-10-16,False,2014-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,1,Devils,New Jersey,du New Jersey,NJD,2,15,Capitals,Washington,de Washington,WSH,6,3,REG,3,REG,8474651.0,8475149.0,,,,,,,,,,,,,,,,,WSH
2014020051,20142015,2,2014-10-16,False,2014-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,3,5,Penguins,Pittsburgh,de Pittsburgh,PIT,2,3,REG,3,REG,8470140.0,8475794.0,,,,,,,,,,,,,,,,,DAL
2014020054,20142015,2,2014-10-16,False,2014-10-16T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,3,9,Senators,Ottawa,d'Ottawa,OTT,5,3,REG,3,REG,8467950.0,8470667.0,Sénateurs,,,,,,,,,,,,,,,,OTT
2014020053,20142015,2,2014-10-16,False,2014-10-16T23:30:00Z,-04:00,-04:00,America/Montreal,OFF,OK,6,Bruins,Boston,de Boston,BOS,4,8,Canadiens,Montréal,de Montréal,MTL,6,3,REG,3,REG,8471679.0,8475848.0,,,,,,,,,,,,,,,,,MTL
2014020055,20142015,2,2014-10-16,False,2014-10-17T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,0,26,Kings,Los Angeles,de Los Angeles,LAK,1,5,SO,3,SO,8471734.0,,,,,,,,,,,,,,,,,,LAK
2014020056,20142015,2,2014-10-17,False,2014-10-17T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,13,Panthers,Florida,de la Floride,FLA,1,7,Sabres,Buffalo,de Buffalo,BUF,0,3,REG,3,REG,8466141.0,8470176.0,,,,,,,,,,,,,,,,,FLA
2014020058,20142015,2,2014-10-17,False,2014-10-17T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,20,Flames,Calgary,de Calgary,CGY,2,29,Blue Jackets,Columbus,de Columbus,CBJ,3,3,REG,3,REG,8475683.0,8474685.0,,,,,,,,,,,,,,,,,CBJ
2014020059,20142015,2,2014-10-17,False,2014-10-17T23:30:00Z,-04:00,-04:00,America/Toronto,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,4,10,Maple Leafs,Toronto,de Toronto,TOR,1,3,REG,3,REG,8470657.0,8471309.0,,,,,,,,,,,,,,,,,DET
2014020060,20142015,2,2014-10-17,False,2014-10-18T00:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,18,Predators,Nashville,de Nashville,NSH,2,52,Jets,Winnipeg,de Winnipeg,WPG,0,3,REG,3,REG,8471469.0,8467371.0,,,,,,,,,,,,,,,,,NSH
2014020061,20142015,2,2014-10-17,False,2014-10-18T01:30:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,2,22,Oilers,Edmonton,d'Edmonton,EDM,0,3,REG,3,REG,8468011.0,8468085.0,,,,,,,,,,,,,,,,,VAN
2014020062,20142015,2,2014-10-17,False,2014-10-18T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,1,24,Ducks,Anaheim,d'Anaheim,ANA,2,3,REG,3,REG,8475883.0,8470621.0,,,,,,,,,,,,,,,,,ANA
2014020063,20142015,2,2014-10-18,False,2014-10-18T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,6,Bruins,Boston,de Boston,BOS,4,7,Sabres,Buffalo,de Buffalo,BUF,0,3,REG,3,REG,8476844.0,8476462.0,,,,,,,,,,,,,,,,,BOS
2014020068,20142015,2,2014-10-18,False,2014-10-18T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,2,Islanders,New York,de New York,NYI,1,5,Penguins,Pittsburgh,de Pittsburgh,PIT,3,3,REG,3,REG,8470594.0,8471887.0,,,,,,,,,,,,,,,,,PIT
2014020065,20142015,2,2014-10-18,False,2014-10-18T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,2,9,Senators,Ottawa,d'Ottawa,OTT,3,3,REG,3,REG,8475215.0,8474884.0,Sénateurs,,,,,,,,,,,,,,,,OTT
2014020066,20142015,2,2014-10-18,False,2014-10-18T23:00:00Z,-04:00,-04:00,America/Detroit,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,0,17,Red Wings,Detroit,de Detroit,DET,1,4,OT,3,OT,8475361.0,8468083.0,,,,,,,,,,,,,,,,,DET
2014020064,20142015,2,2014-10-18,False,2014-10-18T23:00:00Z,-04:00,-04:00,America/Montreal,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,2,8,Canadiens,Montréal,de Montréal,MTL,3,3,REG,3,REG,8471679.0,8474056.0,,,,,,,,,,,,,,,,,MTL
2014020069,20142015,2,2014-10-18,False,2014-10-18T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,13,Panthers,Florida,de la Floride,FLA,1,15,Capitals,Washington,de Washington,WSH,2,5,SO,3,SO,8471251.0,,,,,,,,,,,,,,,,,,WSH
2014020067,20142015,2,2014-10-18,False,2014-10-18T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,4,1,Devils,New Jersey,du New Jersey,NJD,2,3,REG,3,REG,8474550.0,8466139.0,,,,,,,,,,,,,,,,,SJS
2014020070,20142015,2,2014-10-18,False,2014-10-19T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,4,Flyers,Philadelphia,de Philadelphie,PHI,6,25,Stars,Dallas,de Dallas,DAL,5,4,OT,3,OT,8469548.0,8473512.0,,,,,,,,,,,,,,,,,PHI
2014020071,20142015,2,2014-10-18,False,2014-10-19T00:30:00Z,-04:00,-05:00,America/Chicago,OFF,OK,18,Predators,Nashville,de Nashville,NSH,1,16,Blackhawks,Chicago,de Chicago,CHI,2,4,OT,3,OT,8470645.0,8473604.0,,,,,,,,,,,,,,,,,CHI
2014020072,20142015,2,2014-10-18,False,2014-10-19T01:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,6,53,Coyotes,Arizona,de l'Arizona,ARI,1,3,REG,3,REG,8474596.0,8470257.0,,,,,,,,,,,,,,,,,STL
2014020073,20142015,2,2014-10-18,False,2014-10-19T02:00:00Z,-04:00,-07:00,America/Vancouver,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,4,23,Canucks,Vancouver,de Vancouver,VAN,2,3,REG,3,REG,8471750.0,8471339.0,,,,,,,,,,,,,,,,,TBL
2014020074,20142015,2,2014-10-19,False,2014-10-19T19:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,1,26,Kings,Los Angeles,de Los Angeles,LAK,2,3,REG,3,REG,8471734.0,8476871.0,,,,,,,,,,,,,,,,,LAK
2014020075,20142015,2,2014-10-19,False,2014-10-19T21:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,0,3,Rangers,New York,de New York,NYR,4,3,REG,3,REG,8468685.0,8474176.0,,,,,,,,,,,,,,,,,NYR
2014020076,20142015,2,2014-10-19,False,2014-10-19T23:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,20,Flames,Calgary,de Calgary,CGY,4,52,Jets,Winnipeg,de Winnipeg,WPG,1,3,REG,3,REG,8473972.0,8476346.0,,,,,,,,,,,,,,,,,CGY
2014020077,20142015,2,2014-10-19,False,2014-10-20T00:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,0,24,Ducks,Anaheim,d'Anaheim,ANA,3,3,REG,3,REG,8475883.0,8473492.0,,,,,,,,,,,,,,,,,ANA
2014020078,20142015,2,2014-10-20,False,2014-10-21T01:30:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,2,22,Oilers,Edmonton,d'Edmonton,EDM,3,3,REG,3,REG,8475681.0,8476454.0,,,,,,,,,,,,,,,,,EDM
2014020081,20142015,2,2014-10-21,False,2014-10-21T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,5,2,Islanders,New York,de New York,NYI,2,3,REG,3,REG,8473541.0,8471392.0,,,,,,,,,,,,,,,,,TOR
2014020079,20142015,2,2014-10-21,False,2014-10-21T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,3,6,Bruins,Boston,de Boston,BOS,5,3,REG,3,REG,8471695.0,8470169.0,,,,,,,,,,,,,,,,,BOS
2014020080,20142015,2,2014-10-21,False,2014-10-21T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,3,Rangers,New York,de New York,NYR,4,1,Devils,New Jersey,du New Jersey,NJD,3,4,OT,3,OT,8468685.0,8470630.0,,,,,,,,,,,,,,,,,NYR
2014020082,20142015,2,2014-10-21,False,2014-10-21T23:30:00Z,-04:00,-04:00,America/Montreal,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,1,8,Canadiens,Montréal,de Montréal,MTL,2,4,OT,3,OT,8471679.0,8471976.0,,,,,,,,,,,,,,,,,MTL
2014020084,20142015,2,2014-10-21,False,2014-10-22T00:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,1,52,Jets,Winnipeg,de Winnipeg,WPG,3,3,REG,3,REG,8471715.0,8476392.0,,,,,,,,,,,,,,,,,WPG
2014020083,20142015,2,2014-10-21,False,2014-10-22T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,3,18,Predators,Nashville,de Nashville,NSH,4,5,SO,3,SO,8471469.0,,,,,,,,,,,,,,,,,,NSH
2014020086,20142015,2,2014-10-21,False,2014-10-22T00:30:00Z,-04:00,-05:00,US/Central,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,3,25,Stars,Dallas,de Dallas,DAL,6,3,REG,3,REG,8470140.0,8473994.0,,,,,,,,,,,,,,,,,DAL
2014020085,20142015,2,2014-10-21,False,2014-10-22T00:30:00Z,-04:00,-05:00,America/Chicago,OFF,OK,4,Flyers,Philadelphia,de Philadelphie,PHI,0,16,Blackhawks,Chicago,de Chicago,CHI,4,3,REG,3,REG,8477293.0,8476438.0,,,,,,,,,,,,,,,,,CHI
2014020088,20142015,2,2014-10-21,False,2014-10-22T01:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,2,20,Flames,Calgary,de Calgary,CGY,1,4,OT,3,OT,8460705.0,8476292.0,,,,,,,,,,,,,,,,,TBL
2014020087,20142015,2,2014-10-21,False,2014-10-22T01:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,13,Panthers,Florida,de la Floride,FLA,4,21,Avalanche,Colorado,du Colorado,COL,3,4,OT,3,OT,8466141.0,8468504.0,,,,,,,,,,,,,,,,,FLA
