gameIdx,team_tri,gameid,teamloc,goals,hits,goals_pp,shots,shots_blocked,poss_giveaway,poss_takeaway,win,seasonIdx,gameDate,gameEnd
TOR_WPG_2017-10-04,TOR,2017020001,away,7,2.0,0.0,2.0,1.0,1.0,0.0,1,2,2017-10-04,REG
TOR_WPG_2017-10-04,WPG,2017020001,home,2,2.0,0.0,1.0,1.0,0.0,0.0,0,2,2017-10-04,REG
STL_PIT_2017-10-04,STL,2017020002,away,5,5.0,0.0,2.0,4.0,0.0,0.0,1,2,2017-10-04,OT
STL_PIT_2017-10-04,PIT,2017020002,home,4,2.0,0.0,4.0,1.0,2.0,0.0,0,2,2017-10-04,OT
CGY_EDM_2017-10-04,CGY,2017020003,away,0,1.0,0.0,8.0,5.0,3.0,4.0,0,2,2017-10-04,REG
CGY_EDM_2017-10-04,EDM,2017020003,home,3,4.0,0.0,3.0,7.0,0.0,0.0,1,2,2017-10-04,REG
PHI_SJS_2017-10-04,PHI,2017020004,away,5,2.0,0.0,2.0,1.0,1.0,0.0,1,2,2017-10-04,REG
PHI_SJS_2017-10-04,SJS,2017020004,home,3,2.0,0.0,5.0,1.0,3.0,0.0,0,2,2017-10-04,REG
MTL_BUF_2017-10-05,MTL,2017020006,away,3,7.0,0.0,4.0,4.0,3.0,1.0,1,2,2017-10-05,SO
MTL_BUF_2017-10-05,BUF,2017020006,home,2,3.0,0.0,13.0,0.0,1.0,1.0,0,2,2017-10-05,SO
COL_NYR_2017-10-05,COL,2017020007,away,4,1.0,0.0,1.0,1.0,0.0,1.0,1,2,2017-10-05,REG
COL_NYR_2017-10-05,NYR,2017020007,home,2,6.0,0.0,1.0,2.0,2.0,1.0,0,2,2017-10-05,REG
NSH_BOS_2017-10-05,NSH,2017020005,away,3,2.0,1.0,3.0,0.0,2.0,0.0,0,2,2017-10-05,REG
NSH_BOS_2017-10-05,BOS,2017020005,home,4,1.0,0.0,2.0,2.0,0.0,3.0,1,2,2017-10-05,REG
WSH_OTT_2017-10-05,WSH,2017020008,away,5,3.0,0.0,8.0,2.0,3.0,0.0,1,2,2017-10-05,SO
WSH_OTT_2017-10-05,OTT,2017020008,home,4,3.0,0.0,4.0,3.0,0.0,2.0,0,2,2017-10-05,SO
MIN_DET_2017-10-05,MIN,2017020009,away,2,4.0,0.0,2.0,3.0,0.0,0.0,0,2,2017-10-05,REG
MIN_DET_2017-10-05,DET,2017020009,home,4,1.0,0.0,6.0,0.0,1.0,0.0,1,2,2017-10-05,REG
PIT_CHI_2017-10-05,PIT,2017020010,away,1,8.0,0.0,1.0,3.0,1.0,1.0,0,2,2017-10-05,REG
PIT_CHI_2017-10-05,CHI,2017020010,home,10,2.0,0.0,8.0,1.0,1.0,2.0,1,2,2017-10-05,REG
PHI_LAK_2017-10-05,PHI,2017020012,away,0,3.0,0.0,4.0,2.0,1.0,0.0,0,2,2017-10-05,REG
PHI_LAK_2017-10-05,LAK,2017020012,home,2,5.0,0.0,3.0,1.0,0.0,0.0,1,2,2017-10-05,REG
ARI_ANA_2017-10-05,ARI,2017020011,away,4,2.0,0.0,1.0,0.0,0.0,0.0,0,2,2017-10-05,REG
ARI_ANA_2017-10-05,ANA,2017020011,home,5,1.0,0.0,4.0,2.0,2.0,0.0,1,2,2017-10-05,REG
NYI_CBJ_2017-10-06,NYI,2017020013,away,0,3.0,0.0,2.0,1.0,0.0,1.0,0,2,2017-10-06,REG
NYI_CBJ_2017-10-06,CBJ,2017020013,home,5,0.0,0.0,3.0,2.0,0.0,2.0,1,2,2017-10-06,REG
FLA_TBL_2017-10-06,FLA,2017020014,away,3,2.0,0.0,7.0,3.0,1.0,1.0,0,2,2017-10-06,REG
FLA_TBL_2017-10-06,TBL,2017020014,home,5,4.0,0.0,0.0,6.0,0.0,1.0,1,2,2017-10-06,REG
VGK_DAL_2017-10-06,VGK,2017020015,away,2,4.0,0.0,4.0,1.0,4.0,0.0,1,2,2017-10-06,REG
VGK_DAL_2017-10-06,DAL,2017020015,home,1,1.0,0.0,4.0,3.0,0.0,0.0,0,2,2017-10-06,REG
COL_NJD_2017-10-07,COL,2017020019,away,1,0.0,0.0,6.0,1.0,0.0,3.0,0,2,2017-10-07,REG
COL_NJD_2017-10-07,NJD,2017020019,home,4,4.0,0.0,11.0,2.0,0.0,2.0,1,2,2017-10-07,REG
NSH_PIT_2017-10-07,NSH,2017020021,away,0,2.0,0.0,2.0,0.0,0.0,0.0,0,2,2017-10-07,REG
NSH_PIT_2017-10-07,PIT,2017020021,home,4,0.0,0.0,5.0,1.0,0.0,2.0,1,2,2017-10-07,REG
MTL_WSH_2017-10-07,MTL,2017020022,away,1,5.0,0.0,5.0,1.0,0.0,0.0,0,2,2017-10-07,REG
MTL_WSH_2017-10-07,WSH,2017020022,home,6,3.0,1.0,9.0,0.0,0.0,0.0,1,2,2017-10-07,REG
MIN_CAR_2017-10-07,MIN,2017020023,away,4,3.0,0.0,5.0,2.0,0.0,1.0,0,2,2017-10-07,SO
MIN_CAR_2017-10-07,CAR,2017020023,home,5,1.0,1.0,3.0,2.0,0.0,0.0,1,2,2017-10-07,SO
DET_OTT_2017-10-07,DET,2017020017,away,2,3.0,0.0,1.0,1.0,0.0,0.0,1,2,2017-10-07,SO
DET_OTT_2017-10-07,OTT,2017020017,home,1,2.0,0.0,10.0,6.0,4.0,0.0,0,2,2017-10-07,SO
TBL_FLA_2017-10-07,TBL,2017020018,away,4,3.0,0.0,5.0,2.0,1.0,0.0,0,2,2017-10-07,REG
TBL_FLA_2017-10-07,FLA,2017020018,home,5,1.0,0.0,4.0,1.0,1.0,2.0,1,2,2017-10-07,REG
BUF_NYI_2017-10-07,BUF,2017020020,away,3,3.0,0.0,10.0,4.0,3.0,3.0,0,2,2017-10-07,REG
BUF_NYI_2017-10-07,NYI,2017020020,home,6,0.0,0.0,3.0,0.0,0.0,1.0,1,2,2017-10-07,REG
NYR_TOR_2017-10-07,NYR,2017020016,away,5,4.0,0.0,3.0,3.0,1.0,1.0,0,2,2017-10-07,REG
NYR_TOR_2017-10-07,TOR,2017020016,home,8,1.0,0.0,5.0,3.0,1.0,1.0,1,2,2017-10-07,REG
DAL_STL_2017-10-07,DAL,2017020024,away,2,0.0,0.0,0.0,2.0,0.0,0.0,0,2,2017-10-07,REG
DAL_STL_2017-10-07,STL,2017020024,home,4,2.0,0.0,2.0,5.0,0.0,0.0,1,2,2017-10-07,REG
CBJ_CHI_2017-10-07,CBJ,2017020025,away,1,3.0,0.0,4.0,2.0,3.0,2.0,0,2,2017-10-07,REG
CBJ_CHI_2017-10-07,CHI,2017020025,home,5,0.0,0.0,2.0,2.0,2.0,1.0,1,2,2017-10-07,REG
VGK_ARI_2017-10-07,VGK,2017020026,away,2,5.0,0.0,2.0,1.0,5.0,0.0,1,2,2017-10-07,OT
VGK_ARI_2017-10-07,ARI,2017020026,home,1,5.0,0.0,2.0,3.0,1.0,0.0,0,2,2017-10-07,OT
PHI_ANA_2017-10-07,PHI,2017020029,away,3,2.0,0.0,5.0,1.0,2.0,0.0,1,2,2017-10-07,OT
PHI_ANA_2017-10-07,ANA,2017020029,home,2,0.0,0.0,1.0,1.0,1.0,0.0,0,2,2017-10-07,OT
WPG_CGY_2017-10-07,WPG,2017020027,away,3,3.0,0.0,1.0,1.0,1.0,1.0,0,2,2017-10-07,REG
WPG_CGY_2017-10-07,CGY,2017020027,home,6,1.0,0.0,7.0,0.0,2.0,1.0,1,2,2017-10-07,REG
EDM_VAN_2017-10-07,EDM,2017020028,away,2,0.0,0.0,2.0,0.0,0.0,0.0,0,2,2017-10-07,REG
EDM_VAN_2017-10-07,VAN,2017020028,home,3,7.0,0.0,1.0,5.0,0.0,1.0,1,2,2017-10-07,REG
LAK_SJS_2017-10-07,LAK,2017020030,away,4,5.0,0.0,1.0,2.0,2.0,0.0,1,2,2017-10-07,REG
LAK_SJS_2017-10-07,SJS,2017020030,home,1,6.0,0.0,2.0,2.0,2.0,0.0,0,2,2017-10-07,REG
MTL_NYR_2017-10-08,MTL,2017020031,away,0,4.0,0.0,4.0,2.0,3.0,1.0,0,2,2017-10-08,REG
MTL_NYR_2017-10-08,NYR,2017020031,home,2,1.0,0.0,1.0,1.0,5.0,1.0,1,2,2017-10-08,REG
COL_BOS_2017-10-09,COL,2017020032,away,4,1.0,0.0,0.0,0.0,2.0,1.0,1,2,2017-10-09,REG
COL_BOS_2017-10-09,BOS,2017020032,home,0,3.0,0.0,7.0,1.0,1.0,2.0,0,2,2017-10-09,REG
STL_NYI_2017-10-09,STL,2017020033,away,3,2.0,0.0,3.0,2.0,2.0,1.0,1,2,2017-10-09,SO
STL_NYI_2017-10-09,NYI,2017020033,home,2,1.0,0.0,6.0,0.0,1.0,0.0,0,2,2017-10-09,SO
NJD_BUF_2017-10-09,NJD,2017020034,away,6,2.0,0.0,4.0,1.0,1.0,2.0,1,2,2017-10-09,REG
NJD_BUF_2017-10-09,BUF,2017020034,home,2,7.0,1.0,8.0,1.0,1.0,0.0,0,2,2017-10-09,REG
CHI_TOR_2017-10-09,CHI,2017020035,away,3,0.0,0.0,4.0,3.0,0.0,3.0,0,2,2017-10-09,OT
CHI_TOR_2017-10-09,TOR,2017020035,home,4,4.0,0.0,1.0,3.0,0.0,0.0,1,2,2017-10-09,OT
WSH_TBL_2017-10-09,WSH,2017020036,away,3,3.0,0.0,4.0,3.0,2.0,1.0,0,2,2017-10-09,OT
WSH_TBL_2017-10-09,TBL,2017020036,home,4,1.0,0.0,1.0,1.0,2.0,0.0,1,2,2017-10-09,OT
WPG_EDM_2017-10-09,WPG,2017020037,away,5,5.0,0.0,5.0,2.0,0.0,1.0,1,2,2017-10-09,REG
WPG_EDM_2017-10-09,EDM,2017020037,home,2,3.0,0.0,3.0,2.0,1.0,1.0,0,2,2017-10-09,REG
CGY_ANA_2017-10-09,CGY,2017020038,away,2,1.0,0.0,3.0,7.0,3.0,0.0,1,2,2017-10-09,REG
CGY_ANA_2017-10-09,ANA,2017020038,home,0,6.0,0.0,5.0,2.0,1.0,0.0,0,2,2017-10-09,REG
STL_NYR_2017-10-10,STL,2017020039,away,3,4.0,0.0,2.0,2.0,0.0,0.0,1,2,2017-10-10,REG
STL_NYR_2017-10-10,NYR,2017020039,home,1,3.0,0.0,1.0,1.0,1.0,1.0,0,2,2017-10-10,REG
CBJ_CAR_2017-10-10,CBJ,2017020040,away,2,4.0,0.0,2.0,2.0,0.0,5.0,1,2,2017-10-10,OT
CBJ_CAR_2017-10-10,CAR,2017020040,home,1,6.0,0.0,3.0,1.0,0.0,1.0,0,2,2017-10-10,OT
CHI_MTL_2017-10-10,CHI,2017020041,away,3,1.0,0.0,3.0,2.0,6.0,0.0,1,2,2017-10-10,REG
CHI_MTL_2017-10-10,MTL,2017020041,home,1,3.0,0.0,8.0,0.0,1.0,0.0,0,2,2017-10-10,REG
PHI_NSH_2017-10-10,PHI,2017020042,away,5,2.0,0.0,4.0,2.0,2.0,0.0,0,2,2017-10-10,REG
PHI_NSH_2017-10-10,NSH,2017020042,home,6,0.0,1.0,4.0,2.0,1.0,0.0,1,2,2017-10-10,REG
DET_DAL_2017-10-10,DET,2017020043,away,2,2.0,1.0,5.0,4.0,1.0,0.0,0,2,2017-10-10,REG
DET_DAL_2017-10-10,DAL,2017020043,home,4,2.0,0.0,7.0,2.0,5.0,0.0,1,2,2017-10-10,REG
ARI_VGK_2017-10-10,ARI,2017020045,away,2,5.0,0.0,6.0,1.0,0.0,0.0,0,2,2017-10-10,REG
ARI_VGK_2017-10-10,VGK,2017020045,home,5,3.0,0.0,2.0,3.0,2.0,1.0,1,2,2017-10-10,REG
OTT_VAN_2017-10-10,OTT,2017020044,away,3,3.0,0.0,4.0,4.0,0.0,1.0,1,2,2017-10-10,SO
OTT_VAN_2017-10-10,VAN,2017020044,home,2,3.0,0.0,2.0,3.0,1.0,1.0,0,2,2017-10-10,SO
PIT_WSH_2017-10-11,PIT,2017020047,away,3,4.0,0.0,5.0,4.0,1.0,0.0,1,2,2017-10-11,REG
PIT_WSH_2017-10-11,WSH,2017020047,home,2,3.0,0.0,8.0,2.0,3.0,0.0,0,2,2017-10-11,REG
NJD_TOR_2017-10-11,NJD,2017020046,away,6,3.0,0.0,5.0,1.0,2.0,2.0,1,2,2017-10-11,REG
NJD_TOR_2017-10-11,TOR,2017020046,home,3,3.0,0.0,3.0,0.0,2.0,2.0,0,2,2017-10-11,REG
BOS_COL_2017-10-11,BOS,2017020048,away,3,1.0,0.0,0.0,3.0,0.0,2.0,0,2,2017-10-11,REG
BOS_COL_2017-10-11,COL,2017020048,home,6,3.0,0.0,3.0,2.0,1.0,1.0,1,2,2017-10-11,REG
NYI_ANA_2017-10-11,NYI,2017020049,away,2,3.0,0.0,7.0,3.0,1.0,2.0,0,2,2017-10-11,REG
NYI_ANA_2017-10-11,ANA,2017020049,home,3,3.0,0.0,3.0,3.0,0.0,0.0,1,2,2017-10-11,REG
CGY_LAK_2017-10-11,CGY,2017020050,away,4,2.0,0.0,6.0,7.0,3.0,0.0,1,2,2017-10-11,OT
CGY_LAK_2017-10-11,LAK,2017020050,home,3,2.0,0.0,3.0,1.0,2.0,1.0,0,2,2017-10-11,OT
PIT_TBL_2017-10-12,PIT,2017020051,away,4,2.0,1.0,3.0,0.0,0.0,2.0,0,2,2017-10-12,REG
PIT_TBL_2017-10-12,TBL,2017020051,home,5,3.0,0.0,2.0,0.0,0.0,1.0,1,2,2017-10-12,REG
STL_FLA_2017-10-12,STL,2017020052,away,2,2.0,0.0,3.0,1.0,2.0,0.0,0,2,2017-10-12,REG
STL_FLA_2017-10-12,FLA,2017020052,home,5,5.0,0.0,1.0,2.0,3.0,2.0,1,2,2017-10-12,REG
DAL_NSH_2017-10-12,DAL,2017020053,away,1,2.0,0.0,6.0,0.0,2.0,0.0,0,2,2017-10-12,REG
DAL_NSH_2017-10-12,NSH,2017020053,home,4,0.0,1.0,3.0,2.0,2.0,1.0,1,2,2017-10-12,REG
MIN_CHI_2017-10-12,MIN,2017020054,away,5,4.0,0.0,3.0,0.0,3.0,1.0,1,2,2017-10-12,REG
MIN_CHI_2017-10-12,CHI,2017020054,home,2,2.0,0.0,6.0,6.0,1.0,1.0,0,2,2017-10-12,REG
DET_ARI_2017-10-12,DET,2017020056,away,4,5.0,0.0,3.0,4.0,0.0,0.0,1,2,2017-10-12,REG
DET_ARI_2017-10-12,ARI,2017020056,home,2,2.0,0.0,2.0,1.0,0.0,2.0,0,2,2017-10-12,REG
WPG_VAN_2017-10-12,WPG,2017020055,away,4,1.0,0.0,0.0,1.0,1.0,0.0,1,2,2017-10-12,REG
WPG_VAN_2017-10-12,VAN,2017020055,home,2,2.0,0.0,3.0,2.0,0.0,1.0,0,2,2017-10-12,REG
BUF_SJS_2017-10-12,BUF,2017020057,away,2,3.0,0.0,1.0,5.0,1.0,0.0,0,2,2017-10-12,REG
BUF_SJS_2017-10-12,SJS,2017020057,home,3,4.0,0.0,3.0,2.0,3.0,1.0,1,2,2017-10-12,REG
WSH_NJD_2017-10-13,WSH,2017020058,away,5,3.0,1.0,4.0,0.0,1.0,0.0,1,2,2017-10-13,REG
WSH_NJD_2017-10-13,NJD,2017020058,home,2,1.0,1.0,4.0,1.0,2.0,0.0,0,2,2017-10-13,REG
NYR_CBJ_2017-10-13,NYR,2017020059,away,1,0.0,0.0,3.0,1.0,0.0,0.0,0,2,2017-10-13,REG
NYR_CBJ_2017-10-13,CBJ,2017020059,home,3,0.0,0.0,7.0,1.0,2.0,1.0,1,2,2017-10-13,REG
OTT_CGY_2017-10-13,OTT,2017020061,away,6,0.0,0.0,2.0,3.0,2.0,0.0,1,2,2017-10-13,REG
OTT_CGY_2017-10-13,CGY,2017020061,home,0,0.0,0.0,4.0,2.0,1.0,3.0,0,2,2017-10-13,REG
ANA_COL_2017-10-13,ANA,2017020060,away,1,1.0,0.0,2.0,4.0,0.0,1.0,0,2,2017-10-13,REG
ANA_COL_2017-10-13,COL,2017020060,home,3,1.0,0.0,7.0,1.0,1.0,1.0,1,2,2017-10-13,REG
DET_VGK_2017-10-13,DET,2017020062,away,6,3.0,0.0,3.0,1.0,1.0,1.0,1,2,2017-10-13,REG
DET_VGK_2017-10-13,VGK,2017020062,home,3,2.0,0.0,0.0,3.0,4.0,3.0,0,2,2017-10-13,REG
WSH_PHI_2017-10-14,WSH,2017020066,away,2,3.0,0.0,10.0,2.0,0.0,1.0,0,2,2017-10-14,REG
WSH_PHI_2017-10-14,PHI,2017020066,home,8,1.0,0.0,6.0,4.0,2.0,0.0,1,2,2017-10-14,REG
NJD_NYR_2017-10-14,NJD,2017020065,away,3,5.0,0.0,4.0,2.0,1.0,1.0,1,2,2017-10-14,REG
NJD_NYR_2017-10-14,NYR,2017020065,home,2,0.0,0.0,1.0,2.0,2.0,6.0,0,2,2017-10-14,REG
TOR_MTL_2017-10-14,TOR,2017020063,away,4,6.0,0.0,3.0,3.0,3.0,1.0,1,2,2017-10-14,OT
TOR_MTL_2017-10-14,MTL,2017020063,home,3,4.0,0.0,4.0,3.0,4.0,0.0,0,2,2017-10-14,OT
FLA_PIT_2017-10-14,FLA,2017020067,away,3,4.0,0.0,7.0,2.0,0.0,1.0,0,2,2017-10-14,REG
FLA_PIT_2017-10-14,PIT,2017020067,home,4,3.0,0.0,1.0,1.0,0.0,2.0,1,2,2017-10-14,REG
STL_TBL_2017-10-14,STL,2017020064,away,1,3.0,0.0,1.0,3.0,0.0,0.0,0,2,2017-10-14,REG
STL_TBL_2017-10-14,TBL,2017020064,home,2,2.0,1.0,7.0,0.0,0.0,2.0,1,2,2017-10-14,REG
CAR_WPG_2017-10-14,CAR,2017020068,away,1,0.0,0.0,2.0,3.0,1.0,0.0,0,2,2017-10-14,REG
CAR_WPG_2017-10-14,WPG,2017020068,home,2,3.0,0.0,0.0,1.0,3.0,1.0,1,2,2017-10-14,REG
COL_DAL_2017-10-14,COL,2017020069,away,1,0.0,0.0,3.0,0.0,1.0,2.0,0,2,2017-10-14,REG
COL_DAL_2017-10-14,DAL,2017020069,home,3,2.0,0.0,0.0,2.0,1.0,1.0,1,2,2017-10-14,REG
CBJ_MIN_2017-10-14,CBJ,2017020070,away,5,1.0,0.0,8.0,2.0,0.0,2.0,1,2,2017-10-14,OT
CBJ_MIN_2017-10-14,MIN,2017020070,home,4,1.0,0.0,2.0,3.0,1.0,0.0,0,2,2017-10-14,OT
NSH_CHI_2017-10-14,NSH,2017020071,away,1,4.0,1.0,4.0,1.0,0.0,0.0,0,2,2017-10-14,OT
NSH_CHI_2017-10-14,CHI,2017020071,home,2,3.0,0.0,5.0,2.0,1.0,0.0,1,2,2017-10-14,OT
BOS_ARI_2017-10-14,BOS,2017020072,away,6,3.0,1.0,2.0,1.0,0.0,0.0,1,2,2017-10-14,REG
BOS_ARI_2017-10-14,ARI,2017020072,home,2,4.0,0.0,3.0,3.0,0.0,0.0,0,2,2017-10-14,REG
OTT_EDM_2017-10-14,OTT,2017020073,away,6,3.0,1.0,4.0,2.0,1.0,2.0,1,2,2017-10-14,REG
OTT_EDM_2017-10-14,EDM,2017020073,home,1,5.0,0.0,1.0,2.0,2.0,0.0,0,2,2017-10-14,REG
CGY_VAN_2017-10-14,CGY,2017020074,away,5,2.0,0.0,8.0,5.0,0.0,0.0,1,2,2017-10-14,REG
CGY_VAN_2017-10-14,VAN,2017020074,home,2,2.0,0.0,7.0,2.0,0.0,0.0,0,2,2017-10-14,REG
NYI_SJS_2017-10-14,NYI,2017020076,away,3,0.0,0.0,4.0,2.0,1.0,0.0,1,2,2017-10-14,REG
NYI_SJS_2017-10-14,SJS,2017020076,home,1,1.0,0.0,6.0,1.0,2.0,0.0,0,2,2017-10-14,REG
BUF_LAK_2017-10-14,BUF,2017020075,away,2,7.0,0.0,3.0,3.0,0.0,2.0,0,2,2017-10-14,REG
BUF_LAK_2017-10-14,LAK,2017020075,home,4,4.0,0.0,1.0,3.0,0.0,0.0,1,2,2017-10-14,REG
BOS_VGK_2017-10-15,BOS,2017020077,away,1,0.0,0.0,0.0,0.0,2.0,1.0,0,2,2017-10-15,REG
BOS_VGK_2017-10-15,VGK,2017020077,home,3,0.0,0.0,0.0,1.0,1.0,1.0,1,2,2017-10-15,REG
BUF_ANA_2017-10-15,BUF,2017020078,away,3,2.0,0.0,5.0,1.0,1.0,0.0,1,2,2017-10-15,REG
BUF_ANA_2017-10-15,ANA,2017020078,home,1,2.0,0.0,3.0,2.0,0.0,0.0,0,2,2017-10-15,REG
NYI_LAK_2017-10-15,NYI,2017020079,away,2,4.0,0.0,8.0,1.0,0.0,0.0,0,2,2017-10-15,REG
NYI_LAK_2017-10-15,LAK,2017020079,home,3,4.0,0.0,1.0,6.0,3.0,1.0,1,2,2017-10-15,REG
TBL_DET_2017-10-16,TBL,2017020080,away,3,3.0,0.0,5.0,3.0,1.0,0.0,1,2,2017-10-16,REG
TBL_DET_2017-10-16,DET,2017020080,home,2,0.0,0.0,3.0,1.0,3.0,0.0,0,2,2017-10-16,REG
TOR_WSH_2017-10-17,TOR,2017020084,away,2,6.0,0.0,3.0,4.0,2.0,1.0,1,2,2017-10-17,REG
TOR_WSH_2017-10-17,WSH,2017020084,home,0,3.0,0.0,4.0,0.0,0.0,0.0,0,2,2017-10-17,REG
FLA_PHI_2017-10-17,FLA,2017020083,away,1,1.0,0.0,6.0,2.0,1.0,2.0,0,2,2017-10-17,REG
FLA_PHI_2017-10-17,PHI,2017020083,home,5,1.0,0.0,2.0,5.0,2.0,1.0,1,2,2017-10-17,REG
PIT_NYR_2017-10-17,PIT,2017020082,away,5,0.0,0.0,2.0,2.0,2.0,2.0,1,2,2017-10-17,OT
PIT_NYR_2017-10-17,NYR,2017020082,home,4,3.0,1.0,1.0,2.0,0.0,1.0,0,2,2017-10-17,OT
VAN_OTT_2017-10-17,VAN,2017020085,away,3,4.0,1.0,4.0,3.0,1.0,0.0,1,2,2017-10-17,REG
