id,season,gameType,gameDate,neutralSite,startTimeUTC,easternUTCOffset,venueUTCOffset,venueTimezone,gameState,gameScheduleState,awayTeam.id,awayTeam.commonName.default,awayTeam.placeNameWithPreposition.default,awayTeam.placeNameWithPreposition.fr,awayTeam.abbrev,awayTeam.score,homeTeam.id,homeTeam.commonName.default,homeTeam.placeNameWithPreposition.default,homeTeam.placeNameWithPreposition.fr,homeTeam.abbrev,homeTeam.score,periodDescriptor.number,periodDescriptor.periodType,periodDescriptor.maxRegulationPeriods,gameOutcome.lastPeriodType,winningGoalie.playerId,winningGoalScorer.playerId,condensedGame,awayTeam.commonName.fr,winningGoalie.lastName.sv,homeTeam.commonName.fr,seriesUrl,seriesStatus.round,seriesStatus.seriesAbbrev,seriesStatus.seriesTitle,seriesStatus.seriesLetter,seriesStatus.neededToWin,seriesStatus.topSeedWins,seriesStatus.bottomSeedWins,seriesStatus.gameNumberOfSeries,specialEvent.parentId,specialEvent.name.default,specialEvent.name.fr,winningGoalie.lastName.de,winningGoalie.lastName.es,periodDescriptor.otPeriods,tricode_winteam
2021020001,20212022,2,2021-10-12,False,2021-10-12T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,5,Penguins,Pittsburgh,de Pittsburgh,PIT,6,14,Lightning,Tampa Bay,de Tampa Bay,TBL,2,3,REG,3,REG,8477465,8478866.0,/video/pit-tbl-326775812,,,,,,,,,,,,,,,,,,,PIT
2021020002,20212022,2,2021-10-12,False,2021-10-13T02:00:00Z,-04:00,-07:00,US/Pacific,OFF,OK,55,Kraken,Seattle,de Seattle,SEA,3,54,Golden Knights,Vegas,de Vegas,VGK,4,3,REG,3,REG,8475215,8476905.0,/video/sea-vgk-326780816,,,,,,,,,,,,,,,,,,,VGK
2021020003,20212022,2,2021-10-13,False,2021-10-13T23:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,1,10,Maple Leafs,Toronto,de Toronto,TOR,2,3,REG,3,REG,8475789,8477939.0,/video/mtl-tor-326804766,,,,,,,,,,,,,,,,,,,TOR
2021020004,20212022,2,2021-10-13,False,2021-10-13T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,3,Rangers,New York,de New York,NYR,1,15,Capitals,Washington,de Washington,WSH,5,3,REG,3,REG,8477970,8474602.0,/video/nyr-wsh-326805094,,,,,,,,,,,,,,,,,,,WSH
2021020005,20212022,2,2021-10-13,False,2021-10-14T02:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,2,21,Avalanche,Colorado,du Colorado,COL,4,3,REG,3,REG,8475311,8481524.0,/video/chi-col-326815234,,,,,,,,,,,,,,,,,,,COL
2021020015,20212022,2,2021-10-13,False,2021-10-14T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,1,24,Ducks,Anaheim,d'Anaheim,ANA,4,3,REG,3,REG,8476434,8482745.0,/video/wpg-ana-326814834,,,,,,,,,,,,,,,,,,,ANA
2021020006,20212022,2,2021-10-13,False,2021-10-14T02:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,2,22,Oilers,Edmonton,d'Edmonton,EDM,3,5,SO,3,SO,8469608,,/video/van-edm-326815502,,,,,,,,,,,,,,,,,,,EDM
2021020011,20212022,2,2021-10-14,False,2021-10-14T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,25,Stars,Dallas,de Dallas,DAL,3,3,Rangers,New York,de New York,NYR,2,4,OT,3,OT,8471418,8480036.0,/video/dal-nyr-326852948,,,,,,,,,,,,,,,,,,,DAL
2021020008,20212022,2,2021-10-14,False,2021-10-14T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,2,9,Senators,Ottawa,d'Ottawa,OTT,3,3,REG,3,REG,8476341,8480029.0,/video/tor-ott-326852648,,,Sénateurs,,,,,,,,,,,,,,,,OTT
2021020010,20212022,2,2021-10-14,False,2021-10-14T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,5,Penguins,Pittsburgh,de Pittsburgh,PIT,4,13,Panthers,Florida,de la Floride,FLA,5,4,OT,3,OT,8475683,8477409.0,/video/pit-fla-326851698,,,,,,,,,,,,,,,,,,,FLA
2021020012,20212022,2,2021-10-14,False,2021-10-14T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,2,Islanders,New York,de New York,NYI,3,12,Hurricanes,Carolina,de la Caroline,CAR,6,3,REG,3,REG,8475883,8475799.0,/video/nyi-car-326854580,,,,,,,,,,,,,,,,,,,CAR
2021020013,20212022,2,2021-10-14,False,2021-10-14T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,2,29,Blue Jackets,Columbus,de Columbus,CBJ,8,3,REG,3,REG,8478007,8476432.0,/video/ari-cbj-326851600,,,,,,,,,,,,,,,,,,,CBJ
2021020007,20212022,2,2021-10-14,False,2021-10-14T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,8,Canadiens,Montréal,de Montréal,MTL,1,7,Sabres,Buffalo,de Buffalo,BUF,5,3,REG,3,REG,8467950,8476878.0,/video/mtl-buf-326849964,,,,,,,,,,,,,,,,,,,BUF
2021020009,20212022,2,2021-10-14,False,2021-10-14T23:30:00Z,-04:00,-04:00,America/Detroit,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,7,17,Red Wings,Detroit,de Detroit,DET,6,4,OT,3,OT,8476883,8476292.0,/video/tbl-det-326857452,,,,,,,,,,,,,,,,,,,TBL
2021020014,20212022,2,2021-10-14,False,2021-10-15T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,55,Kraken,Seattle,de Seattle,SEA,4,18,Predators,Nashville,de Nashville,NSH,3,3,REG,3,REG,8475831,8479293.0,/video/sea-nsh-326859308,,,,,,,,,,,,,,,,,,,SEA
2021020016,20212022,2,2021-10-14,False,2021-10-15T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,54,Golden Knights,Vegas,de Vegas,VGK,2,26,Kings,Los Angeles,de Los Angeles,LAK,6,3,REG,3,REG,8477361,8476479.0,/video/vgk-lak-326865114,,,,,,,,,,,,,,,,,,,LAK
2021020018,20212022,2,2021-10-15,False,2021-10-15T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,5,4,Flyers,Philadelphia,de Philadelphie,PHI,4,5,SO,3,SO,8477967,,,,,,,,,,,,,,,,,,,,,VAN
2021020017,20212022,2,2021-10-15,False,2021-10-15T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,3,1,Devils,New Jersey,du New Jersey,NJD,4,4,OT,3,OT,8473541,8481559.0,/video/chi-njd-326891788,,,,,,,,,,,,,,,,,,,NJD
2021020019,20212022,2,2021-10-15,False,2021-10-16T02:00:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,2,24,Ducks,Anaheim,d'Anaheim,ANA,1,3,REG,3,REG,8475660,8475220.0,/video/min-ana-326894566,,,,,,,,,,,,,,,,,,,MIN
2021020021,20212022,2,2021-10-16,False,2021-10-16T17:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,53,Coyotes,Arizona,de l'Arizona,ARI,1,7,Sabres,Buffalo,de Buffalo,BUF,2,5,SO,3,SO,8474682,,/video/ari-buf-326907498,,,,,,,,,,,,,,,,,,,BUF
2021020025,20212022,2,2021-10-16,False,2021-10-16T22:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,2,Islanders,New York,de New York,NYI,1,13,Panthers,Florida,de la Floride,FLA,5,3,REG,3,REG,8475683,8477935.0,/video/nyi-fla-326926864,,,,,,,,,,,,,,,,,,,FLA
2021020024,20212022,2,2021-10-16,False,2021-10-16T23:00:00Z,-04:00,-04:00,America/Detroit,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,1,17,Red Wings,Detroit,de Detroit,DET,3,3,REG,3,REG,8471306,8480821.0,/video/van-det-326924864,,,,,,,,,,,,,,,,,,,DET
2021020026,20212022,2,2021-10-16,False,2021-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,16,Blackhawks,Chicago,de Chicago,CHI,2,5,Penguins,Pittsburgh,de Pittsburgh,PIT,5,3,REG,3,REG,8477465,8476934.0,/video/chi-pit-326922148,,,,,,,,,,,,,,,,,,,PIT
2021020020,20212022,2,2021-10-16,False,2021-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,1,6,Bruins,Boston,de Boston,BOS,3,3,REG,3,REG,8480280,8478498.0,/video/dal-bos-326923632,,,,,,,,,,,,,,,,,,,BOS
2021020028,20212022,2,2021-10-16,False,2021-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,55,Kraken,Seattle,de Seattle,SEA,1,29,Blue Jackets,Columbus,de Columbus,CBJ,2,4,OT,3,OT,8478007,8479339.0,/video/sea-cbj-326921996,,,,,,,,,,,,,,,,,,,CBJ
2021020022,20212022,2,2021-10-16,False,2021-10-16T23:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,9,Senators,Ottawa,d'Ottawa,OTT,1,10,Maple Leafs,Toronto,de Toronto,TOR,3,3,REG,3,REG,8475789,8477021.0,/video/ott-tor-326923342,Sénateurs,,,,,,,,,,,,,,,,,,TOR
2021020023,20212022,2,2021-10-16,False,2021-10-16T23:00:00Z,-04:00,-04:00,America/Montreal,OFF,OK,3,Rangers,New York,de New York,NYR,3,8,Canadiens,Montréal,de Montréal,MTL,1,3,REG,3,REG,8478048,8482109.0,/video/nyr-mtl-326926132,,,,,,,,,,,,,,,,,,,NYR
2021020027,20212022,2,2021-10-16,False,2021-10-16T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,14,Lightning,Tampa Bay,de Tampa Bay,TBL,2,15,Capitals,Washington,de Washington,WSH,1,4,OT,3,OT,8476883,8474564.0,/video/tbl-wsh-326925520,,,,,,,,,,,,,,,,,,,TBL
2021020029,20212022,2,2021-10-16,False,2021-10-17T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,3,18,Predators,Nashville,de Nashville,NSH,2,3,REG,3,REG,8475883,8476882.0,/video/car-nsh-326931688,,,,,,,,,,,,,,,,,,,CAR
2021020030,20212022,2,2021-10-16,False,2021-10-17T01:00:00Z,-04:00,-06:00,America/Denver,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,5,21,Avalanche,Colorado,du Colorado,COL,3,3,REG,3,REG,8476412,8474102.0,/video/stl-col-326940084,,,,,,,,,,,,,,,,,,,STL
2021020033,20212022,2,2021-10-16,False,2021-10-17T02:00:00Z,-04:00,-07:00,US/Pacific,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,3,28,Sharks,San Jose,de San Jose,SJS,4,3,REG,3,REG,8478499,8478870.0,/video/wpg-sjs-326945330,,,,,,,,,,,,,,,,,,,SJS
2021020031,20212022,2,2021-10-16,False,2021-10-17T02:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,20,Flames,Calgary,de Calgary,CGY,2,22,Oilers,Edmonton,d'Edmonton,EDM,5,3,REG,3,REG,8469608,8478402.0,/video/cgy-edm-326945864,,,,,,,,,,,,,,,,,,,EDM
2021020032,20212022,2,2021-10-16,False,2021-10-17T02:30:00Z,-04:00,-07:00,America/Los_Angeles,OFF,OK,30,Wild,Minnesota,du Minnesota,MIN,3,26,Kings,Los Angeles,de Los Angeles,LAK,2,3,REG,3,REG,8475660,8477451.0,/video/min-lak-326946472,,,,,,,,,,,,,,,,,,,MIN
2021020034,20212022,2,2021-10-17,False,2021-10-17T21:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,2,9,Senators,Ottawa,d'Ottawa,OTT,3,3,REG,3,REG,8479406,8476919.0,/video/dal-ott-326958424,,,Sénateurs,,,,,,,,,,,,,,,,OTT
2021020036,20212022,2,2021-10-18,False,2021-10-18T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,55,Kraken,Seattle,de Seattle,SEA,1,4,Flyers,Philadelphia,de Philadelphie,PHI,6,3,REG,3,REG,8479394,8478439.0,,,,,,,,,,,,,,,,,,,,PHI
2021020035,20212022,2,2021-10-18,False,2021-10-18T23:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,3,Rangers,New York,de New York,NYR,2,10,Maple Leafs,Toronto,de Toronto,TOR,1,4,OT,3,OT,8478048,8478550.0,/video/nyr-tor-326983560,,,,,,,,,,,,,,,,,,,NYR
2021020037,20212022,2,2021-10-18,False,2021-10-19T01:30:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,3,20,Flames,Calgary,de Calgary,CGY,2,4,OT,3,OT,8476434,8482142.0,/video/ana-cgy-326989830,,,,,,,,,,,,,,,,,,,ANA
2021020038,20212022,2,2021-10-18,False,2021-10-19T02:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,7,53,Coyotes,Arizona,de l'Arizona,ARI,4,3,REG,3,REG,8476412,8480011.0,/video/stl-ari-326991310,,,,,,,,,,,,,,,,,,,STL
2021020044,20212022,2,2021-10-19,False,2021-10-19T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,25,Stars,Dallas,de Dallas,DAL,2,5,Penguins,Pittsburgh,de Pittsburgh,PIT,1,5,SO,3,SO,8474651,,/video/dal-pit-327027486,,,,,,,,,,,,,,,,,,,DAL
2021020042,20212022,2,2021-10-19,False,2021-10-19T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,13,Panthers,Florida,de la Floride,FLA,4,14,Lightning,Tampa Bay,de Tampa Bay,TBL,1,3,REG,3,REG,8481519,8477493.0,/video/fla-tbl-327027778,,,,,,,,,,,,,,,,,,,FLA
2021020043,20212022,2,2021-10-19,False,2021-10-19T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,55,Kraken,Seattle,de Seattle,SEA,2,1,Devils,New Jersey,du New Jersey,NJD,4,3,REG,3,REG,8473541,8476918.0,/video/sea-njd-327029764,,,,,,,,,,,,,,,,,,,NJD
2021020040,20212022,2,2021-10-19,False,2021-10-19T23:00:00Z,-04:00,-04:00,America/Montreal,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,5,8,Canadiens,Montréal,de Montréal,MTL,0,3,REG,3,REG,8478499,8479373.0,/video/sjs-mtl-327023112,,,,,,,,,,,,,,,,,,,SJS
2021020039,20212022,2,2021-10-19,False,2021-10-19T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,2,7,Sabres,Buffalo,de Buffalo,BUF,5,3,REG,3,REG,8467950,8475784.0,/video/van-buf-327023736,,,,,,,,,,,,,,,,,,,BUF
2021020045,20212022,2,2021-10-19,False,2021-10-19T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,3,15,Capitals,Washington,de Washington,WSH,6,3,REG,3,REG,8478492,8475744.0,/video/col-wsh-327027104,,,,,,,,,,,,,,,,,,,WSH
2021020041,20212022,2,2021-10-19,False,2021-10-19T23:30:00Z,-04:00,-04:00,America/Detroit,OFF,OK,29,Blue Jackets,Columbus,de Columbus,CBJ,1,17,Red Wings,Detroit,de Detroit,DET,4,3,REG,3,REG,8471306,8477479.0,/video/cbj-det-327033182,,,,,,,,,,,,,,,,,,,DET
2021020048,20212022,2,2021-10-19,False,2021-10-20T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,52,Jets,Winnipeg,de Winnipeg,WPG,5,30,Wild,Minnesota,du Minnesota,MIN,6,4,OT,3,OT,8475660,8478493.0,/video/wpg-min-327037042,,,,,,,,,,,,,,,,,,,MIN
2021020047,20212022,2,2021-10-19,False,2021-10-20T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,1,18,Predators,Nashville,de Nashville,NSH,2,3,REG,3,REG,8477424,8479661.0,/video/lak-nsh-327036376,,,,,,,,,,,,,,,,,,,NSH
2021020046,20212022,2,2021-10-19,False,2021-10-20T00:00:00Z,-04:00,-05:00,America/Chicago,OFF,OK,2,Islanders,New York,de New York,NYI,4,16,Blackhawks,Chicago,de Chicago,CHI,1,3,REG,3,REG,8478009,8480789.0,/video/nyi-chi-327035892,,,,,,,,,,,,,,,,,,,NYI
2021020049,20212022,2,2021-10-19,False,2021-10-20T01:00:00Z,-04:00,-06:00,America/Edmonton,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,5,22,Oilers,Edmonton,d'Edmonton,EDM,6,3,REG,3,REG,8475156,8477934.0,/video/ana-edm-327041938,,,,,,,,,,,,,,,,,,,EDM
2021020050,20212022,2,2021-10-20,False,2021-10-20T23:30:00Z,-04:00,-04:00,US/Eastern,OFF,OK,6,Bruins,Boston,de Boston,BOS,3,4,Flyers,Philadelphia,de Philadelphie,PHI,6,3,REG,3,REG,8474889,8474715.0,/video/bos-phi-327064292,,,,,,,,,,,,,,,,,,,PHI
2021020051,20212022,2,2021-10-20,False,2021-10-21T02:00:00Z,-04:00,-07:00,US/Pacific,OFF,OK,19,Blues,St. Louis,de St. Louis,STL,3,54,Golden Knights,Vegas,de Vegas,VGK,1,3,REG,3,REG,8476412,8475765.0,/video/stl-vgk-327066596,,,,,,,,,,,,,,,,,,,STL
2021020052,20212022,2,2021-10-21,False,2021-10-21T23:00:00Z,-04:00,-04:00,America/Montreal,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,4,8,Canadiens,Montréal,de Montréal,MTL,1,3,REG,3,REG,8475883,8480830.0,/video/car-mtl-327096398,,,,,,,,,,,,,,,,,,,CAR
2021020056,20212022,2,2021-10-21,False,2021-10-21T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,15,Capitals,Washington,de Washington,WSH,4,1,Devils,New Jersey,du New Jersey,NJD,1,3,REG,3,REG,8477970,8475200.0,/video/wsh-njd-327099684,,,,,,,,,,,,,,,,,,,WSH
2021020053,20212022,2,2021-10-21,False,2021-10-21T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,2,9,Senators,Ottawa,d'Ottawa,OTT,1,3,REG,3,REG,8473503,8478099.0,/video/sjs-ott-327098344,,,Sénateurs,,,,,,,,,,,,,,,,SJS
2021020057,20212022,2,2021-10-21,False,2021-10-21T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,2,Islanders,New York,de New York,NYI,2,29,Blue Jackets,Columbus,de Columbus,CBJ,3,4,OT,3,OT,8478007,8479339.0,/video/nyi-cbj-327097304,,,,,,,,,,,,,,,,,,,CBJ
2021020055,20212022,2,2021-10-21,False,2021-10-21T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,1,13,Panthers,Florida,de la Floride,FLA,4,3,REG,3,REG,8475683,8477935.0,/video/col-fla-327098556,,,,,,,,,,,,,,,,,,,FLA
2021020054,20212022,2,2021-10-21,False,2021-10-21T23:30:00Z,-04:00,-04:00,America/Detroit,OFF,OK,20,Flames,Calgary,de Calgary,CGY,3,17,Red Wings,Detroit,de Detroit,DET,0,3,REG,3,REG,8474593,8477496.0,/video/cgy-det-327100464,,Markström,,,,,,,,,,,,,,,,,CGY
2021020060,20212022,2,2021-10-21,False,2021-10-22T00:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,1,52,Jets,Winnipeg,de Winnipeg,WPG,5,3,REG,3,REG,8476945,8477429.0,/video/ana-wpg-327106812,,,,,,,,,,,,,,,,,,,WPG
2021020059,20212022,2,2021-10-21,False,2021-10-22T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,3,Rangers,New York,de New York,NYR,3,18,Predators,Nashville,de Nashville,NSH,1,3,REG,3,REG,8478048,8482109.0,/video/nyr-nsh-327107326,,,,,,,,,,,,,,,,,,,NYR
2021020058,20212022,2,2021-10-21,False,2021-10-22T00:30:00Z,-04:00,-05:00,America/Chicago,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,4,16,Blackhawks,Chicago,de Chicago,CHI,1,3,REG,3,REG,8477967,8476871.0,/video/van-chi-327110364,,,,,,,,,,,,,,,,,,,VAN
2021020061,20212022,2,2021-10-21,False,2021-10-22T02:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,5,53,Coyotes,Arizona,de l'Arizona,ARI,1,3,REG,3,REG,8475156,8475786.0,/video/edm-ari-327114384,,,,,,,,,,,,,,,,,,,EDM
2021020063,20212022,2,2021-10-22,False,2021-10-22T22:00:00Z,-04:00,-04:00,America/Toronto,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,5,10,Maple Leafs,Toronto,de Toronto,TOR,3,3,REG,3,REG,8478499,8479373.0,/video/sjs-tor-327131072,,,,,,,,,,,,,,,,,,,SJS
2021020062,20212022,2,2021-10-22,False,2021-10-22T23:00:00Z,-04:00,-04:00,America/New_York,OFF,OK,6,Bruins,Boston,de Boston,BOS,4,7,Sabres,Buffalo,de Buffalo,BUF,1,3,REG,3,REG,8476999,8477931.0,/video/bos-buf-327132586,,,,,,,,,,,,,,,,,,,BOS
2021020064,20212022,2,2021-10-22,False,2021-10-23T00:30:00Z,-04:00,-05:00,US/Central,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,2,25,Stars,Dallas,de Dallas,DAL,3,4,OT,3,OT,8474651,8478495.0,/video/lak-dal-327136204,,,,,,,,,,,,,,,,,,,DAL
2021020065,20212022,2,2021-10-22,False,2021-10-23T02:00:00Z,-04:00,-07:00,US/Pacific,OFF,OK,22,Oilers,Edmonton,d'Edmonton,EDM,5,54,Golden Knights,Vegas,de Vegas,VGK,3,3,REG,3,REG,8475156,8475178.0,/video/edm-vgk-327138740,,,,,,,,,,,,,,,,,,,EDM
2021020067,20212022,2,2021-10-23,False,2021-10-23T17:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,3,Rangers,New York,de New York,NYR,3,9,Senators,Ottawa,d'Ottawa,OTT,2,3,REG,3,REG,8480382,8476624.0,/video/nyr-ott-327155512,,,Sénateurs,,,,,,,,,,,,,,,,NYR
2021020072,20212022,2,2021-10-23,False,2021-10-23T17:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,20,Flames,Calgary,de Calgary,CGY,4,15,Capitals,Washington,de Washington,WSH,3,4,OT,3,OT,8478435,8477496.0,/video/cgy-wsh-327155838,,,,,,,,,,,,,,,,,,,CGY
2021020075,20212022,2,2021-10-23,False,2021-10-23T22:00:00Z,-04:00,-05:00,US/Central,OFF,OK,24,Ducks,Anaheim,d'Anaheim,ANA,3,30,Wild,Minnesota,du Minnesota,MIN,4,4,OT,3,OT,8475660,8477451.0,,,,,,,,,,,,,,,,,,,,MIN
2021020069,20212022,2,2021-10-23,False,2021-10-23T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,7,Sabres,Buffalo,de Buffalo,BUF,1,1,Devils,New Jersey,du New Jersey,NJD,2,4,OT,3,OT,8482076,8478401.0,/video/buf-njd-327174386,,,,,,,,,,,,,,,,,,,NJD
2021020068,20212022,2,2021-10-23,False,2021-10-23T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,21,Avalanche,Colorado,du Colorado,COL,4,14,Lightning,Tampa Bay,de Tampa Bay,TBL,3,5,SO,3,SO,8475311,,/video/col-tbl-327179620,,,,,,,,,,,,,,,,,,,COL
2021020066,20212022,2,2021-10-23,False,2021-10-23T23:00:00Z,-04:00,-04:00,America/Montreal,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,1,8,Canadiens,Montréal,de Montréal,MTL,6,3,REG,3,REG,8474596,8474884.0,/video/det-mtl-327174682,,,,,,,,,,,,,,,,,,,MTL
2021020071,20212022,2,2021-10-23,False,2021-10-23T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,10,Maple Leafs,Toronto,de Toronto,TOR,1,5,Penguins,Pittsburgh,de Pittsburgh,PIT,7,3,REG,3,REG,8477465,8476875.0,/video/tor-pit-327175062,,,,,,,,,,,,,,,,,,,PIT
2021020070,20212022,2,2021-10-23,False,2021-10-23T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,13,Panthers,Florida,de la Floride,FLA,4,4,Flyers,Philadelphia,de Philadelphie,PHI,2,3,REG,3,REG,8475683,8476456.0,,,,,,,,,,,,,,,,,,,,FLA
2021020073,20212022,2,2021-10-23,False,2021-10-23T23:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,12,Hurricanes,Carolina,de la Caroline,CAR,5,29,Blue Jackets,Columbus,de Columbus,CBJ,1,3,REG,3,REG,8475883,8476389.0,/video/car-cbj-327173688,,,,,,,,,,,,,,,,,,,CAR
2021020076,20212022,2,2021-10-23,False,2021-10-23T23:00:00Z,-04:00,-05:00,America/Winnipeg,OFF,OK,18,Predators,Nashville,de Nashville,NSH,4,52,Jets,Winnipeg,de Winnipeg,WPG,6,3,REG,3,REG,8476945,8471669.0,/video/nsh-wpg-327176522,,,,,,,,,,,,,,,,,,,WPG
2021020074,20212022,2,2021-10-23,False,2021-10-24T00:00:00Z,-04:00,-05:00,US/Central,OFF,OK,26,Kings,Los Angeles,de Los Angeles,LAK,3,19,Blues,St. Louis,de St. Louis,STL,7,3,REG,3,REG,8476412,8482089.0,/video/lak-stl-327183004,,,,,,,,,,,,,,,,,,,STL
2021020077,20212022,2,2021-10-23,False,2021-10-24T01:00:00Z,-04:00,-07:00,America/Phoenix,OFF,OK,2,Islanders,New York,de New York,NYI,3,53,Coyotes,Arizona,de l'Arizona,ARI,0,3,REG,3,REG,8478009,8473504.0,/video/nyi-ari-327185368,,,,,,,,,,,,,,,,,,,NYI
2021020078,20212022,2,2021-10-23,False,2021-10-24T02:00:00Z,-04:00,-07:00,US/Pacific,OFF,OK,23,Canucks,Vancouver,de Vancouver,VAN,4,55,Kraken,Seattle,de Seattle,SEA,2,3,REG,3,REG,8477967,8478856.0,/video/van-sea-327189644,,,,,,,,,,,,,,,,,,,VAN
2021020079,20212022,2,2021-10-24,False,2021-10-24T17:00:00Z,-04:00,-04:00,US/Eastern,OFF,OK,28,Sharks,San Jose,de San Jose,SJS,3,6,Bruins,Boston,de Boston,BOS,4,3,REG,3,REG,8476999,8478498.0,/video/sjs-bos-327199202,,,,,,,,,,,,,,,,,,,BOS
2021020081,20212022,2,2021-10-24,False,2021-10-24T22:00:00Z,-04:00,-05:00,US/Central,OFF,OK,18,Predators,Nashville,de Nashville,NSH,5,30,Wild,Minnesota,du Minnesota,MIN,2,3,REG,3,REG,8478971,8475793.0,/video/nsh-min-327204758,,,,,,,,,,,,,,,,,,,NSH
2021020080,20212022,2,2021-10-24,False,2021-10-24T23:00:00Z,-04:00,-05:00,America/Chicago,OFF,OK,17,Red Wings,Detroit,de Detroit,DET,6,16,Blackhawks,Chicago,de Chicago,CHI,3,3,REG,3,REG,8477968,8477479.0,/video/det-chi-327207680,,,,,,,,,,,,,,,,,,,DET
