gameid,date,time_start,tricode_for,id_for,tricode_against,id_against,metric_score_for,metric_score_against,period_ending,tricode_winteam
2014020001,2014-10-08,2014-10-08T23:00:00Z,TOR,10,MTL,8,3,4,REG,MTL
2014020002,2014-10-08,2014-10-08T23:30:00Z,BOS,6,PHI,4,2,1,REG,BOS
2014020004,2014-10-08,2014-10-09T02:00:00Z,LAK,26,SJS,28,0,4,REG,SJS
2014020003,2014-10-08,2014-10-09T02:00:00Z,CGY,20,VAN,23,2,4,REG,VAN
2014020007,2014-10-09,2014-10-09T23:00:00Z,PIT,5,ANA,24,6,4,REG,PIT
2014020006,2014-10-09,2014-10-09T23:00:00Z,PHI,4,NJD,1,4,6,REG,NJD
2014020005,2014-10-09,2014-10-09T23:00:00Z,BUF,7,CBJ,29,1,3,REG,CBJ
2014020008,2014-10-09,2014-10-09T23:00:00Z,WSH,15,MTL,8,1,2,SO,MTL
2014020010,2014-10-09,2014-10-09T23:30:00Z,TBL,14,FLA,13,3,2,OT,TBL
2014020009,2014-10-09,2014-10-09T23:30:00Z,DET,17,BOS,6,2,1,REG,DET
2014020011,2014-10-09,2014-10-10T00:00:00Z,STL,19,NYR,3,2,3,REG,NYR
2014020012,2014-10-09,2014-10-10T00:00:00Z,NSH,18,OTT,9,3,2,REG,NSH
2014020013,2014-10-09,2014-10-10T00:30:00Z,DAL,25,CHI,16,2,3,SO,CHI
2014020014,2014-10-09,2014-10-10T01:00:00Z,MIN,30,COL,21,5,0,REG,MIN
2014020015,2014-10-09,2014-10-10T01:30:00Z,EDM,22,CGY,20,2,5,REG,CGY
2014020016,2014-10-09,2014-10-10T02:00:00Z,ARI,53,WPG,52,2,6,REG,WPG
2014020017,2014-10-10,2014-10-10T23:00:00Z,CAR,12,NYI,2,3,5,REG,NYI
2014020023,2014-10-11,2014-10-11T23:00:00Z,NYI,2,CAR,12,4,3,REG,NYI
2014020018,2014-10-11,2014-10-11T23:00:00Z,BOS,6,WSH,15,0,4,REG,WSH
2014020021,2014-10-11,2014-10-11T23:00:00Z,TBL,14,OTT,9,2,3,SO,OTT
2014020025,2014-10-11,2014-10-11T23:00:00Z,CBJ,29,NYR,3,5,2,REG,CBJ
2014020019,2014-10-11,2014-10-11T23:00:00Z,TOR,10,PIT,5,2,5,REG,PIT
2014020020,2014-10-11,2014-10-11T23:00:00Z,DET,17,ANA,24,2,3,REG,ANA
2014020026,2014-10-11,2014-10-11T23:00:00Z,STL,19,CGY,20,4,1,REG,STL
2014020024,2014-10-11,2014-10-11T23:00:00Z,PHI,4,MTL,8,3,4,SO,MTL
2014020022,2014-10-11,2014-10-11T23:00:00Z,FLA,13,NJD,1,1,5,REG,NJD
2014020027,2014-10-11,2014-10-12T00:00:00Z,NSH,18,DAL,25,4,1,REG,NSH
2014020028,2014-10-11,2014-10-12T00:30:00Z,CHI,16,BUF,7,6,2,REG,CHI
2014020030,2014-10-11,2014-10-12T01:00:00Z,ARI,53,LAK,26,3,2,OT,ARI
2014020029,2014-10-11,2014-10-12T01:00:00Z,COL,21,MIN,30,0,3,REG,MIN
2014020031,2014-10-11,2014-10-12T02:00:00Z,VAN,23,EDM,22,5,4,SO,VAN
2014020032,2014-10-11,2014-10-12T02:00:00Z,SJS,28,WPG,52,3,0,REG,SJS
2014020033,2014-10-12,2014-10-12T23:00:00Z,NYR,3,TOR,10,3,6,REG,TOR
2014020034,2014-10-12,2014-10-13T02:00:00Z,LAK,26,WPG,52,4,1,REG,LAK
2014020035,2014-10-13,2014-10-13T17:00:00Z,BOS,6,COL,21,1,2,REG,COL
2014020036,2014-10-13,2014-10-13T19:00:00Z,BUF,7,ANA,24,1,5,REG,ANA
2014021194,2014-10-13,2014-10-13T23:30:00Z,TBL,14,MTL,8,7,1,REG,TBL
2014020037,2014-10-13,2014-10-13T23:30:00Z,FLA,13,OTT,9,0,1,REG,OTT
2014020039,2014-10-14,2014-10-14T23:00:00Z,PHI,4,ANA,24,3,4,SO,ANA
2014020040,2014-10-14,2014-10-14T23:00:00Z,WSH,15,SJS,28,5,6,SO,SJS
2014020042,2014-10-14,2014-10-14T23:00:00Z,CBJ,29,DAL,25,2,4,REG,DAL
2014020038,2014-10-14,2014-10-14T23:00:00Z,NYR,3,NYI,2,3,6,REG,NYI
2014020041,2014-10-14,2014-10-14T23:30:00Z,CAR,12,BUF,7,3,4,SO,BUF
