gameid,date,time_start,tricode_for,id_for,tricode_against,id_against,metric_score_for,metric_score_against,period_ending,tricode_winteam
2017020001,2017-10-04,2017-10-04T23:00:00Z,WPG,52,TOR,10,2,7,REG,TOR
2017020002,2017-10-04,2017-10-05T00:00:00Z,PIT,5,STL,19,4,5,OT,STL
2017020003,2017-10-04,2017-10-05T02:00:00Z,EDM,22,CGY,20,3,0,REG,EDM
2017020004,2017-10-04,2017-10-05T02:30:00Z,SJS,28,PHI,4,3,5,REG,PHI
2017020006,2017-10-05,2017-10-05T23:00:00Z,BUF,7,MTL,8,2,3,SO,MTL
2017020007,2017-10-05,2017-10-05T23:00:00Z,NYR,3,COL,21,2,4,REG,COL
2017020005,2017-10-05,2017-10-05T23:00:00Z,BOS,6,NSH,18,4,3,REG,BOS
2017020008,2017-10-05,2017-10-05T23:30:00Z,OTT,9,WSH,15,4,5,SO,WSH
2017020009,2017-10-05,2017-10-05T23:30:00Z,DET,17,MIN,30,4,2,REG,DET
2017020010,2017-10-05,2017-10-06T00:30:00Z,CHI,16,PIT,5,10,1,REG,CHI
2017020012,2017-10-05,2017-10-06T02:00:00Z,LAK,26,PHI,4,2,0,REG,LAK
2017020011,2017-10-05,2017-10-06T02:00:00Z,ANA,24,ARI,53,5,4,REG,ANA
2017020013,2017-10-06,2017-10-06T23:00:00Z,CBJ,29,NYI,2,5,0,REG,CBJ
2017020014,2017-10-06,2017-10-06T23:30:00Z,TBL,14,FLA,13,5,3,REG,TBL
2017020015,2017-10-06,2017-10-07T00:30:00Z,DAL,25,VGK,54,1,2,REG,VGK
2017020019,2017-10-07,2017-10-07T18:00:00Z,NJD,1,COL,21,4,1,REG,NJD
2017020021,2017-10-07,2017-10-07T23:00:00Z,PIT,5,NSH,18,4,0,REG,PIT
2017020022,2017-10-07,2017-10-07T23:00:00Z,WSH,15,MTL,8,6,1,REG,WSH
2017020023,2017-10-07,2017-10-07T23:00:00Z,CAR,12,MIN,30,5,4,SO,CAR
2017020017,2017-10-07,2017-10-07T23:00:00Z,OTT,9,DET,17,1,2,SO,DET
2017020018,2017-10-07,2017-10-07T23:00:00Z,FLA,13,TBL,14,5,4,REG,FLA
2017020020,2017-10-07,2017-10-07T23:00:00Z,NYI,2,BUF,7,6,3,REG,NYI
2017020016,2017-10-07,2017-10-07T23:00:00Z,TOR,10,NYR,3,8,5,REG,TOR
2017020024,2017-10-07,2017-10-08T00:00:00Z,STL,19,DAL,25,4,2,REG,STL
2017020025,2017-10-07,2017-10-08T00:30:00Z,CHI,16,CBJ,29,5,1,REG,CHI
2017020026,2017-10-07,2017-10-08T01:00:00Z,ARI,53,VGK,54,1,2,OT,VGK
2017020029,2017-10-07,2017-10-08T02:00:00Z,ANA,24,PHI,4,2,3,OT,PHI
2017020027,2017-10-07,2017-10-08T02:00:00Z,CGY,20,WPG,52,6,3,REG,CGY
2017020028,2017-10-07,2017-10-08T02:00:00Z,VAN,23,EDM,22,3,2,REG,VAN
2017020030,2017-10-07,2017-10-08T02:30:00Z,SJS,28,LAK,26,1,4,REG,LAK
2017020031,2017-10-08,2017-10-08T23:00:00Z,NYR,3,MTL,8,2,0,REG,NYR
2017020032,2017-10-09,2017-10-09T17:00:00Z,BOS,6,COL,21,0,4,REG,COL
2017020033,2017-10-09,2017-10-09T17:00:00Z,NYI,2,STL,19,2,3,SO,STL
