gameType,gameid,homeTeam.id,homeTeam.abbrev,awayTeam.id,awayTeam.abbrev,odds_description,home_odds_value,away_odds_value,bettingPartner,startTimeUTC,lastUpdatedUTC
1,2026010001,19,STL,25,DAL,PUCK_LINE,-175.0,135.0,DraftKings,2026-09-19T23:00:00Z,2026-09-19T21:30:38Z
1,2026010001,19,STL,25,DAL,OVER_UNDER,-298.0,220.0,DraftKings,2026-09-19T23:00:00Z,2026-09-19T21:30:38Z
1,2026010001,19,STL,25,DAL,MONEY_LINE_3_WAY,120.0,165.0,DraftKings,2026-09-19T23:00:00Z,2026-09-19T21:30:38Z
1,2026010001,19,STL,25,DAL,MONEY_LINE_2_WAY,3500.0,-50000.0,DraftKings,2026-09-19T23:00:00Z,2026-09-19T21:30:38Z
1,2026010002,26,LAK,54,VGK,PUCK_LINE,-175.0,135.0,DraftKings,2026-09-20T01:00:00Z,2026-09-19T21:30:38Z
1,2026010002,26,LAK,54,VGK,OVER_UNDER,210.0,-280.0,DraftKings,2026-09-20T01:00:00Z,2026-09-19T21:30:38Z
1,2026010002,26,LAK,54,VGK,MONEY_LINE_3_WAY,115.0,170.0,DraftKings,2026-09-20T01:00:00Z,2026-09-19T21:30:38Z
1,2026010002,26,LAK,54,VGK,MONEY_LINE_2_WAY,260.0,-360.0,DraftKings,2026-09-20T01:00:00Z,2026-09-19T21:30:38Z
1,2026010003,22,EDM,52,WPG,PUCK_LINE,-130.0,110.0,DraftKings,2026-09-20T00:00:00Z,2026-09-19T21:30:38Z
1,2026010003,22,EDM,52,WPG,OVER_UNDER,100.0,-120.0,DraftKings,2026-09-20T00:00:00Z,2026-09-19T21:30:38Z
1,2026010003,22,EDM,52,WPG,MONEY_LINE_3_WAY,390.0,390.0,DraftKings,2026-09-20T00:00:00Z,2026-09-19T21:30:38Z
1,2026010003,22,EDM,52,WPG,MONEY_LINE_2_WAY,-325.0,260.0,DraftKings,2026-09-20T00:00:00Z,2026-09-19T21:30:38Z
1,2026010004,30,MIN,16,CHI,PUCK_LINE,160.0,-192.0,DraftKings,2026-09-20T00:00:00Z,2026-09-19T21:30:38Z
1,2026010004,30,MIN,16,CHI,OVER_UNDER,-125.0,105.0,DraftKings,2026-09-20T00:00:00Z,2026-09-19T21:30:38Z
1,2026010004,30,MIN,16,CHI,MONEY_LINE_3_WAY,105.0,180.0,DraftKings,2026-09-20T00:00:00Z,2026-09-19T21:30:38Z
1,2026010004,30,MIN,16,CHI,MONEY_LINE_2_WAY,-148.0,124.0,DraftKings,2026-09-20T00:00:00Z,2026-09-19T21:30:38Z
1,2026010005,55,SEA,23,VAN,PUCK_LINE,195.0,-238.0,DraftKings,2026-09-20T01:00:00Z,2026-09-19T21:30:38Z
1,2026010005,55,SEA,23,VAN,OVER_UNDER,-120.0,100.0,DraftKings,2026-09-20T01:00:00Z,2026-09-19T21:30:38Z
1,2026010005,55,SEA,23,VAN,MONEY_LINE_3_WAY,300.0,300.0,DraftKings,2026-09-20T01:00:00Z,2026-09-19T21:30:38Z
1,2026010005,55,SEA,23,VAN,MONEY_LINE_2_WAY,-120.0,100.0,DraftKings,2026-09-20T01:00:00Z,2026-09-19T21:30:38Z
1,2026010008,1,NJD,2,NYI,PUCK_LINE,-330.0,240.0,DraftKings,2026-09-20T17:00:00Z,2026-09-20T17:30:38Z
1,2026010008,1,NJD,2,NYI,OVER_UNDER,-140.0,110.0,DraftKings,2026-09-20T17:00:00Z,2026-09-20T17:30:38Z
1,2026010008,1,NJD,2,NYI,MONEY_LINE_2_WAY,-115.0,-115.0,DraftKings,2026-09-20T17:00:00Z,2026-09-20T17:30:38Z
1,2026010009,24,ANA,28,SJS,PUCK_LINE,-120.0,100.0,DraftKings,2026-09-20T20:00:00Z,2026-09-20T17:30:38Z
1,2026010009,24,ANA,28,SJS,OVER_UNDER,105.0,-125.0,DraftKings,2026-09-20T20:00:00Z,2026-09-20T17:30:38Z
1,2026010009,24,ANA,28,SJS,MONEY_LINE_2_WAY,-298.0,240.0,DraftKings,2026-09-20T20:00:00Z,2026-09-20T17:30:38Z
1,2026010010,13,FLA,12,CAR,PUCK_LINE,-130.0,110.0,DraftKings,2026-09-20T23:00:00Z,2026-09-20T17:30:38Z
1,2026010010,13,FLA,12,CAR,OVER_UNDER,114.0,-135.0,DraftKings,2026-09-20T23:00:00Z,2026-09-20T17:30:38Z
1,2026010010,13,FLA,12,CAR,MONEY_LINE_2_WAY,-355.0,280.0,DraftKings,2026-09-20T23:00:00Z,2026-09-20T17:30:38Z
1,2026010011,14,TBL,18,NSH,PUCK_LINE,-120.0,100.0,DraftKings,2026-09-20T21:00:00Z,2026-09-20T17:30:38Z
1,2026010011,14,TBL,18,NSH,OVER_UNDER,-125.0,105.0,DraftKings,2026-09-20T21:00:00Z,2026-09-20T17:30:38Z
1,2026010011,14,TBL,18,NSH,MONEY_LINE_2_WAY,-285.0,230.0,DraftKings,2026-09-20T21:00:00Z,2026-09-20T17:30:38Z
1,2026010013,6,BOS,15,WSH,PUCK_LINE,-205.0,170.0,DraftKings,2026-09-20T21:00:00Z,2026-09-20T17:30:38Z
1,2026010013,6,BOS,15,WSH,OVER_UNDER,-125.0,105.0,DraftKings,2026-09-20T21:00:00Z,2026-09-20T17:30:38Z
1,2026010013,6,BOS,15,WSH,MONEY_LINE_2_WAY,120.0,-142.0,DraftKings,2026-09-20T21:00:00Z,2026-09-20T17:30:38Z
1,2026010014,20,CGY,55,SEA,PUCK_LINE,180.0,-218.0,DraftKings,2026-09-21T00:00:00Z,2026-09-20T17:30:38Z
1,2026010014,20,CGY,55,SEA,OVER_UNDER,-115.0,-105.0,DraftKings,2026-09-21T00:00:00Z,2026-09-20T17:30:38Z
1,2026010014,20,CGY,55,SEA,MONEY_LINE_2_WAY,-142.0,120.0,DraftKings,2026-09-21T00:00:00Z,2026-09-20T17:30:38Z
2,2026020001,12,CAR,13,FLA,PUCK_LINE,190.0,-230.0,DraftKings,2026-09-29T21:00:00Z,2026-08-22T20:30:38Z
2,2026020001,12,CAR,13,FLA,OVER_UNDER,100.0,-120.0,DraftKings,2026-09-29T21:00:00Z,2026-08-22T20:30:38Z
2,2026020001,12,CAR,13,FLA,MONEY_LINE_3_WAY,300.0,300.0,DraftKings,2026-09-29T21:00:00Z,2026-08-22T20:30:38Z
2,2026020001,12,CAR,13,FLA,MONEY_LINE_2_WAY,-130.0,110.0,DraftKings,2026-09-29T21:00:00Z,2026-08-22T20:30:38Z
2,2026020002,10,TOR,8,MTL,PUCK_LINE,205.0,-250.0,DraftKings,2026-09-29T23:00:00Z,2026-08-22T20:30:38Z
2,2026020002,10,TOR,8,MTL,OVER_UNDER,105.0,-125.0,DraftKings,2026-09-29T23:00:00Z,2026-08-22T20:30:38Z
2,2026020002,10,TOR,8,MTL,MONEY_LINE_3_WAY,310.0,310.0,DraftKings,2026-09-29T23:00:00Z,2026-08-22T20:30:38Z
2,2026020002,10,TOR,8,MTL,MONEY_LINE_2_WAY,-115.0,-105.0,DraftKings,2026-09-29T23:00:00Z,2026-08-22T20:30:38Z
2,2026020003,6,BOS,3,NYR,PUCK_LINE,180.0,-218.0,DraftKings,2026-09-30T00:00:00Z,2026-08-22T20:30:38Z
2,2026020003,6,BOS,3,NYR,OVER_UNDER,-120.0,100.0,DraftKings,2026-09-30T00:00:00Z,2026-08-22T20:30:38Z
2,2026020003,6,BOS,3,NYR,MONEY_LINE_3_WAY,120.0,165.0,DraftKings,2026-09-30T00:00:00Z,2026-08-22T20:30:38Z
2,2026020003,6,BOS,3,NYR,MONEY_LINE_2_WAY,-135.0,114.0,DraftKings,2026-09-30T00:00:00Z,2026-08-22T20:30:38Z
2,2026020004,22,EDM,23,VAN,PUCK_LINE,-115.0,-105.0,DraftKings,2026-09-30T02:00:00Z,2026-08-22T20:30:38Z
2,2026020004,22,EDM,23,VAN,OVER_UNDER,-110.0,-110.0,DraftKings,2026-09-30T02:00:00Z,2026-08-22T20:30:38Z
2,2026020004,22,EDM,23,VAN,MONEY_LINE_3_WAY,-175.0,320.0,DraftKings,2026-09-30T02:00:00Z,2026-08-22T20:30:38Z
2,2026020004,22,EDM,23,VAN,MONEY_LINE_2_WAY,-265.0,215.0,DraftKings,2026-09-30T02:00:00Z,2026-08-22T20:30:38Z
2,2026020005,54,VGK,16,CHI,PUCK_LINE,105.0,-125.0,DraftKings,2026-09-30T02:30:00Z,2026-08-22T20:30:38Z
2,2026020005,54,VGK,16,CHI,OVER_UNDER,-125.0,105.0,DraftKings,2026-09-30T02:30:00Z,2026-08-22T20:30:38Z
2,2026020005,54,VGK,16,CHI,MONEY_LINE_3_WAY,-145.0,290.0,DraftKings,2026-09-30T02:30:00Z,2026-08-22T20:30:38Z
2,2026020005,54,VGK,16,CHI,MONEY_LINE_2_WAY,-250.0,205.0,DraftKings,2026-09-30T02:30:00Z,2026-08-22T20:30:38Z
