gameIdx,team_tri,gameid,teamloc,goals,win,seasonIdx,gameDate,gameEnd
MIN_BOS_2025-02-04,BOS,2024020845,home,3,1,2,2025-02-04,REG
NJD_PIT_2025-02-04,NJD,2024020848,away,3,1,2,2025-02-04,SO
NJD_PIT_2025-02-04,PIT,2024020848,home,2,0,2,2025-02-04,SO
OTT_TBL_2025-02-04,OTT,2024020847,away,3,0,2,2025-02-04,REG
OTT_TBL_2025-02-04,TBL,2024020847,home,4,1,2,2025-02-04,REG
CBJ_BUF_2025-02-04,CBJ,2024020846,away,2,0,2,2025-02-04,REG
CBJ_BUF_2025-02-04,BUF,2024020846,home,3,1,2,2025-02-04,REG
FLA_WSH_2025-02-04,FLA,2024020849,away,3,0,2,2025-02-04,REG
FLA_WSH_2025-02-04,WSH,2024020849,home,6,1,2,2025-02-04,REG
VGK_NYI_2025-02-04,VGK,2024020850,away,1,0,2,2025-02-04,REG
VGK_NYI_2025-02-04,NYI,2024020850,home,2,1,2,2025-02-04,REG
CAR_WPG_2025-02-04,CAR,2024020852,away,0,0,2,2025-02-04,REG
CAR_WPG_2025-02-04,WPG,2024020852,home,3,1,2,2025-02-04,REG
EDM_STL_2025-02-04,EDM,2024020851,away,3,1,2,2025-02-04,OT
EDM_STL_2025-02-04,STL,2024020851,home,2,0,2,2025-02-04,OT
TOR_CGY_2025-02-04,TOR,2024020853,away,6,1,2,2025-02-04,REG
TOR_CGY_2025-02-04,CGY,2024020853,home,3,0,2,2025-02-04,REG
PHI_UTA_2025-02-04,PHI,2024020854,away,2,0,2,2025-02-04,OT
PHI_UTA_2025-02-04,UTA,2024020854,home,3,1,2,2025-02-04,OT
COL_VAN_2025-02-04,COL,2024020855,away,0,0,2,2025-02-04,REG
COL_VAN_2025-02-04,VAN,2024020855,home,3,1,2,2025-02-04,REG
DET_SEA_2025-02-04,DET,2024020857,away,5,1,2,2025-02-04,SO
DET_SEA_2025-02-04,SEA,2024020857,home,4,0,2,2025-02-04,SO
DAL_ANA_2025-02-04,DAL,2024020856,away,1,0,2,2025-02-04,REG
DAL_ANA_2025-02-04,ANA,2024020856,home,2,1,2,2025-02-04,REG
MTL_SJS_2025-02-04,MTL,2024020858,away,4,1,2,2025-02-04,REG
MTL_SJS_2025-02-04,SJS,2024020858,home,3,0,2,2025-02-04,REG
BOS_NYR_2025-02-05,BOS,2024020859,away,2,0,2,2025-02-05,REG
BOS_NYR_2025-02-05,NYR,2024020859,home,3,1,2,2025-02-05,REG
EDM_CHI_2025-02-05,EDM,2024020860,away,4,1,2,2025-02-05,OT
EDM_CHI_2025-02-05,CHI,2024020860,home,3,0,2,2025-02-05,OT
MTL_LAK_2025-02-05,MTL,2024020861,away,3,0,2,2025-02-05,REG
MTL_LAK_2025-02-05,LAK,2024020861,home,6,1,2,2025-02-05,REG
OTT_TBL_2025-02-06,OTT,2024020862,away,1,0,2,2025-02-06,REG
OTT_TBL_2025-02-06,TBL,2024020862,home,5,1,2,2025-02-06,REG
VGK_NJD_2025-02-06,VGK,2024020863,away,3,1,2,2025-02-06,REG
VGK_NJD_2025-02-06,NJD,2024020863,home,1,0,2,2025-02-06,REG
WSH_PHI_2025-02-06,WSH,2024020864,away,4,1,2,2025-02-06,REG
WSH_PHI_2025-02-06,PHI,2024020864,home,3,0,2,2025-02-06,REG
UTA_CBJ_2025-02-06,UTA,2024020865,away,3,1,2,2025-02-06,OT
UTA_CBJ_2025-02-06,CBJ,2024020865,home,2,0,2,2025-02-06,OT
CAR_MIN_2025-02-06,CAR,2024020867,away,1,0,2,2025-02-06,REG
CAR_MIN_2025-02-06,MIN,2024020867,home,2,1,2,2025-02-06,REG
FLA_STL_2025-02-06,FLA,2024020866,away,3,1,2,2025-02-06,REG
FLA_STL_2025-02-06,STL,2024020866,home,2,0,2,2025-02-06,REG
COL_CGY_2025-02-06,COL,2024020868,away,4,1,2,2025-02-06,REG
COL_CGY_2025-02-06,CGY,2024020868,home,2,0,2,2025-02-06,REG
TOR_SEA_2025-02-06,TOR,2024020869,away,3,1,2,2025-02-06,REG
TOR_SEA_2025-02-06,SEA,2024020869,home,1,0,2,2025-02-06,REG
VAN_SJS_2025-02-06,VAN,2024020870,away,2,1,2,2025-02-06,OT
VAN_SJS_2025-02-06,SJS,2024020870,home,1,0,2,2025-02-06,OT
PIT_NYR_2025-02-07,PIT,2024020871,away,3,1,2,2025-02-07,REG
PIT_NYR_2025-02-07,NYR,2024020871,home,2,0,2,2025-02-07,REG
NYI_WPG_2025-02-07,NYI,2024020872,away,3,0,2,2025-02-07,REG
NYI_WPG_2025-02-07,WPG,2024020872,home,4,1,2,2025-02-07,REG
NSH_CHI_2025-02-07,NSH,2024020873,away,2,0,2,2025-02-07,REG
NSH_CHI_2025-02-07,CHI,2024020873,home,6,1,2,2025-02-07,REG
COL_EDM_2025-02-07,COL,2024020874,away,5,1,2,2025-02-07,REG
COL_EDM_2025-02-07,EDM,2024020874,home,4,0,2,2025-02-07,REG
DAL_LAK_2025-02-07,DAL,2024020875,away,4,0,2,2025-02-07,SO
DAL_LAK_2025-02-07,LAK,2024020875,home,5,1,2,2025-02-07,SO
TBL_DET_2025-02-08,TBL,2024020877,away,6,1,2,2025-02-08,REG
TBL_DET_2025-02-08,DET,2024020877,home,3,0,2,2025-02-08,REG
NJD_MTL_2025-02-08,NJD,2024020876,away,4,1,2,2025-02-08,REG
NJD_MTL_2025-02-08,MTL,2024020876,home,0,0,2,2025-02-08,REG
UTA_CAR_2025-02-08,UTA,2024020878,away,3,0,2,2025-02-08,REG
UTA_CAR_2025-02-08,CAR,2024020878,home,7,1,2,2025-02-08,REG
VGK_BOS_2025-02-08,VGK,2024020879,away,4,1,2,2025-02-08,REG
VGK_BOS_2025-02-08,BOS,2024020879,home,3,0,2,2025-02-08,REG
PIT_PHI_2025-02-08,PIT,2024020881,away,2,0,2,2025-02-08,REG
PIT_PHI_2025-02-08,PHI,2024020881,home,3,1,2,2025-02-08,REG
OTT_FLA_2025-02-08,OTT,2024020880,away,1,0,2,2025-02-08,REG
OTT_FLA_2025-02-08,FLA,2024020880,home,5,1,2,2025-02-08,REG
NYR_CBJ_2025-02-08,NYR,2024020882,away,4,1,2,2025-02-08,REG
NYR_CBJ_2025-02-08,CBJ,2024020882,home,3,0,2,2025-02-08,REG
CHI_STL_2025-02-08,CHI,2024020883,away,5,0,2,2025-02-08,SO
CHI_STL_2025-02-08,STL,2024020883,home,6,1,2,2025-02-08,SO
TOR_VAN_2025-02-08,TOR,2024020884,away,1,0,2,2025-02-08,REG
TOR_VAN_2025-02-08,VAN,2024020884,home,2,1,2,2025-02-08,REG
NYI_MIN_2025-02-08,NYI,2024020886,away,3,0,2,2025-02-08,REG
NYI_MIN_2025-02-08,MIN,2024020886,home,6,1,2,2025-02-08,REG
BUF_NSH_2025-02-08,BUF,2024020885,away,4,0,2,2025-02-08,REG
BUF_NSH_2025-02-08,NSH,2024020885,home,6,1,2,2025-02-08,REG
SEA_CGY_2025-02-08,SEA,2024020887,away,3,1,2,2025-02-08,OT
SEA_CGY_2025-02-08,CGY,2024020887,home,2,0,2,2025-02-08,OT
DAL_SJS_2025-02-08,DAL,2024020889,away,8,1,2,2025-02-08,REG
DAL_SJS_2025-02-08,SJS,2024020889,home,3,0,2,2025-02-08,REG
ANA_LAK_2025-02-08,ANA,2024020888,away,2,1,2,2025-02-08,SO
ANA_LAK_2025-02-08,LAK,2024020888,home,1,0,2,2025-02-08,SO
UTA_WSH_2025-02-09,UTA,2024020890,away,5,1,2,2025-02-09,SO
UTA_WSH_2025-02-09,WSH,2024020890,home,4,0,2,2025-02-09,SO
TBL_MTL_2025-02-09,TBL,2024020891,away,5,1,2,2025-02-09,REG
TBL_MTL_2025-02-09,MTL,2024020891,home,3,0,2,2025-02-09,REG
MIN_DET_2025-02-22,MIN,2024020894,away,4,1,2,2025-02-22,OT
MIN_DET_2025-02-22,DET,2024020894,home,3,0,2,2025-02-22,OT
EDM_PHI_2025-02-22,EDM,2024020892,away,3,0,2,2025-02-22,REG
EDM_PHI_2025-02-22,PHI,2024020892,home,6,1,2,2025-02-22,REG
WSH_PIT_2025-02-22,WSH,2024020893,away,8,1,2,2025-02-22,REG
WSH_PIT_2025-02-22,PIT,2024020893,home,3,0,2,2025-02-22,REG
NYR_BUF_2025-02-22,NYR,2024020895,away,2,0,2,2025-02-22,REG
NYR_BUF_2025-02-22,BUF,2024020895,home,8,1,2,2025-02-22,REG
SEA_FLA_2025-02-22,SEA,2024020896,away,2,1,2,2025-02-22,REG
SEA_FLA_2025-02-22,FLA,2024020896,home,1,0,2,2025-02-22,REG
COL_NSH_2025-02-22,COL,2024020898,away,1,0,2,2025-02-22,REG
COL_NSH_2025-02-22,NSH,2024020898,home,2,1,2,2025-02-22,REG
DAL_NJD_2025-02-22,DAL,2024020897,away,4,1,2,2025-02-22,REG
DAL_NJD_2025-02-22,NJD,2024020897,home,2,0,2,2025-02-22,REG
CAR_TOR_2025-02-22,CAR,2024020900,away,3,0,2,2025-02-22,REG
CAR_TOR_2025-02-22,TOR,2024020900,home,6,1,2,2025-02-22,REG
WPG_STL_2025-02-22,WPG,2024020903,away,4,1,2,2025-02-22,SO
WPG_STL_2025-02-22,STL,2024020903,home,3,0,2,2025-02-22,SO
MTL_OTT_2025-02-22,MTL,2024020901,away,5,1,2,2025-02-22,REG
MTL_OTT_2025-02-22,OTT,2024020901,home,2,0,2,2025-02-22,REG
ANA_BOS_2025-02-22,ANA,2024020899,away,3,1,2,2025-02-22,OT
ANA_BOS_2025-02-22,BOS,2024020899,home,2,0,2,2025-02-22,OT
CHI_CBJ_2025-02-22,CHI,2024020902,away,1,0,2,2025-02-22,REG
CHI_CBJ_2025-02-22,CBJ,2024020902,home,5,1,2,2025-02-22,REG
UTA_LAK_2025-02-22,UTA,2024020904,away,3,0,2,2025-02-22,REG
UTA_LAK_2025-02-22,LAK,2024020904,home,5,1,2,2025-02-22,REG
VAN_VGK_2025-02-22,VAN,2024020905,away,1,0,2,2025-02-22,REG
VAN_VGK_2025-02-22,VGK,2024020905,home,3,1,2,2025-02-22,REG
EDM_WSH_2025-02-23,EDM,2024020906,away,3,0,2,2025-02-23,REG
EDM_WSH_2025-02-23,WSH,2024020906,home,7,1,2,2025-02-23,REG
NYR_PIT_2025-02-23,NYR,2024020907,away,5,1,2,2025-02-23,REG
NYR_PIT_2025-02-23,PIT,2024020907,home,3,0,2,2025-02-23,REG
NJD_NSH_2025-02-23,NJD,2024020911,away,5,1,2,2025-02-23,REG
NJD_NSH_2025-02-23,NSH,2024020911,home,0,0,2,2025-02-23,REG
COL_STL_2025-02-23,COL,2024020910,away,1,0,2,2025-02-23,REG
COL_STL_2025-02-23,STL,2024020910,home,3,1,2,2025-02-23,REG
ANA_DET_2025-02-23,ANA,2024020908,away,4,0,2,2025-02-23,OT
ANA_DET_2025-02-23,DET,2024020908,home,5,1,2,2025-02-23,OT
SEA_TBL_2025-02-23,SEA,2024020909,away,1,0,2,2025-02-23,REG
SEA_TBL_2025-02-23,TBL,2024020909,home,4,1,2,2025-02-23,REG
TOR_CHI_2025-02-23,TOR,2024020912,away,5,1,2,2025-02-23,REG
TOR_CHI_2025-02-23,CHI,2024020912,home,2,0,2,2025-02-23,REG
DAL_NYI_2025-02-23,DAL,2024020913,away,4,1,2,2025-02-23,REG
DAL_NYI_2025-02-23,NYI,2024020913,home,3,0,2,2025-02-23,REG
VAN_UTA_2025-02-23,VAN,2024020915,away,1,0,2,2025-02-23,REG
VAN_UTA_2025-02-23,UTA,2024020915,home,2,1,2,2025-02-23,REG
SJS_CGY_2025-02-23,SJS,2024020914,away,2,0,2,2025-02-23,REG
SJS_CGY_2025-02-23,CGY,2024020914,home,3,1,2,2025-02-23,REG
SJS_WPG_2025-02-24,SJS,2024020916,away,1,0,2,2025-02-24,OT
SJS_WPG_2025-02-24,WPG,2024020916,home,2,1,2,2025-02-24,OT
VGK_LAK_2025-02-24,VGK,2024020917,away,2,0,2,2025-02-24,REG
VGK_LAK_2025-02-24,LAK,2024020917,home,5,1,2,2025-02-24,REG
DAL_CBJ_2025-02-25,DAL,2024020924,away,4,0,2,2025-02-25,REG
DAL_CBJ_2025-02-25,CBJ,2024020924,home,6,1,2,2025-02-25,REG
TOR_BOS_2025-02-25,TOR,2024020918,away,5,1,2,2025-02-25,OT
TOR_BOS_2025-02-25,BOS,2024020918,home,4,0,2,2025-02-25,OT
ANA_BUF_2025-02-25,ANA,2024020919,away,2,0,2,2025-02-25,REG
ANA_BUF_2025-02-25,BUF,2024020919,home,3,1,2,2025-02-25,REG
CAR_MTL_2025-02-25,CAR,2024020920,away,0,0,2,2025-02-25,REG
CAR_MTL_2025-02-25,MTL,2024020920,home,4,1,2,2025-02-25,REG
CGY_WSH_2025-02-25,CGY,2024020923,away,3,1,2,2025-02-25,REG
CGY_WSH_2025-02-25,WSH,2024020923,home,1,0,2,2025-02-25,REG
PIT_PHI_2025-02-25,PIT,2024020922,away,1,0,2,2025-02-25,REG
PIT_PHI_2025-02-25,PHI,2024020922,home,6,1,2,2025-02-25,REG
EDM_TBL_2025-02-25,EDM,2024020921,away,1,0,2,2025-02-25,REG
EDM_TBL_2025-02-25,TBL,2024020921,home,4,1,2,2025-02-25,REG
NYR_NYI_2025-02-25,NYR,2024020925,away,5,1,2,2025-02-25,REG
NYR_NYI_2025-02-25,NYI,2024020925,home,1,0,2,2025-02-25,REG
DET_MIN_2025-02-25,DET,2024020928,away,3,1,2,2025-02-25,REG
DET_MIN_2025-02-25,MIN,2024020928,home,2,0,2,2025-02-25,REG
SEA_STL_2025-02-25,SEA,2024020926,away,2,0,2,2025-02-25,REG
SEA_STL_2025-02-25,STL,2024020926,home,7,1,2,2025-02-25,REG
FLA_NSH_2025-02-25,FLA,2024020927,away,4,1,2,2025-02-25,REG
FLA_NSH_2025-02-25,NSH,2024020927,home,1,0,2,2025-02-25,REG
CHI_UTA_2025-02-25,CHI,2024020929,away,1,0,2,2025-02-25,REG
CHI_UTA_2025-02-25,UTA,2024020929,home,2,1,2,2025-02-25,REG
WPG_OTT_2025-02-26,WPG,2024020930,away,4,1,2,2025-02-26,REG
WPG_OTT_2025-02-26,OTT,2024020930,home,1,0,2,2025-02-26,REG
NJD_COL_2025-02-26,NJD,2024020931,away,1,0,2,2025-02-26,REG
NJD_COL_2025-02-26,COL,2024020931,home,5,1,2,2025-02-26,REG
VAN_LAK_2025-02-26,VAN,2024020932,away,3,1,2,2025-02-26,OT
VAN_LAK_2025-02-26,LAK,2024020932,home,2,0,2,2025-02-26,OT
STL_WSH_2025-02-27,STL,2024020939,away,5,1,2,2025-02-27,REG
STL_WSH_2025-02-27,WSH,2024020939,home,2,0,2,2025-02-27,REG
NYI_BOS_2025-02-27,NYI,2024020933,away,2,1,2,2025-02-27,REG
NYI_BOS_2025-02-27,BOS,2024020933,home,1,0,2,2025-02-27,REG
BUF_CAR_2025-02-27,BUF,2024020940,away,2,0,2,2025-02-27,REG
BUF_CAR_2025-02-27,CAR,2024020940,home,5,1,2,2025-02-27,REG
CBJ_DET_2025-02-27,CBJ,2024020935,away,5,1,2,2025-02-27,REG
CBJ_DET_2025-02-27,DET,2024020935,home,2,0,2,2025-02-27,REG
CGY_TBL_2025-02-27,CGY,2024020936,away,0,0,2,2025-02-27,REG
CGY_TBL_2025-02-27,TBL,2024020936,home,3,1,2,2025-02-27,REG
SJS_MTL_2025-02-27,SJS,2024020934,away,3,0,2,2025-02-27,OT
SJS_MTL_2025-02-27,MTL,2024020934,home,4,1,2,2025-02-27,OT
EDM_FLA_2025-02-27,EDM,2024020937,away,3,0,2,2025-02-27,REG
EDM_FLA_2025-02-27,FLA,2024020937,home,4,1,2,2025-02-27,REG
PHI_PIT_2025-02-27,PHI,2024020938,away,4,0,2,2025-02-27,OT
PHI_PIT_2025-02-27,PIT,2024020938,home,5,1,2,2025-02-27,OT
WPG_NSH_2025-02-27,WPG,2024020941,away,1,0,2,2025-02-27,REG
WPG_NSH_2025-02-27,NSH,2024020941,home,2,1,2,2025-02-27,REG
MIN_UTA_2025-02-27,MIN,2024020942,away,1,0,2,2025-02-27,REG
MIN_UTA_2025-02-27,UTA,2024020942,home,6,1,2,2025-02-27,REG
CHI_VGK_2025-02-27,CHI,2024020943,away,5,0,2,2025-02-27,REG
CHI_VGK_2025-02-27,VGK,2024020943,home,7,1,2,2025-02-27,REG
VAN_ANA_2025-02-27,VAN,2024020944,away,2,0,2,2025-02-27,REG
VAN_ANA_2025-02-27,ANA,2024020944,home,5,1,2,2025-02-27,REG
TOR_NYR_2025-02-28,TOR,2024020945,away,3,1,2,2025-02-28,REG
TOR_NYR_2025-02-28,NYR,2024020945,home,2,0,2,2025-02-28,REG
LAK_DAL_2025-02-28,LAK,2024020946,away,2,0,2,2025-02-28,REG
LAK_DAL_2025-02-28,DAL,2024020946,home,6,1,2,2025-02-28,REG
MIN_COL_2025-02-28,MIN,2024020947,away,2,0,2,2025-02-28,REG
MIN_COL_2025-02-28,COL,2024020947,home,5,1,2,2025-02-28,REG
TBL_WSH_2025-03-01,TBL,2024020950,away,3,1,2,2025-03-01,REG
TBL_WSH_2025-03-01,WSH,2024020950,home,1,0,2,2025-03-01,REG
NSH_NYI_2025-03-01,NSH,2024020949,away,4,0,2,2025-03-01,REG
NSH_NYI_2025-03-01,NYI,2024020949,home,7,1,2,2025-03-01,REG
CGY_FLA_2025-03-01,CGY,2024020951,away,0,0,2,2025-03-01,REG
CGY_FLA_2025-03-01,FLA,2024020951,home,3,1,2,2025-03-01,REG
BOS_PIT_2025-03-01,BOS,2024020952,away,3,1,2,2025-03-01,REG
BOS_PIT_2025-03-01,PIT,2024020952,home,2,0,2,2025-03-01,REG
DET_CBJ_2025-03-01,DET,2024020948,away,3,0,2,2025-03-01,REG
DET_CBJ_2025-03-01,CBJ,2024020948,home,5,1,2,2025-03-01,REG
EDM_CAR_2025-03-01,EDM,2024020955,away,3,1,2,2025-03-01,REG
EDM_CAR_2025-03-01,CAR,2024020955,home,1,0,2,2025-03-01,REG
SJS_OTT_2025-03-01,SJS,2024020954,away,3,0,2,2025-03-01,REG
SJS_OTT_2025-03-01,OTT,2024020954,home,5,1,2,2025-03-01,REG
PHI_WPG_2025-03-01,PHI,2024020956,away,2,1,2,2025-03-01,SO
PHI_WPG_2025-03-01,WPG,2024020956,home,1,0,2,2025-03-01,SO
MTL_BUF_2025-03-01,MTL,2024020953,away,4,1,2,2025-03-01,REG
MTL_BUF_2025-03-01,BUF,2024020953,home,2,0,2,2025-03-01,REG
LAK_STL_2025-03-01,LAK,2024020957,away,1,0,2,2025-03-01,REG
LAK_STL_2025-03-01,STL,2024020957,home,4,1,2,2025-03-01,REG
NJD_UTA_2025-03-01,NJD,2024020958,away,3,1,2,2025-03-01,REG
NJD_UTA_2025-03-01,UTA,2024020958,home,1,0,2,2025-03-01,REG
CHI_ANA_2025-03-01,CHI,2024020959,away,6,1,2,2025-03-01,REG
CHI_ANA_2025-03-01,ANA,2024020959,home,3,0,2,2025-03-01,REG
VAN_SEA_2025-03-01,VAN,2024020960,away,3,0,2,2025-03-01,REG
VAN_SEA_2025-03-01,SEA,2024020960,home,6,1,2,2025-03-01,REG
TOR_PIT_2025-03-02,TOR,2024020961,away,6,1,2,2025-03-02,OT
TOR_PIT_2025-03-02,PIT,2024020961,home,5,0,2,2025-03-02,OT
BOS_MIN_2025-03-02,BOS,2024020962,away,0,0,2,2025-03-02,REG
BOS_MIN_2025-03-02,MIN,2024020962,home,1,1,2,2025-03-02,REG
CGY_CAR_2025-03-02,CGY,2024020963,away,1,0,2,2025-03-02,OT
CGY_CAR_2025-03-02,CAR,2024020963,home,2,1,2,2025-03-02,OT
STL_DAL_2025-03-02,STL,2024020964,away,3,0,2,2025-03-02,REG
STL_DAL_2025-03-02,DAL,2024020964,home,6,1,2,2025-03-02,REG
NSH_NYR_2025-03-02,NSH,2024020965,away,0,0,2,2025-03-02,REG
NSH_NYR_2025-03-02,NYR,2024020965,home,4,1,2,2025-03-02,REG
NJD_VGK_2025-03-02,NJD,2024020966,away,0,0,2,2025-03-02,REG
NJD_VGK_2025-03-02,VGK,2024020966,home,2,1,2,2025-03-02,REG
OTT_WSH_2025-03-03,OTT,2024020967,away,4,0,2,2025-03-03,SO
OTT_WSH_2025-03-03,WSH,2024020967,home,5,1,2,2025-03-03,SO
NYI_NYR_2025-03-03,NYI,2024020970,away,0,0,2,2025-03-03,REG
NYI_NYR_2025-03-03,NYR,2024020970,home,4,1,2,2025-03-03,REG
TBL_FLA_2025-03-03,TBL,2024020969,away,1,0,2,2025-03-03,REG
TBL_FLA_2025-03-03,FLA,2024020969,home,2,1,2,2025-03-03,REG
BUF_MTL_2025-03-03,BUF,2024020968,away,3,0,2,2025-03-03,OT
BUF_MTL_2025-03-03,MTL,2024020968,home,4,1,2,2025-03-03,OT
SJS_TOR_2025-03-03,SJS,2024020971,away,3,1,2,2025-03-03,SO
SJS_TOR_2025-03-03,TOR,2024020971,home,2,0,2,2025-03-03,SO
LAK_CHI_2025-03-03,LAK,2024020972,away,1,0,2,2025-03-03,REG
LAK_CHI_2025-03-03,CHI,2024020972,home,5,1,2,2025-03-03,REG
CBJ_TBL_2025-03-04,CBJ,2024020976,away,2,0,2,2025-03-04,REG
CBJ_TBL_2025-03-04,TBL,2024020976,home,6,1,2,2025-03-04,REG
CGY_PHI_2025-03-04,CGY,2024020977,away,6,1,2,2025-03-04,REG
CGY_PHI_2025-03-04,PHI,2024020977,home,3,0,2,2025-03-04,REG
CAR_DET_2025-03-04,CAR,2024020975,away,2,1,2,2025-03-04,REG
CAR_DET_2025-03-04,DET,2024020975,home,1,0,2,2025-03-04,REG
NSH_BOS_2025-03-04,NSH,2024020973,away,6,1,2,2025-03-04,REG
NSH_BOS_2025-03-04,BOS,2024020973,home,3,0,2,2025-03-04,REG
SJS_BUF_2025-03-04,SJS,2024020974,away,6,1,2,2025-03-04,REG
SJS_BUF_2025-03-04,BUF,2024020974,home,2,0,2,2025-03-04,REG
WPG_NYI_2025-03-04,WPG,2024020978,away,2,0,2,2025-03-04,REG
WPG_NYI_2025-03-04,NYI,2024020978,home,3,1,2,2025-03-04,REG
NJD_DAL_2025-03-04,NJD,2024020979,away,3,0,2,2025-03-04,REG
NJD_DAL_2025-03-04,DAL,2024020979,home,4,1,2,2025-03-04,REG
ANA_EDM_2025-03-04,ANA,2024020981,away,6,1,2,2025-03-04,REG
ANA_EDM_2025-03-04,EDM,2024020981,home,2,0,2,2025-03-04,REG
PIT_COL_2025-03-04,PIT,2024020980,away,1,0,2,2025-03-04,REG
PIT_COL_2025-03-04,COL,2024020980,home,4,1,2,2025-03-04,REG
MIN_SEA_2025-03-04,MIN,2024020982,away,4,1,2,2025-03-04,REG
MIN_SEA_2025-03-04,SEA,2024020982,home,3,0,2,2025-03-04,REG
OTT_CHI_2025-03-05,OTT,2024020984,away,4,1,2,2025-03-05,OT
OTT_CHI_2025-03-05,CHI,2024020984,home,3,0,2,2025-03-05,OT
WSH_NYR_2025-03-05,WSH,2024020983,away,3,1,2,2025-03-05,OT
WSH_NYR_2025-03-05,NYR,2024020983,home,2,0,2,2025-03-05,OT
TOR_VGK_2025-03-05,TOR,2024020985,away,2,0,2,2025-03-05,REG
TOR_VGK_2025-03-05,VGK,2024020985,home,5,1,2,2025-03-05,REG
STL_LAK_2025-03-05,STL,2024020987,away,3,1,2,2025-03-05,SO
STL_LAK_2025-03-05,LAK,2024020987,home,2,0,2,2025-03-05,SO
ANA_VAN_2025-03-05,ANA,2024020986,away,2,0,2,2025-03-05,REG
ANA_VAN_2025-03-05,VAN,2024020986,home,3,1,2,2025-03-05,REG
UTA_DET_2025-03-06,UTA,2024020988,away,4,1,2,2025-03-06,REG
UTA_DET_2025-03-06,DET,2024020988,home,2,0,2,2025-03-06,REG
BUF_TBL_2025-03-06,BUF,2024020989,away,5,0,2,2025-03-06,REG
BUF_TBL_2025-03-06,TBL,2024020989,home,6,1,2,2025-03-06,REG
CBJ_FLA_2025-03-06,CBJ,2024020990,away,0,0,2,2025-03-06,REG
CBJ_FLA_2025-03-06,FLA,2024020990,home,3,1,2,2025-03-06,REG
BOS_CAR_2025-03-06,BOS,2024020992,away,2,0,2,2025-03-06,REG
BOS_CAR_2025-03-06,CAR,2024020992,home,3,1,2,2025-03-06,REG
WPG_PHI_2025-03-06,WPG,2024020991,away,4,1,2,2025-03-06,REG
WPG_PHI_2025-03-06,PHI,2024020991,home,1,0,2,2025-03-06,REG
CGY_DAL_2025-03-06,CGY,2024020994,away,2,0,2,2025-03-06,OT
CGY_DAL_2025-03-06,DAL,2024020994,home,3,1,2,2025-03-06,OT
SEA_NSH_2025-03-06,SEA,2024020993,away,3,0,2,2025-03-06,REG
SEA_NSH_2025-03-06,NSH,2024020993,home,5,1,2,2025-03-06,REG
MTL_EDM_2025-03-06,MTL,2024020995,away,2,0,2,2025-03-06,OT
MTL_EDM_2025-03-06,EDM,2024020995,home,3,1,2,2025-03-06,OT
SJS_COL_2025-03-06,SJS,2024020996,away,3,0,2,2025-03-06,REG
SJS_COL_2025-03-06,COL,2024020996,home,7,1,2,2025-03-06,REG
WPG_NJD_2025-03-07,WPG,2024020997,away,6,1,2,2025-03-07,REG
WPG_NJD_2025-03-07,NJD,2024020997,home,1,0,2,2025-03-07,REG
DET_WSH_2025-03-07,DET,2024020998,away,2,0,2,2025-03-07,REG
DET_WSH_2025-03-07,WSH,2024020998,home,5,1,2,2025-03-07,REG
UTA_CHI_2025-03-07,UTA,2024020999,away,3,0,2,2025-03-07,OT
UTA_CHI_2025-03-07,CHI,2024020999,home,4,1,2,2025-03-07,OT
STL_ANA_2025-03-07,STL,2024021002,away,4,1,2,2025-03-07,REG
STL_ANA_2025-03-07,ANA,2024021002,home,3,0,2,2025-03-07,REG
PIT_VGK_2025-03-07,PIT,2024021001,away,0,0,2,2025-03-07,REG
PIT_VGK_2025-03-07,VGK,2024021001,home,4,1,2,2025-03-07,REG
MIN_VAN_2025-03-07,MIN,2024021000,away,1,0,2,2025-03-07,REG
MIN_VAN_2025-03-07,VAN,2024021000,home,3,1,2,2025-03-07,REG
