gameid,date,time_start,tricode_for,id_for,tricode_against,id_against,metric_score_for,metric_score_against,period_ending,tricode_winteam
2020020001,2021-01-13,2021-01-13T22:30:00Z,PHI,4,PIT,5,6,3,REG,PHI
2020020003,2021-01-13,2021-01-14T00:00:00Z,TOR,10,MTL,8,5,4,OT,TOR
2020020002,2021-01-13,2021-01-14T01:00:00Z,TBL,14,CHI,16,5,1,REG,TBL
2020020004,2021-01-13,2021-01-14T03:00:00Z,EDM,22,VAN,23,3,5,REG,VAN
2020020005,2021-01-13,2021-01-14T03:30:00Z,COL,21,STL,19,1,4,REG,STL
2020020006,2021-01-14,2021-01-15T00:00:00Z,BUF,7,WSH,15,4,6,REG,WSH
2020020008,2021-01-14,2021-01-15T00:00:00Z,NYR,3,NYI,2,0,4,REG,NYI
2020020007,2021-01-14,2021-01-15T00:00:00Z,NJD,1,BOS,6,2,3,SO,BOS
2020020010,2021-01-14,2021-01-15T00:30:00Z,DET,17,CAR,12,0,3,REG,CAR
2020020012,2021-01-14,2021-01-15T01:00:00Z,WPG,52,CGY,20,4,3,OT,WPG
2020020011,2021-01-14,2021-01-15T01:00:00Z,NSH,18,CBJ,29,3,1,REG,NSH
2020020013,2021-01-14,2021-01-15T02:00:00Z,EDM,22,VAN,23,5,2,REG,EDM
2020020014,2021-01-14,2021-01-15T02:00:00Z,ARI,53,SJS,28,3,4,SO,SJS
2020020016,2021-01-14,2021-01-15T03:00:00Z,LAK,26,MIN,30,3,4,OT,MIN
2020020015,2021-01-14,2021-01-15T03:00:00Z,VGK,54,ANA,24,5,2,REG,VGK
2020020017,2021-01-15,2021-01-16T00:00:00Z,BUF,7,WSH,15,1,2,REG,WSH
2020020018,2021-01-15,2021-01-16T00:00:00Z,PHI,4,PIT,5,5,2,REG,PHI
2020020021,2021-01-15,2021-01-16T00:00:00Z,OTT,9,TOR,10,5,3,REG,OTT
2020020019,2021-01-15,2021-01-16T00:00:00Z,TBL,14,CHI,16,5,2,REG,TBL
2020020022,2021-01-15,2021-01-16T02:00:00Z,COL,21,STL,19,8,0,REG,COL
2020020023,2021-01-16,2021-01-16T18:00:00Z,NJD,1,BOS,6,2,1,OT,NJD
2020020030,2021-01-16,2021-01-16T21:00:00Z,ARI,53,SJS,28,5,3,REG,ARI
2020020025,2021-01-16,2021-01-17T00:00:00Z,DET,17,CAR,12,4,2,REG,DET
2020020027,2021-01-16,2021-01-17T00:00:00Z,OTT,9,TOR,10,2,3,REG,TOR
2020020029,2021-01-16,2021-01-17T00:00:00Z,EDM,22,MTL,8,1,5,REG,MTL
2020020024,2021-01-16,2021-01-17T00:00:00Z,NYR,3,NYI,2,5,0,REG,NYR
2020020026,2021-01-16,2021-01-17T01:00:00Z,NSH,18,CBJ,29,5,2,REG,NSH
