gameIdx,team_tri,gameid,teamloc,goals,hits,goals_pp,shots,shots_blocked,poss_giveaway,poss_takeaway,win,seasonIdx,gameDate,gameEnd
SJS_NSH_2022-10-07,SJS,2022020001,away,1,1.0,0.0,0.0,3.0,1.0,0.0,0,2,2022-10-07,REG
SJS_NSH_2022-10-07,NSH,2022020001,home,4,0.0,0.0,2.0,0.0,1.0,0.0,1,2,2022-10-07,REG
NSH_SJS_2022-10-08,NSH,2022020002,away,3,7.0,0.0,1.0,3.0,0.0,0.0,1,2,2022-10-08,REG
NSH_SJS_2022-10-08,SJS,2022020002,home,2,2.0,0.0,1.0,0.0,0.0,1.0,0,2,2022-10-08,REG
TBL_NYR_2022-10-11,TBL,2022020003,away,1,4.0,0.0,6.0,0.0,1.0,1.0,0,2,2022-10-11,REG
TBL_NYR_2022-10-11,NYR,2022020003,home,3,2.0,0.0,1.0,0.0,3.0,3.0,1,2,2022-10-11,REG
VGK_LAK_2022-10-11,VGK,2022020004,away,4,2.0,0.0,4.0,2.0,0.0,0.0,1,2,2022-10-11,REG
VGK_LAK_2022-10-11,LAK,2022020004,home,3,5.0,0.0,4.0,3.0,2.0,0.0,0,2,2022-10-11,REG
CBJ_CAR_2022-10-12,CBJ,2022020006,away,1,4.0,0.0,2.0,6.0,1.0,1.0,0,2,2022-10-12,REG
CBJ_CAR_2022-10-12,CAR,2022020006,home,4,3.0,0.0,6.0,0.0,0.0,4.0,1,2,2022-10-12,REG
TOR_MTL_2022-10-12,TOR,2022020007,away,3,4.0,0.0,1.0,3.0,0.0,0.0,0,2,2022-10-12,REG
TOR_MTL_2022-10-12,MTL,2022020007,home,4,1.0,0.0,1.0,2.0,2.0,0.0,1,2,2022-10-12,REG
BOS_WSH_2022-10-12,BOS,2022020005,away,5,4.0,0.0,4.0,1.0,0.0,0.0,1,2,2022-10-12,REG
BOS_WSH_2022-10-12,WSH,2022020005,home,2,9.0,0.0,5.0,0.0,1.0,2.0,0,2,2022-10-12,REG
CHI_COL_2022-10-12,CHI,2022020008,away,2,9.0,0.0,2.0,3.0,0.0,0.0,0,2,2022-10-12,REG
CHI_COL_2022-10-12,COL,2022020008,home,5,1.0,0.0,2.0,0.0,0.0,0.0,1,2,2022-10-12,REG
VAN_EDM_2022-10-12,VAN,2022020010,away,3,6.0,0.0,5.0,5.0,0.0,0.0,0,2,2022-10-12,REG
VAN_EDM_2022-10-12,EDM,2022020010,home,5,5.0,0.0,2.0,0.0,2.0,1.0,1,2,2022-10-12,REG
SEA_ANA_2022-10-12,SEA,2022020009,away,4,2.0,0.0,2.0,0.0,0.0,1.0,0,2,2022-10-12,OT
SEA_ANA_2022-10-12,ANA,2022020009,home,5,2.0,1.0,2.0,0.0,1.0,0.0,1,2,2022-10-12,OT
ARI_PIT_2022-10-13,ARI,2022020011,away,2,4.0,0.0,1.0,2.0,0.0,0.0,0,2,2022-10-13,REG
ARI_PIT_2022-10-13,PIT,2022020011,home,6,6.0,0.0,7.0,3.0,0.0,0.0,1,2,2022-10-13,REG
NJD_PHI_2022-10-13,NJD,2022020012,away,2,4.0,1.0,5.0,1.0,2.0,0.0,0,2,2022-10-13,REG
NJD_PHI_2022-10-13,PHI,2022020012,home,5,2.0,1.0,4.0,4.0,2.0,0.0,1,2,2022-10-13,REG
OTT_BUF_2022-10-13,OTT,2022020013,away,1,4.0,0.0,5.0,1.0,0.0,0.0,0,2,2022-10-13,REG
OTT_BUF_2022-10-13,BUF,2022020013,home,4,0.0,0.0,1.0,2.0,1.0,0.0,1,2,2022-10-13,REG
WSH_TOR_2022-10-13,WSH,2022020015,away,2,5.0,0.0,6.0,0.0,1.0,0.0,0,2,2022-10-13,REG
WSH_TOR_2022-10-13,TOR,2022020015,home,3,3.0,0.0,3.0,4.0,1.0,2.0,1,2,2022-10-13,REG
FLA_NYI_2022-10-13,FLA,2022020014,away,3,2.0,0.0,1.0,0.0,3.0,2.0,1,2,2022-10-13,REG
FLA_NYI_2022-10-13,NYI,2022020014,home,1,0.0,0.0,4.0,4.0,2.0,0.0,0,2,2022-10-13,REG
NYR_MIN_2022-10-13,NYR,2022020017,away,7,1.0,0.0,2.0,0.0,0.0,0.0,1,2,2022-10-13,REG
NYR_MIN_2022-10-13,MIN,2022020017,home,3,0.0,0.0,1.0,3.0,1.0,2.0,0,2,2022-10-13,REG
DAL_NSH_2022-10-13,DAL,2022020016,away,4,10.0,0.0,1.0,4.0,0.0,0.0,1,2,2022-10-13,REG
DAL_NSH_2022-10-13,NSH,2022020016,home,1,3.0,0.0,5.0,1.0,0.0,0.0,0,2,2022-10-13,REG
COL_CGY_2022-10-13,COL,2022020018,away,3,3.0,0.0,4.0,3.0,3.0,1.0,0,2,2022-10-13,REG
COL_CGY_2022-10-13,CGY,2022020018,home,5,2.0,0.0,3.0,1.0,2.0,0.0,1,2,2022-10-13,REG
CHI_VGK_2022-10-13,CHI,2022020019,away,0,3.0,0.0,4.0,4.0,0.0,3.0,0,2,2022-10-13,REG
CHI_VGK_2022-10-13,VGK,2022020019,home,1,0.0,0.0,3.0,2.0,3.0,1.0,1,2,2022-10-13,REG
SEA_LAK_2022-10-13,SEA,2022020020,away,4,3.0,0.0,2.0,0.0,0.0,1.0,1,2,2022-10-13,REG
SEA_LAK_2022-10-13,LAK,2022020020,home,1,2.0,0.0,1.0,1.0,1.0,1.0,0,2,2022-10-13,REG
MTL_DET_2022-10-14,MTL,2022020022,away,0,0.0,0.0,4.0,1.0,0.0,0.0,0,2,2022-10-14,REG
MTL_DET_2022-10-14,DET,2022020022,home,3,3.0,0.0,5.0,3.0,3.0,2.0,1,2,2022-10-14,REG
TBL_CBJ_2022-10-14,TBL,2022020021,away,5,4.0,1.0,4.0,0.0,0.0,0.0,1,2,2022-10-14,REG
TBL_CBJ_2022-10-14,CBJ,2022020021,home,2,1.0,0.0,2.0,2.0,0.0,0.0,0,2,2022-10-14,REG
NYR_WPG_2022-10-14,NYR,2022020023,away,1,1.0,0.0,4.0,3.0,3.0,0.0,0,2,2022-10-14,REG
NYR_WPG_2022-10-14,WPG,2022020023,home,4,5.0,0.0,2.0,1.0,5.0,0.0,1,2,2022-10-14,REG
CAR_SJS_2022-10-14,CAR,2022020024,away,2,3.0,0.0,3.0,1.0,1.0,3.0,1,2,2022-10-14,REG
CAR_SJS_2022-10-14,SJS,2022020024,home,1,2.0,0.0,1.0,3.0,2.0,0.0,0,2,2022-10-14,REG
FLA_BUF_2022-10-15,FLA,2022020025,away,4,2.0,1.0,7.0,1.0,2.0,0.0,1,2,2022-10-15,REG
FLA_BUF_2022-10-15,BUF,2022020025,home,3,2.0,0.0,1.0,2.0,1.0,0.0,0,2,2022-10-15,REG
VAN_PHI_2022-10-15,VAN,2022020026,away,2,5.0,0.0,1.0,2.0,0.0,0.0,0,2,2022-10-15,REG
VAN_PHI_2022-10-15,PHI,2022020026,home,3,3.0,0.0,4.0,3.0,1.0,0.0,1,2,2022-10-15,REG
MTL_WSH_2022-10-15,MTL,2022020029,away,1,1.0,0.0,6.0,0.0,4.0,2.0,0,2,2022-10-15,REG
MTL_WSH_2022-10-15,WSH,2022020029,home,3,4.0,0.0,6.0,5.0,2.0,4.0,1,2,2022-10-15,REG
OTT_TOR_2022-10-15,OTT,2022020030,away,2,7.0,0.0,2.0,1.0,1.0,1.0,0,2,2022-10-15,REG
OTT_TOR_2022-10-15,TOR,2022020030,home,3,1.0,0.0,4.0,2.0,1.0,1.0,1,2,2022-10-15,REG
ARI_BOS_2022-10-15,ARI,2022020027,away,3,1.0,1.0,4.0,7.0,1.0,1.0,0,2,2022-10-15,REG
ARI_BOS_2022-10-15,BOS,2022020027,home,6,10.0,0.0,4.0,3.0,1.0,0.0,1,2,2022-10-15,REG
DET_NJD_2022-10-15,DET,2022020028,away,5,0.0,0.0,3.0,3.0,0.0,0.0,1,2,2022-10-15,REG
DET_NJD_2022-10-15,NJD,2022020028,home,2,1.0,0.0,3.0,3.0,0.0,0.0,0,2,2022-10-15,REG
TBL_PIT_2022-10-15,TBL,2022020031,away,2,2.0,0.0,2.0,2.0,3.0,0.0,0,2,2022-10-15,REG
