tricode_home,tricode_away,geometry_home,geometry_away,geo_distance_haversine,geo_distance_ellipsoidal
CAR,DAL,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-96.8102,32.7903]}",1692451.266140233,1695846.7717890982
CAR,DET,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-83.055534,42.341045]}",817286.3565801238,816671.9427849775
CAR,EDM,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-113.498871,53.546932]}",3331653.558336478,3336885.7552136453
CAR,FLA,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-80.325448,26.158384]}",1083254.912587274,1080199.32154963
CAR,LAK,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-118.2671898,34.0430921]}",3586205.201416679,3594115.465911162
CAR,MIN,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-93.1010033,44.9448248]}",1582314.1398504612,1583766.3456739294
CAR,MTL,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-73.569916,45.496082]}",1161477.7656539646,1160563.197232332
CAR,NJD,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-74.171085,40.733559]}",676806.7810736252,676596.769429932
CAR,NSH,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-86.779060,36.159229]}",725859.8215565727,727504.5123909342
CAR,NYI,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-73.7258661,40.7117152]}",698421.654324683,698335.5447426368
CAR,NYR,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-73.9935459,40.7505474]}",687479.6324087519,687312.1812016928
CAR,OTT,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-75.9269821,45.2968824]}",1081534.3990156264,1080281.1116002917
CAR,PHI,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-75.172001,39.901177]}",551940.6310196235,551680.2368678851
