team_tri_for,fenwick_lvl,corsi_lvl,rpe,rwin,rgame,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,idx_WinStreak,idx_WinStreak_expected,idx_HotStreak,yr_season
SJS,111.0,145.0,0.49130500529260546,40,82,0.4878048780487805,0.6854663774403471,0.5588235294117647,0.6475566285625433,36.13517224860124,0.4878048780487805,0.49145299145299143,0.4878048780487805,0.489628934750886,21,0.25925925925925924,0.5562157105641459,0.587008547008547,0.3448275862068966,7,0,3,2014
DAL,-95.0,-154.0,0.5019193787254735,41,82,0.5,0.0368763557483731,0.09276018099547512,0.6768483227860115,36.839850799272035,0.5,0.5076574021554169,0.5,0.5038287010777085,17,0.4074074074074074,0.6361485152282259,0.6215384615384615,0.3793103448275862,11,4,7,2014
BOS,42.0,-12.0,0.5047168761820002,41,82,0.5,0.34490238611713664,0.40271493212669685,0.6845683677425763,37.02557409849817,0.5,0.49828178694158076,0.5,0.4991408934707904,17,0.4074074074074074,0.6097600802975207,0.6215384615384615,0.41379310344827586,13,8,6,2014
CBJ,-20.0,-43.0,0.4712173000778368,42,82,0.5121951219512195,0.27765726681127983,0.26244343891402716,0.5921220876050767,34.80156785955531,0.5121951219512195,0.4966254218222722,0.5121951219512195,0.5044102718867458,15,0.48148148148148145,0.6394222723314889,0.6560683760683761,0.4482758620689655,14,6,8,2014
WPG,4.0,-59.0,0.5279351553185393,43,86,0.5,0.24295010845986983,0.3167420814479638,0.7486421199206043,38.56701442886587,0.5,0.5190883190883191,0.5,0.5095441595441595,17,0.4074074074074074,0.6683217647486441,0.6215384615384615,0.4827586206896552,8,3,8,2014
PIT,-93.0,-91.0,0.5177721608972966,44,87,0.5057471264367817,0.1735357917570499,0.09728506787330317,0.7205960626695909,37.89230251821646,0.5057471264367817,0.4951403887688985,0.5057471264367817,0.50044375760284,14,0.5185185185185185,0.6170941153635936,0.6378111798801455,0.5172413793103449,9,2,3,2014
OTT,15.0,2.0,0.54810618351472,45,88,0.5113636363636364,0.3752711496746204,0.3416289592760181,0.8043066010915695,39.90615055449053,0.5113636363636364,0.4934696195343555,0.5113636363636364,0.5024166279489959,15,0.48148148148148145,0.6281997248769667,0.6537140637140636,0.5517241379310345,13,9,7,2014
DET,18.0,-53.0,0.524575303834016,46,89,0.5168539325842697,0.2559652928416486,0.34841628959276016,0.7393701885208503,38.343956959712614,0.5168539325842697,0.5042194092827004,0.5168539325842697,0.510536670933485,13,0.5555555555555556,0.6739087735193425,0.669259579371939,0.5862068965517241,9,5,4,2014
NSH,-31.0,-67.0,0.5540082050926968,49,88,0.5568181818181818,0.22559652928416485,0.23755656108597284,0.8205939695788204,40.297980372604684,0.5568181818181818,0.5103874227961819,0.5568181818181818,0.5336028023071818,9,0.7037037037037037,0.8037517956518265,0.7824164724164723,0.6206896551724138,13,10,6,2014
CGY,-71.0,55.0,0.5367009153745563,50,93,0.5376344086021505,0.49023861171366595,0.14705882352941177,0.7728323337679951,39.14896522708015,0.5376344086021505,0.5005740528128588,0.5376344086021505,0.5191042307075047,11,0.6296296296296297,0.7221369672869359,0.7280985203565847,0.6551724137931034,11,10,2,2014
VAN,-54.0,-86.0,0.5322245322245323,50,88,0.5681818181818182,0.1843817787418655,0.18552036199095023,0.7604791932565103,38.851782241164244,0.5681818181818182,0.4860956618464961,0.5681818181818182,0.5271387400141572,7,0.7777777777777778,0.7673645328819606,0.8145920745920747,0.6896551724137931,7,7,3,2014
MIN,-18.0,34.0,0.5557264825782632,50,92,0.5434782608695652,0.44468546637744033,0.2669683257918552,0.8253357717225462,40.41205524436582,0.5434782608695652,0.5051311288483467,0.5434782608695652,0.5243046948589559,11,0.6296296296296297,0.7514112296665425,0.7446451133407654,0.7241379310344828,14,10,4,2014
NYI,20.0,-3.0,0.5408671901672926,50,89,0.5617977528089888,0.3644251626898048,0.35294117647058826,0.7843296913889242,39.42556040259474,0.5617977528089888,0.4955506117908788,0.5617977528089888,0.5286741822999338,7,0.7777777777777778,0.7760077883748427,0.7965158935945453,0.7586206896551724,16,16,8,2014
WSH,306.0,290.0,0.5773754365956234,52,96,0.5416666666666666,1.0,1.0,0.885078774486214,41.84930951443439,0.5416666666666666,0.5043528728961114,0.5416666666666666,0.523009769781389,10,0.6666666666666666,0.7441218848352649,0.7395156695156694,0.7931034482758621,10,9,6,2014
STL,-119.0,-89.0,0.5909028303835824,53,88,0.6022727272727273,0.17787418655097614,0.038461538461538464,0.9224093135880655,42.747380823979064,0.6022727272727273,0.49814356435643564,0.6022727272727273,0.5502081458145816,5,0.8518518518518519,0.8972259872974818,0.9111188811188812,0.8275862068965517,20,18,9,2014
MTL,-136.0,-171.0,0.5601258793039615,56,94,0.5957446808510638,0.0,0.0,0.8374764585442329,40.70412717193632,0.5957446808510638,0.49391304347826087,0.5957446808510638,0.5448288621646623,3,0.9259259259259259,0.8669451207448073,0.892635024549918,0.8620689655172413,23,23,5,2014
ANA,-31.0,-52.0,0.5444749576655483,62,98,0.6326530612244898,0.25813449023861174,0.23755656108597284,0.7942857781100713,39.66507678930445,0.6326530612244898,0.5042780748663102,0.6326530612244898,0.5684655680454,1,1.0,1.0,0.99713936856794,0.896551724137931,28,28,5,2014
NYR,-23.0,65.0,0.6190192143047621,64,101,0.6336633663366337,0.5119305856832972,0.25565610859728505,1.0,44.61400185413128,0.6336633663366337,0.5023547880690737,0.6336633663366337,0.5680090772028538,2,0.9629629629629629,0.997430338464143,1.0,0.9310344827586207,25,25,5,2014
TBL,105.0,64.0,0.5892768574546176,64,108,0.5925925925925926,0.5097613882863341,0.5452488687782805,0.9179222374406037,42.63943396736435,0.5925925925925926,0.4968873797396718,0.5925925925925926,0.5447399861661322,3,0.9259259259259259,0.8664448232281915,0.8837100348211459,0.9655172413793104,18,15,8,2014
CHI,186.0,152.0,0.5888664168959915,64,105,0.6095238095238096,0.7006507592190889,0.7285067873303167,0.9167895752616988,42.61218519381983,0.6095238095238096,0.49947916666666664,0.6095238095238096,0.5545014880952381,5,0.8518518518518519,0.9213939124574554,0.9316499796499798,1.0,16,15,8,2014
