team_tri_for,fenwick_lvl,corsi_lvl,rpe,rwin,rgame,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,idx_WinStreak,idx_WinStreak_expected,idx_HotStreak,yr_season
DET,-95.0,-114.0,0.22775527005654614,17,71,0.23943661971830985,0.06326034063260341,0.06336088154269973,0.0,18.638346210737268,0.23943661971830985,0.5212609970674487,0.24,0.38048965346330177,31,0.0,0.0,0.0,0.0,1,0,1,2019
OTT,110.0,121.0,0.381880037684497,25,71,0.352112676056338,0.635036496350365,0.628099173553719,0.3913101101667844,28.870548663519315,0.352112676056338,0.4936960849369608,0.3518789653489507,0.4228459528198026,30,0.03333333333333333,0.22784009648958506,0.27982326951399117,0.03333333333333333,1,0,0,2019
NJD,-9.0,35.0,0.40307602035634893,28,69,0.4057971014492754,0.4257907542579075,0.3002754820936639,0.4451249670653031,30.2777305799754,0.4057971014492754,0.501737317581654,0.4064224786753638,0.4539235538219868,29,0.06666666666666667,0.39501059340684536,0.4131448635034472,0.06666666666666667,2,0,2,2019
SJS,-52.0,-53.0,0.39339667458432304,29,70,0.4142857142857143,0.2116788321167883,0.18181818181818182,0.4205499041556416,29.63512766109264,0.4142857142857143,0.5149659863945578,0.41386138613861384,0.46451976830336095,26,0.16666666666666666,0.4520090226024802,0.4342257521565328,0.1,7,1,2,2019
LAK,39.0,34.0,0.4134781019992692,29,70,0.4142857142857143,0.4233576642335766,0.4325068870523416,0.4715349969151508,30.968315272746256,0.4142857142857143,0.5106809078771696,0.41336633663366334,0.4622534666684292,25,0.2,0.4398182884962887,0.4342257521565328,0.13333333333333333,6,0,6,2019
ANA,50.0,51.0,0.40640362600964614,29,71,0.4084507042253521,0.46472019464720193,0.4628099173553719,0.45357348416494675,30.498647277866237,0.4084507042253521,0.5116731517509727,0.4084919472913616,0.46007223875466474,26,0.16666666666666666,0.42808517710818067,0.4197349042709868,0.16666666666666666,1,0,0,2019
BUF,63.0,71.0,0.44675376553798435,30,69,0.43478260869565216,0.51338199513382,0.4986225895316804,0.5560191701314876,33.17745616112508,0.43478260869565216,0.5039201710620099,0.43602609131961867,0.46966226053482263,28,0.1,0.4796711636302314,0.4851283857334956,0.2,5,1,1,2019
FLA,-77.0,-87.0,0.4937371976465461,36,73,0.4931506849315068,0.12895377128953772,0.11294765840220386,0.6753062404536021,36.296643275955546,0.4931506849315068,0.49300466355762823,0.4945316214931051,0.4934229083849671,19,0.4,0.6074828086766273,0.6300815058405793,0.23333333333333334,6,3,2,2019
MIN,-7.0,-36.0,0.495671076796222,36,73,0.4931506849315068,0.25304136253041365,0.30578512396694213,0.6802162005771799,36.42503174513699,0.4931506849315068,0.5064319566689235,0.49359886201991465,0.49990336507231714,16,0.5,0.6423420362147808,0.6300815058405793,0.26666666666666666,5,3,1,2019
NSH,49.0,76.0,0.4890603904746402,36,73,0.4931506849315068,0.5255474452554745,0.46005509641873277,0.6634322116532148,35.98615432241447,0.4931506849315068,0.49734395750332006,0.4923982344286415,0.4950592085916971,20,0.36666666666666664,0.6162846823684108,0.6300815058405793,0.3,5,1,2,2019
CHI,60.0,93.0,0.4815258166491043,36,79,0.45569620253164556,0.5669099756690997,0.4903581267217631,0.6443025483349387,35.48594085273762,0.45569620253164556,0.4962251201098147,0.45550197281893906,0.4759121038925535,24,0.23333333333333334,0.5132898917841027,0.5370658637982141,0.3333333333333333,8,2,3,2019
MTL,245.0,271.0,0.4894748504320851,36,81,0.4444444444444444,1.0,1.0,0.6644844914010032,36.01366994017283,0.4444444444444444,0.5058441558441559,0.4441113490364026,0.4750610262922897,23,0.26666666666666666,0.5087118336083364,0.5091228931435117,0.36666666666666664,4,1,2,2019
ARI,-79.0,-61.0,0.49313533496004774,37,79,0.46835443037974683,0.1922141119221411,0.10743801652892562,0.6737781605882851,36.25668616230142,0.46835443037974683,0.5066079295154186,0.46772068511198944,0.4873227436306434,21,0.3333333333333333,0.574669221386354,0.5685017057847542,0.4,4,0,2,2019
CBJ,-6.0,66.0,0.4831373277453359,37,80,0.4625,0.5012165450121655,0.3085399449035813,0.6483940424815746,35.59292760149529,0.4625,0.4963934426229508,0.4640692640692641,0.4798390373287914,21,0.3333333333333333,0.5344133824245404,0.5539626288659795,0.43333333333333335,9,5,4,2019
NYR,128.0,160.0,0.5106145150676534,37,73,0.5068493150684932,0.7299270072992701,0.6776859504132231,0.7181563614368541,37.41711295367474,0.5068493150684932,0.4979892761394102,0.5073564309444708,0.5025460745729461,16,0.5,0.6565575176606318,0.6641011156616298,0.4666666666666667,6,5,3,2019
EDM,-96.0,-42.0,0.5147959138074342,38,75,0.5066666666666667,0.2384428223844282,0.06060606060606061,0.7287725889692428,37.69471219421034,0.5066666666666667,0.5007163323782235,0.5060018467220684,0.5035252945362956,13,0.6,0.6618248704351567,0.6636475208640158,0.5,5,4,1,2019
WPG,-57.0,-60.0,0.5068024062933827,38,75,0.5066666666666667,0.19464720194647203,0.16804407713498623,0.7084777307573998,37.16403053641833,0.5066666666666667,0.4954577218728162,0.507628294036061,0.50130260111209,13,0.6,0.649868710621114,0.6636475208640158,0.5333333333333333,7,6,3,2019
