team_tri_for,fenwick_lvl,corsi_lvl,rpe,rwin,rgame,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,idx_WinStreak,idx_WinStreak_expected,idx_HotStreak,yr_season
COL,-9.0,-19.0,0.26283861121709273,22,82,0.2682926829268293,0.32558139534883723,0.3433179723502304,0.0,20.967497164212137,0.2682926829268293,0.5112521638776688,0.2682926829268293,0.38977242340224905,30,0.0,0.0,0.0,0.0,0,0,0,2016
NJD,-10.0,-15.0,0.36,28,82,0.34146341463414637,0.3359173126614987,0.34101382488479265,0.24908011695221555,27.417952959999997,0.34146341463414637,0.503030303030303,0.34146341463414637,0.42224685883222474,29,0.034482758620689655,0.17616065582265156,0.19038076152304612,0.034482758620689655,4,0,1,2016
VAN,-70.0,-28.0,0.3593677107178892,30,82,0.36585365853658536,0.3023255813953488,0.20276497695852536,0.247459198495732,27.37597585247307,0.36585365853658536,0.5057610673135233,0.36585365853658536,0.4358073629250543,28,0.06896551724137931,0.2497208967521547,0.2538410153640614,0.06896551724137931,6,2,2,2016
ARI,-46.0,-8.0,0.36471539061545544,30,82,0.36585365853658536,0.35400516795865633,0.25806451612903225,0.26116835550752576,27.73100343309307,0.36585365853658536,0.49254587155963303,0.36585365853658536,0.4291997650481092,27,0.10344827586206896,0.2138773552093024,0.2538410153640614,0.10344827586206896,2,1,0,2016
DET,-42.0,-71.0,0.41850857059139523,33,82,0.4024390243902439,0.19121447028423771,0.2672811059907834,0.39907099077734803,31.302283484729212,0.4024390243902439,0.505720823798627,0.4024390243902439,0.4540799240944354,25,0.1724137931034483,0.34884213832380867,0.34903139612558454,0.13793103448275862,5,0,3,2016
BUF,31.0,67.0,0.4183597390493942,33,82,0.4024390243902439,0.5478036175710594,0.43548387096774194,0.39868945055491856,31.29240269468779,0.4024390243902439,0.5002995805871779,0.4024390243902439,0.4513693024887109,26,0.13793103448275862,0.33413811426829815,0.34903139612558454,0.1724137931034483,3,0,1,2016
DAL,18.0,13.0,0.42010424674545715,34,82,0.4146341463414634,0.4082687338501292,0.4055299539170507,0.40316161986417237,31.408218966149377,0.4146341463414634,0.5028280542986425,0.4146341463414634,0.45873110032005293,22,0.27586206896551724,0.37407288501433295,0.38076152304609207,0.20689655172413793,1,1,0,2016
FLA,61.0,65.0,0.43981689255901624,35,82,0.4268292682926829,0.5426356589147286,0.5046082949308756,0.45369638667004447,32.71692350435329,0.4268292682926829,0.5198675496688742,0.4268292682926829,0.4733484089807785,22,0.27586206896551724,0.4533658625808862,0.41249164996659976,0.2413793103448276,4,0,4,2016
CAR,25.0,-14.0,0.4535375437839111,36,82,0.43902439024390244,0.3385012919896641,0.4216589861751152,0.48887025001810097,33.62782499849884,0.43902439024390244,0.49630891538898353,0.43902439024390244,0.467666652816443,22,0.27586206896551724,0.42254463724220476,0.4442217768871075,0.27586206896551724,8,1,3,2016
LAK,-48.0,-98.0,0.49014873947540827,39,82,0.47560975609756095,0.12144702842377261,0.2534562211981567,0.5827256489458983,36.05840881782448,0.47560975609756095,0.5035545023696683,0.47560975609756095,0.4895821292336146,21,0.3103448275862069,0.5414272181769674,0.5394121576486305,0.3103448275862069,9,4,6,2016
PHI,63.0,106.0,0.4626894469259191,39,82,0.47560975609756095,0.648578811369509,0.5092165898617511,0.5123318033522144,34.23541148325728,0.47560975609756095,0.5008944543828264,0.47560975609756095,0.4882521052401937,19,0.3793103448275862,0.5342123768459731,0.5394121576486305,0.3448275862068966,12,4,5,2016
WPG,-108.0,-122.0,0.48614127664912926,40,82,0.4878048780487805,0.059431524547803614,0.1152073732718894,0.5724522335289829,35.79235702360884,0.4878048780487805,0.4938800489596083,0.4878048780487805,0.49084246350419436,18,0.41379310344827586,0.548264020994982,0.5711422845691382,0.3793103448275862,7,1,7,2016
NYI,-61.0,-73.0,0.4979296155000214,41,82,0.5,0.18604651162790697,0.22350230414746544,0.6026724769449467,36.57497406537786,0.5,0.4945308002302821,0.5,0.4972654001151411,17,0.4482758620689655,0.5831058499817082,0.6028724114896459,0.41379310344827586,9,6,3,2016
TOR,-112.0,-132.0,0.5132803893756885,42,88,0.4772727272727273,0.03359173126614987,0.10599078341013825,0.6420252754192604,37.59409791237607,0.4772727272727273,0.5025380710659898,0.4772727272727273,0.48990539916935855,19,0.3793103448275862,0.5431808266118605,0.5437389931377907,0.4482758620689655,9,7,2,2016
TBL,-13.0,-29.0,0.5151808815919462,42,82,0.5121951219512195,0.2997416020671835,0.33410138248847926,0.6468973221182831,37.720269853563536,0.5121951219512195,0.5064935064935064,0.5121951219512195,0.509344314222363,14,0.5517241379310345,0.6486290654766138,0.6346025384101536,0.4827586206896552,8,5,4,2016
CGY,19.0,22.0,0.5,45,86,0.5232558139534884,0.4315245478036176,0.4078341013824885,0.6079800545727527,36.712425,0.5232558139534884,0.5,0.5232558139534884,0.5116279069767442,12,0.6206896551724138,0.6610166310160078,0.6633810256171258,0.5172413793103449,14,9,6,2016
BOS,-2.0,-99.0,0.5421191064351597,46,88,0.5227272727272727,0.11886304909560723,0.35944700460829493,0.7159553736599784,39.508673979366975,0.5227272727272727,0.5031736872475476,0.5227272727272727,0.5129504799874102,14,0.5517241379310345,0.6681910537841769,0.662005829841501,0.5517241379310345,13,11,4,2016
SJS,81.0,57.0,0.5489890053084677,48,88,0.5454545454545454,0.5219638242894057,0.5506912442396313,0.7335668470677615,39.96476028647832,0.5454545454545454,0.489937106918239,0.5454545454545454,0.5176958261863922,9,0.7241379310344828,0.6939326344290734,0.7211392481933563,0.5862068965517241,13,9,5,2016
MTL,161.0,186.0,0.5508654930613446,49,88,0.5568181818181818,0.8552971576227391,0.7350230414746544,0.7383773566209988,40.08933859328201,0.5568181818181818,0.49489795918367346,0.5568181818181818,0.5258580705009276,9,0.7241379310344828,0.7382095030611308,0.7507059573692838,0.6206896551724138,16,15,5,2016
CHI,-29.0,-50.0,0.5443101217825758,50,86,0.5813953488372093,0.2454780361757106,0.29723502304147464,0.7215721970279303,39.6541334856939,0.5813953488372093,0.49747899159663866,0.5813953488372093,0.5394371702169241,3,0.9310344827586207,0.8118706177126599,0.8146525609358252,0.6551724137931034,22,22,11,2016
MIN,-16.0,-26.0,0.6101904305209002,50,87,0.5747126436781609,0.30749354005167956,0.3271889400921659,0.8904610448608328,44.02786696822906,0.5747126436781609,0.49222797927461137,0.5747126436781609,0.5334703114763861,6,0.8275862068965517,0.7795028264018359,0.7972650281405722,0.6896551724137931,17,17,5,2016
CBJ,-7.0,27.0,0.5953512575888985,51,87,0.5862068965517241,0.4444444444444444,0.347926267281106,0.8524197717205774,43.04270784027753,0.5862068965517241,0.5054945054945055,0.5862068965517241,0.5458507010231148,3,0.9310344827586207,0.8466614240191637,0.827171584548407,0.7241379310344828,20,19,8,2016
STL,-109.0,-137.0,0.5320953838717474,52,93,0.5591397849462365,0.020671834625323,0.11290322580645161,0.6902588493547337,38.84320820006445,0.5591397849462365,0.48869565217391303,0.5591397849462365,0.5239177185600747,11,0.6551724137931034,0.727683879877798,0.7567464678460862,0.7586206896551724,17,12,8,2016
NYR,-97.0,-5.0,0.5736698499317872,54,94,0.574468085106383,0.36175710594315247,0.14055299539170507,0.7968379441801295,41.603299002728505,0.574468085106383,0.4982476635514019,0.574468085106383,0.5363578743288924,6,0.8275862068965517,0.7951666850368374,0.7966287184297673,0.7931034482758621,14,14,6,2016
EDM,1.0,70.0,0.567612581326454,54,95,0.5684210526315789,0.5555555555555556,0.3663594470046083,0.7813097061472373,41.20116247636395,0.5684210526315789,0.4957678355501814,0.5684210526315789,0.5320944440908801,5,0.8620689655172413,0.7720393032413375,0.7808951235804942,0.8275862068965517,17,16,8,2016
OTT,71.0,133.0,0.49044064426036543,55,101,0.5445544554455446,0.7183462532299741,0.5276497695852534,0.5834739675824144,36.077788109696804,0.5445544554455446,0.49744463373083475,0.5445544554455446,0.5209995445881896,13,0.5862068965517241,0.7118539683216649,0.7187973306348672,0.8620689655172413,14,10,9,2016
NSH,146.0,140.0,0.5488340325885452,55,104,0.5288461538461539,0.7364341085271318,0.7004608294930875,0.7331695634998111,39.954471789247734,0.5288461538461539,0.5111572392319668,0.5288461538461539,0.5200016965390603,14,0.5517241379310345,0.7064410469138387,0.677926365551616,0.896551724137931,12,5,8,2016
ANA,-16.0,-57.0,0.5399361022364217,56,99,0.5656565656565656,0.22739018087855298,0.3271889400921659,0.7103590874403182,39.363746325878594,0.5656565656565656,0.5049627791563276,0.5656565656565656,0.5353096724064467,6,0.8275862068965517,0.7894806142661611,0.7737022867283387,0.9310344827586207,14,14,5,2016
WSH,276.0,242.0,0.6529194814679569,62,95,0.6526315789473685,1.0,1.0,1.0,46.86460960625159,0.6526315789473685,0.4956043956043956,0.6526315789473685,0.574117987275882,1,1.0,1.0,1.0,0.9655172413793104,28,28,14,2016
PIT,-158.0,-145.0,0.6034828293422987,66,107,0.616822429906542,0.0,0.0,0.8732656331138078,43.582555456729196,0.616822429906542,0.4892588614393126,0.616822429906542,0.5530406456729273,2,0.9655172413793104,0.8856639608783696,0.9068292347935745,1.0,22,21,7,2016
