team_tri_for,fenwick_lvl,corsi_lvl,rpe,rwin,rgame,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,idx_WinStreak,idx_WinStreak_expected,idx_HotStreak,yr_season
BUF,41.0,53.0,0.33559885085719615,25,82,0.3048780487804878,0.5990675990675991,0.4880952380952381,0.0,25.797982971059568,0.3048780487804878,0.5042930738408701,0.3048780487804878,0.40458556131067896,31,0.0,0.0,0.0,0.0,1,0,0,2017
OTT,19.0,93.0,0.3657899072811971,28,82,0.34146341463414637,0.6923076923076923,0.4357142857142857,0.1072893996770995,27.80233961242342,0.34146341463414637,0.5096101043382757,0.34146341463414637,0.42553675948621106,27,0.13333333333333333,0.12367967689127624,0.1040280210157619,0.03333333333333333,2,0,1,2017
ARI,-61.0,-49.0,0.3976470588235294,29,82,0.35365853658536583,0.3613053613053613,0.24523809523809523,0.22049957080851007,29.917306785882356,0.35365853658536583,0.50997150997151,0.35365853658536583,0.4318150232784379,28,0.1,0.1607416926650397,0.13870402802101572,0.06666666666666667,3,0,1,2017
MTL,128.0,135.0,0.3852721451440768,29,82,0.35365853658536583,0.7902097902097902,0.6952380952380952,0.17652306859281028,29.0957475773746,0.35365853658536583,0.5167155425219941,0.35365853658536583,0.43518703955368,30,0.03333333333333333,0.18064746988598732,0.13870402802101572,0.1,4,1,1,2017
DET,-50.0,-76.0,0.42000998983177834,30,82,0.36585365853658536,0.29836829836829837,0.2714285714285714,0.29997030575728945,31.401961335801058,0.36585365853658536,0.5105088495575221,0.36585365853658536,0.43818125404705366,28,0.1,0.19832299746111737,0.1733800350262697,0.13333333333333333,3,1,0,2017
VAN,21.0,33.0,0.40542569527384403,31,82,0.3780487804878049,0.5524475524475524,0.44047619047619047,0.24814236751426585,30.433723350145026,0.3780487804878049,0.5126201923076923,0.3780487804878049,0.44533448639774853,26,0.16666666666666666,0.24055015117566605,0.20805604203152367,0.16666666666666666,5,1,2,2017
CHI,19.0,21.0,0.4445018944370513,33,82,0.4024390243902439,0.5244755244755245,0.4357142857142857,0.38700673486215403,33.02795649694432,0.4024390243902439,0.5039322444041138,0.4024390243902439,0.45318563439717885,25,0.2,0.28689725932956384,0.2774080560420316,0.2,3,1,2,2017
NYR,-164.0,-157.0,0.4262571394336382,34,82,0.4146341463414634,0.10955710955710955,0.0,0.3221706859315898,31.816703887973798,0.4146341463414634,0.5053879310344828,0.4146341463414634,0.46001103868797305,22,0.3,0.32718916961866684,0.3120840630472854,0.23333333333333334,8,2,2,2017
NYI,21.0,-12.0,0.44304312449145644,35,82,0.4268292682926829,0.44755244755244755,0.44047619047619047,0.38182273104553216,32.93111009357201,0.4268292682926829,0.4882655981682885,0.4268292682926829,0.4575474332304857,22,0.3,0.31264594758349634,0.3467600700525394,0.26666666666666666,6,1,1,2017
EDM,-31.0,0.0,0.4418478918700827,36,82,0.43902439024390244,0.4755244755244755,0.31666666666666665,0.3775752549512631,32.851759692281625,0.43902439024390244,0.5042168674698795,0.43902439024390244,0.47162062885689093,22,0.3,0.3957232147315991,0.38143607705779337,0.3,6,2,1,2017
CAR,-29.0,-94.0,0.4423417290673928,36,82,0.43902439024390244,0.2564102564102564,0.32142857142857145,0.37933019507967464,32.88454509244384,0.43902439024390244,0.504297994269341,0.43902439024390244,0.4716611922566217,21,0.3333333333333333,0.39596266968449856,0.38143607705779337,0.3333333333333333,6,4,2,2017
CGY,135.0,142.0,0.4358880287632535,37,82,0.45121951219512196,0.8065268065268065,0.7119047619047619,0.35639579948904637,32.456089827934115,0.45121951219512196,0.5094007050528789,0.45121951219512196,0.4803101086240004,20,0.36666666666666664,0.447019185536958,0.41611208406304734,0.36666666666666664,8,1,5,2017
DAL,-87.0,-99.0,0.5217288615965989,42,82,0.5121951219512195,0.24475524475524477,0.18333333333333332,0.661446781910131,38.1549842612187,0.5121951219512195,0.5067643742953777,0.5121951219512195,0.5094797481232987,15,0.5333333333333333,0.6192141864186482,0.589492119089317,0.4,8,8,2,2017
STL,-59.0,-29.0,0.5089278597050618,44,82,0.5365853658536586,0.40792540792540793,0.25,0.6159560978836981,37.305137445755285,0.5365853658536586,0.502569960022844,0.5365853658536586,0.5195776629382514,11,0.6666666666666666,0.6788244689010849,0.6588441330998249,0.43333333333333335,14,14,2,2017
ANA,12.0,7.0,0.5148587137770968,44,86,0.5116279069767442,0.49184149184149184,0.41904761904761906,0.6370324644746751,37.698881426797065,0.5116279069767442,0.49440715883668906,0.5116279069767442,0.5030175329067166,17,0.4666666666666667,0.581066263646281,0.587879281554189,0.4666666666666667,11,3,4,2017
FLA,23.0,39.0,0.504048516636617,44,82,0.5365853658536586,0.5664335664335665,0.4452380952380952,0.5986164665279733,36.98120231916079,0.5365853658536586,0.4980587909040488,0.5365853658536586,0.5173220783788537,10,0.7,0.6655092414296054,0.6588441330998249,0.5,13,8,5,2017
PHI,80.0,115.0,0.490689820176564,44,88,0.5,0.7435897435897436,0.580952380952381,0.551143913612326,36.09433067102644,0.5,0.4950062421972534,0.5,0.4975031210986267,19,0.4,0.5485134394614335,0.554816112084063,0.5333333333333333,14,10,6,2017
LAK,-72.0,-89.0,0.5704433881399517,45,86,0.5232558139534884,0.2680652680652681,0.21904761904761905,0.8345626952782865,41.389097153354626,0.5232558139534884,0.4922458357265939,0.5232558139534884,0.5077508248400412,15,0.5333333333333333,0.6090079599655562,0.6209424510243149,0.5666666666666667,12,8,5,2017
COL,16.0,-7.0,0.5244674440860596,45,88,0.5113636363636364,0.4592074592074592,0.42857142857142855,0.6711788319296484,38.33679624962961,0.5113636363636364,0.4976303317535545,0.5113636363636364,0.5044969840585954,17,0.4666666666666667,0.5897997994998292,0.5871278458844132,0.6,12,3,4,2017
NJD,168.0,161.0,0.49616863861894833,45,87,0.5172413793103449,0.8508158508158508,0.7904761904761904,0.570613889533935,36.458064419776285,0.5172413793103449,0.5135593220338983,0.5172413793103449,0.5154003506721215,14,0.5666666666666667,0.6541648467152631,0.6038408116432152,0.6333333333333333,13,11,7,2017
MIN,-85.0,-88.0,0.5274303101084918,46,87,0.5287356321839081,0.2703962703962704,0.1880952380952381,0.6817079141984531,38.53349821679934,0.5287356321839081,0.5053042992741485,0.5287356321839081,0.5170199657290283,13,0.6,0.6637258019049482,0.63652394468265,0.6666666666666666,8,6,2,2017
CBJ,172.0,155.0,0.5116715613551728,47,88,0.5340909090909091,0.8368298368298368,0.8,0.6257063397698832,37.48728929056284,0.5340909090909091,0.49580272822665267,0.5340909090909091,0.5149468186587809,11,0.6666666666666666,0.6514875443290288,0.6517513134851137,0.7,14,11,3,2017
SJS,18.0,-11.0,0.5501525434281801,51,92,0.5543478260869565,0.44988344988344986,0.43333333333333335,0.7624554951361749,40.04200651877218,0.5543478260869565,0.49110320284697506,0.5543478260869565,0.5227255144669658,8,0.7666666666666667,0.6974069507577927,0.7093504911292166,0.7333333333333333,14,12,6,2017
TOR,-107.0,-66.0,0.5661354607243484,52,89,0.5842696629213483,0.32167832167832167,0.1357142857142857,0.8192536931757578,41.10309778967839,0.5842696629213483,0.5020820939916716,0.5842696629213483,0.5431758784565099,7,0.8,0.8181300898043056,0.7944312166709301,0.7666666666666667,16,15,6,2017
PIT,-97.0,-121.0,0.5500412826635128,53,94,0.5638297872340425,0.19347319347319347,0.1595238095238095,0.7620601098114244,40.03462001829826,0.5638297872340425,0.4900990099009901,0.5638297872340425,0.5269643985675163,8,0.7666666666666667,0.7224300454535374,0.7363118083243283,0.8,13,13,5,2017
BOS,-42.0,-85.0,0.6055584077334368,55,94,0.5851063829787234,0.2773892773892774,0.2904761904761905,0.9593502919401771,43.720351209038206,0.5851063829787234,0.49421965317919075,0.5851063829787234,0.5396630180789571,5,0.8666666666666667,0.7973928778883161,0.7968103737377501,0.8333333333333334,16,16,5,2017
NSH,-24.0,-25.0,0.597105864432597,60,95,0.631578947368421,0.4172494172494173,0.3333333333333333,0.9293126449047174,43.15919458492002,0.631578947368421,0.5043478260869565,0.631578947368421,0.5679633867276888,2,0.9666666666666667,0.964456375691837,0.9289519771407502,0.8666666666666667,23,23,11,2017
WPG,-157.0,-204.0,0.6169971671388101,61,99,0.6161616161616161,0.0,0.016666666666666666,1.0,44.47975999093484,0.6161616161616161,0.49498680738786277,0.6161616161616161,0.5555742117747395,2,0.9666666666666667,0.891320264702264,0.8851138353765323,0.9,20,20,5,2017
