team_tri_for,fenwick_lvl,corsi_lvl,rpe,rwin,rgame,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,idx_WinStreak,idx_WinStreak_expected,idx_HotStreak,yr_season
COL,56.0,63.0,0.5314374000024427,45,94,0.4787234042553192,0.5431034482758621,0.579746835443038,0.5623603921775179,38.799525252378565,0.4787234042553192,0.4965034965034965,0.4787234042553192,0.48761345037940784,17,0.4666666666666667,0.31323498474763933,0.34052411073687683,0.5333333333333333,11,4,4,2018
VGK,80.0,96.0,0.539785023546752,46,89,0.5168539325842697,0.6142241379310345,0.640506329113924,0.5916268965710164,39.35371634975734,0.5168539325842697,0.4940758293838863,0.5168539325842697,0.5054648809840779,14,0.5666666666666667,0.4106478464280748,0.4443451477159344,0.5666666666666667,16,11,5,2018
WPG,-173.0,-189.0,0.5509618450419811,49,88,0.5568181818181818,0.0,0.0,0.6308124795886485,40.09573531321075,0.5568181818181818,0.5089141004862237,0.5568181818181818,0.5328661411522027,10,0.7,0.560172846734149,0.5531590031590031,0.6,12,10,6,2018
TOR,-59.0,-60.0,0.5501333253437997,49,89,0.550561797752809,0.27801724137931033,0.28860759493670884,0.6279077157048655,40.0407306477155,0.550561797752809,0.4966139954853273,0.550561797752809,0.5235878966190681,10,0.7,0.5095427111803609,0.5361242462366059,0.6333333333333333,15,15,6,2018
NSH,55.0,66.0,0.5412518750852311,49,88,0.5568181818181818,0.5495689655172413,0.5772151898734177,0.5967696317180482,39.45109928269466,0.5568181818181818,0.48703170028818443,0.5568181818181818,0.5219249410531831,7,0.8,0.5004681857763359,0.5531590031590031,0.6666666666666666,12,6,7,2018
DAL,25.0,11.0,0.527233440785602,50,95,0.5263157894736842,0.43103448275862066,0.5012658227848101,0.5476214439922428,38.52042824239124,0.5263157894736842,0.4959677419354839,0.5263157894736842,0.511141765704584,14,0.5666666666666667,0.4416258446793616,0.47010770168664906,0.7,10,7,4,2018
CGY,-66.0,-161.0,0.6018617590413011,51,87,0.5862068965517241,0.0603448275862069,0.2708860759493671,0.8092659698284335,43.474934081104216,0.5862068965517241,0.4833242208857299,0.5862068965517241,0.534765558718727,4,0.9,0.5705377135495191,0.6331780055917987,0.7333333333333333,19,19,10,2018
WSH,222.0,275.0,0.5491762726957898,51,89,0.5730337078651685,1.0,1.0,0.6245523193601317,39.97719279716024,0.5730337078651685,0.5017026106696936,0.5730337078651685,0.537368159267431,6,0.8333333333333334,0.5847397555524722,0.5973103119170535,0.7666666666666667,18,18,10,2018
NYI,22.0,8.0,0.5689333606878415,52,90,0.5777777777777777,0.4245689655172414,0.4936708860759494,0.6938200456121498,41.288847810974126,0.5777777777777777,0.48909487459105777,0.5777777777777777,0.5334363261844177,2,0.9666666666666667,0.5632842699531313,0.6102273702273702,0.8,16,16,5,2018
CBJ,148.0,188.0,0.5566972945037686,53,92,0.5760869565217391,0.8125,0.8126582278481013,0.6509207841834961,40.47650656077802,0.5760869565217391,0.5010869565217392,0.5760869565217391,0.5385869565217392,2,0.9666666666666667,0.5913905686430128,0.6056236360584187,0.8333333333333334,15,12,9,2018
CAR,80.0,-13.0,0.5345669766239619,54,97,0.5567010309278351,0.3793103448275862,0.640506329113924,0.5733325889299604,39.0072949838482,0.5567010309278351,0.5086705202312138,0.5567010309278351,0.5326857755795245,7,0.8,0.5591886160037214,0.5528400270668313,0.8666666666666667,16,11,8,2018
SJS,4.0,-43.0,0.5296474852422385,56,102,0.5490196078431373,0.3146551724137931,0.4481012658227848,0.5560850075826753,38.6806944474307,0.5490196078431373,0.49798503166378816,0.5490196078431373,0.5235023197534627,13,0.6,0.5090757297066137,0.531925202513438,0.9,20,16,8,2018
STL,-20.0,-38.0,0.5470498541151145,61,108,0.5648148148148148,0.3254310344827586,0.38734177215189874,0.6170971630029459,39.836021811135794,0.5648148148148148,0.49337748344370863,0.5648148148148148,0.5290961491292617,7,0.8,0.5396005060853826,0.5749320749320749,0.9333333333333333,16,13,10,2018
TBL,-125.0,-114.0,0.6562644256376872,62,86,0.7209302325581395,0.16163793103448276,0.12151898734177215,1.0,47.086677392401015,0.7209302325581395,0.5060034305317325,0.7209302325581395,0.613466831544936,1,1.0,1.0,1.0,0.9666666666666667,30,30,18,2018
BOS,-21.0,-42.0,0.6175351351351351,64,106,0.6037735849056604,0.3168103448275862,0.3848101265822785,0.8642163311949154,44.515475194508106,0.6037735849056604,0.5016357688113413,0.6037735849056604,0.5527046768585008,4,0.9,0.6684290743439649,0.6810082319516282,1.0,25,25,11,2018
