team_tri_for,fenwick_lvl,corsi_lvl,rpe,rwin,rgame,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,idx_WinStreak,idx_WinStreak_expected,idx_HotStreak,yr_season
SJS,-98.0,-138.0,0.3076923076923077,20,82,0.24390243902439024,0.20906801007556675,0.14590747330960854,0.0,23.94529307692308,0.24390243902439024,0.510752688172043,0.24390243902439024,0.3773275635982166,0,0.0,0.0,0.0,0.0,2,0,1,2024
CHI,47.0,98.0,0.3682692585008508,25,82,0.3048780487804878,0.8035264483627204,0.6619217081850534,0.17909889629974604,27.966941473769218,0.3048780487804878,0.5044666316342616,0.3048780487804878,0.40467234020737475,1,0.03225806451612903,0.14100676531684717,0.14918341708542712,0.03225806451612903,1,0,1,2024
NSH,126.0,85.0,0.37888013766629164,30,82,0.36585365853658536,0.7707808564231738,0.9430604982206405,0.21047051078240198,28.671388043219277,0.36585365853658536,0.5021857923497268,0.36585365853658536,0.43401972544315603,2,0.06451612903225806,0.29234023282884675,0.29836683417085424,0.06451612903225806,6,3,1,2024
BOS,-82.0,-91.0,0.399811792192621,33,82,0.4024390243902439,0.327455919395466,0.20284697508896798,0.27235603280614296,30.061021455690042,0.4024390243902439,0.5020219526285384,0.4024390243902439,0.4522304885093912,3,0.0967741935483871,0.3862463133437383,0.3878768844221106,0.0967741935483871,2,0,0,2024
PHI,-62.0,-62.0,0.40915920254261773,33,82,0.4024390243902439,0.4005037783375315,0.27402135231316727,0.29999213621841875,30.68158748529327,0.4024390243902439,0.5064715813168261,0.4024390243902439,0.45445530285353497,4,0.12903225806451613,0.39771884715091416,0.3878768844221106,0.12903225806451613,5,0,1,2024
PIT,-84.0,-124.0,0.40752115281094287,34,82,0.4146341463414634,0.24433249370277077,0.19572953736654805,0.2951491572452069,30.572838860784827,0.4146341463414634,0.5031055900621118,0.4146341463414634,0.45886986820178755,7,0.22580645161290322,0.42048310626095053,0.4177135678391959,0.16129032258064516,4,0,3,2024
SEA,-85.0,-88.0,0.4648871481475837,35,82,0.4268292682926829,0.3350125944584383,0.19217081850533807,0.4647546971873031,34.38131485866468,0.4268292682926829,0.5078828828828829,0.4268292682926829,0.46735607558778286,5,0.16129032258064516,0.46424329748176213,0.44755025125628134,0.1935483870967742,4,2,1,2024
ANA,-22.0,-1.0,0.4138717057876451,35,82,0.4268292682926829,0.5541561712846348,0.41637010676156583,0.3139248964304819,30.99444626850267,0.4268292682926829,0.5052410901467506,0.4268292682926829,0.4660351792197167,6,0.1935483870967742,0.4574319299272947,0.44755025125628134,0.22580645161290322,5,1,4,2024
NYI,-13.0,0.0,0.4260290721369379,35,82,0.4268292682926829,0.5566750629722922,0.4483985765124555,0.3498687804657104,31.801562708599374,0.4268292682926829,0.5016198704103672,0.4268292682926829,0.464224569351525,7,0.22580645161290322,0.44809529337642345,0.44755025125628134,0.25806451612903225,7,1,2,2024
BUF,-46.0,-35.0,0.4642036925366623,36,82,0.43902439024390244,0.46851385390428213,0.3309608540925267,0.4627340252328372,34.33594086533403,0.43902439024390244,0.5024051309460181,0.43902439024390244,0.47071476059496026,9,0.2903225806451613,0.4815627773718141,0.4773869346733668,0.2903225806451613,10,3,3,2024
