team_tri_for,fenwick_lvl,corsi_lvl,rpe,rwin,rgame,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,idx_WinStreak,idx_WinStreak_expected,idx_HotStreak,yr_season
SJS,-812,-510,0.230189289076882,19,82,0.23170731707317074,0.0,0.0,0.0,18.79993850880398,0.23170731707317074,0.49855240301100173,0.23170731707317074,0.36512986004208625,0,0.0,0.0,0.0,0.0,1,0,1,2023
CHI,-528,-308,0.27588018012588145,23,82,0.2804878048780488,0.16666666666666666,0.18393782383419688,0.11462509817601405,21.833315004072638,0.2804878048780488,0.5070581592320723,0.2804878048780488,0.39377298205506056,1,0.03225806451612903,0.134434585222701,0.11303344867358713,0.03225806451612903,0,0,0,2023
ANA,-472,-225,0.32350494787820366,27,82,0.32926829268292684,0.23514851485148514,0.22020725388601037,0.2341017280663244,24.995079806111583,0.32926829268292684,0.5035252643948296,0.32926829268292684,0.41639677853887824,2,0.06451612903225806,0.24061786702721855,0.2260668973471742,0.06451612903225806,4,0,0,2023
CBJ,-364,-332,0.38427436734191245,27,82,0.32926829268292684,0.14686468646864687,0.29015544041450775,0.3865544492149861,29.02950602105782,0.32926829268292684,0.5070960698689956,0.32926829268292684,0.41818218127596124,2,0.06451612903225806,0.2489975358463685,0.2260668973471742,0.0967741935483871,0,0,0,2023
MTL,-469,-174,0.4000660838834338,30,82,0.36585365853658536,0.27722772277227725,0.22215025906735753,0.4261712528574992,30.0779036486205,0.36585365853658536,0.5172972972972973,0.36585365853658536,0.4415754779169413,3,0.0967741935483871,0.3587924153814012,0.31084198385236445,0.12903225806451613,1,0,1,2023
SEA,-44,-272,0.4581310502505229,34,82,0.4146341463414634,0.19636963696369636,0.49740932642487046,0.5718392912259541,33.93278369435229,0.4146341463414634,0.4898876404494382,0.4146341463414634,0.4522608933954508,5,0.16129032258064516,0.40894370116424894,0.4238754325259515,0.16129032258064516,7,0,0,2023
ARI,-325,-286,0.4660768639945382,36,82,0.43902439024390244,0.1848184818481848,0.31541450777202074,0.591773016736348,34.460299006343696,0.43902439024390244,0.5030470914127424,0.43902439024390244,0.4710357408283224,8,0.25806451612903225,0.4970621969802536,0.4803921568627451,0.1935483870967742,5,0,3,2023
OTT,170,227,0.45160640617837844,37,82,0.45121951219512196,0.608085808580858,0.6360103626943006,0.5554708652626463,33.4996185379273,0.45121951219512196,0.499,0.45121951219512196,0.47510975609756095,8,0.25806451612903225,0.5161833162724506,0.5086505190311419,0.22580645161290322,8,0,1,2023
NJD,58,-241,0.46530693994725775,38,82,0.4634146341463415,0.22194719471947194,0.5634715025906736,0.589841502216026,34.40918445255533,0.4634146341463415,0.5010964912280702,0.4634146341463415,0.4822555626872058,8,0.25806451612903225,0.5497216835120767,0.5369088811995387,0.25806451612903225,4,3,1,2023
CGY,134,142,0.4656893415787559,38,82,0.4634146341463415,0.5379537953795379,0.6126943005181347,0.5908008362002579,34.434571747355406,0.4634146341463415,0.4938732019179542,0.4634146341463415,0.47864391803214784,9,0.2903225806451613,0.5327706698985964,0.5369088811995387,0.2903225806451613,9,2,2,2023
