team_tri_for,fenwick_lvl,corsi_lvl,rpe,rwin,rgame,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,idx_WinStreak,idx_WinStreak_expected,idx_HotStreak,yr_season
BUF,-150.0,-137.0,0.28610727426787225,21,82,0.25609756097560976,0.0,0.0,0.0,22.512282436595356,0.25609756097560976,0.5097168239866741,0.25609756097560976,0.3829071924811419,30,0.0,0.0,0.0,0.0,1,0,1,2013
FLA,-38.0,-48.0,0.3484760522496372,29,82,0.35365853658536583,0.21549636803874092,0.23045267489711935,0.16134666341185247,26.652888601741658,0.35365853658536583,0.5025906735751295,0.35365853658536583,0.42812460508024763,28,0.06896551724137931,0.2437989958609674,0.24834874504623508,0.034482758620689655,3,0,0,2013
EDM,55.0,83.0,0.3611371583310694,29,82,0.35365853658536583,0.5326876513317191,0.4218106995884774,0.19410066769809767,27.493447862236987,0.35365853658536583,0.5058823529411764,0.35365853658536583,0.4297704447632711,29,0.034482758620689655,0.25267287959303186,0.24834874504623508,0.06896551724137931,2,0,1,2013
NYI,-9.0,2.0,0.41525173482947,34,82,0.4146341463414634,0.3365617433414044,0.29012345679012347,0.3340938925535721,31.086065135242876,0.4146341463414634,0.49912638322655795,0.4146341463414634,0.45688026478401067,26,0.13793103448275862,0.39884105948483256,0.40356671070013206,0.10344827586206896,5,0,3,2013
CGY,-126.0,-16.0,0.4292466736109746,35,82,0.4268292682926829,0.2929782082324455,0.04938271604938271,0.3702984928378538,32.015176329572924,0.4268292682926829,0.49099099099099097,0.4268292682926829,0.4589101296418369,26,0.13793103448275862,0.4097854940649149,0.4346103038309115,0.13793103448275862,5,0,3,2013
NJD,10.0,-16.0,0.4728595274938165,35,82,0.4268292682926829,0.2929782082324455,0.3292181069958848,0.48312399116527927,34.91059383670635,0.4268292682926829,0.49856404365307294,0.4268292682926829,0.4626966559728779,23,0.2413793103448276,0.43020133089073015,0.4346103038309115,0.1724137931034483,1,0,1,2013
CAR,2.0,-15.0,0.44751381215469616,36,82,0.43902439024390244,0.29539951573849876,0.31275720164609055,0.41755518039028977,33.22791496132597,0.43902439024390244,0.5033783783783784,0.43902439024390244,0.4712013843111404,23,0.2413793103448276,0.4760563258972272,0.4656538969616909,0.20689655172413793,6,2,1,2013
VAN,38.0,10.0,0.43582732996766693,36,82,0.43902439024390244,0.3559322033898305,0.3868312757201646,0.3873225067847478,32.45206009037382,0.43902439024390244,0.4950781702374059,0.43902439024390244,0.4670512802406542,25,0.1724137931034483,0.453680184783769,0.4656538969616909,0.2413793103448276,10,2,6,2013
OTT,29.0,18.0,0.4423090667958482,37,82,0.45121951219512196,0.37530266343825663,0.3683127572016461,0.4040906180766916,32.882376674089315,0.45121951219512196,0.490836197021764,0.45121951219512196,0.471027854608443,19,0.3793103448275862,0.4751207047540016,0.49669749009247033,0.27586206896551724,7,2,2,2013
WPG,83.0,55.0,0.47845828149083547,37,82,0.45121951219512196,0.4648910411622276,0.4794238683127572,0.4976078452011383,35.28228999730729,0.45121951219512196,0.5102622576966933,0.45121951219512196,0.4807408849459076,19,0.3793103448275862,0.5274905089273572,0.49669749009247033,0.3103448275862069,6,3,4,2013
PHX,89.0,73.0,0.4664806982812922,37,82,0.45121951219512196,0.5084745762711864,0.49176954732510286,0.46662209962243445,34.48710919553676,0.45121951219512196,0.50471436494731,0.45121951219512196,0.47796693857121597,22,0.27586206896551724,0.5125342055510917,0.49669749009247033,0.3448275862068966,5,1,4,2013
TOR,-118.0,-55.0,0.4488002220409262,38,82,0.4634146341463415,0.19854721549636803,0.06584362139917696,0.420883094606982,33.31331853789415,0.4634146341463415,0.5070093457943925,0.4634146341463415,0.48521198997036696,17,0.4482758620689655,0.5515973928177829,0.5277410832232498,0.3793103448275862,10,6,5,2013
NSH,-11.0,-24.0,0.4434137996578597,38,82,0.4634146341463415,0.2736077481840194,0.28600823045267487,0.4069485378085661,32.95571887907242,0.4634146341463415,0.5064327485380117,0.4634146341463415,0.48492369134217655,19,0.3793103448275862,0.5500429713677085,0.5277410832232498,0.41379310344827586,5,1,2,2013
WSH,169.0,200.0,0.4894748504320851,38,82,0.4634146341463415,0.8159806295399515,0.6563786008230452,0.5261074679039748,36.01366994017283,0.4634146341463415,0.5133598635588402,0.4634146341463415,0.4883872488525908,17,0.4482758620689655,0.5687174552580674,0.5277410832232498,0.4482758620689655,10,7,5,2013
DET,-11.0,-31.0,0.4661406025824964,40,87,0.45977011494252873,0.2566585956416465,0.28600823045267487,0.46574227949420516,34.46453055294118,0.45977011494252873,0.5069767441860465,0.45977011494252873,0.48337342956428764,16,0.4827586206896552,0.5416844156024361,0.5184636875749707,0.4827586206896552,8,3,7,2013
DAL,-89.0,-74.0,0.5099790459952356,42,88,0.4772727272727273,0.15254237288135594,0.12551440329218108,0.5791513729974127,37.37492474277565,0.4772727272727273,0.49731471535982813,0.4772727272727273,0.48729372131627774,15,0.5172413793103449,0.5628214762540692,0.5630178935991353,0.5172413793103449,5,2,4,2013
CBJ,-43.0,-55.0,0.5246763137852247,45,88,0.5113636363636364,0.19854721549636803,0.22016460905349794,0.6171728830529498,38.350662918050276,0.5113636363636364,0.4994407158836689,0.5113636363636364,0.5054021761236526,14,0.5517241379310345,0.6604569411085754,0.6497988471238141,0.5517241379310345,11,10,3,2013
PHI,-18.0,-56.0,0.4960474925792845,45,89,0.5056179775280899,0.19612590799031476,0.2716049382716049,0.5431107492663383,36.45002164493048,0.5056179775280899,0.5064498037016265,0.5056179775280899,0.5060338906148583,11,0.6551724137931034,0.6638629599357079,0.6351728437207784,0.5862068965517241,11,6,6,2013
TBL,-1.0,-10.0,0.5394395007811084,46,86,0.5348837209302325,0.3075060532687651,0.3065843621399177,0.6553649246511917,39.33077740915407,0.5348837209302325,0.48716517857142855,0.5348837209302325,0.5110244497508305,11,0.6551724137931034,0.6907705876879174,0.7096709778501428,0.6206896551724138,13,13,3,2013
MIN,-67.0,-87.0,0.5020703844999785,49,95,0.5157894736842106,0.12106537530266344,0.17078189300411523,0.5586918388265396,36.84987593462214,0.5157894736842106,0.5097142857142857,0.5157894736842106,0.5127518796992481,11,0.6551724137931034,0.7000843821453362,0.6610651463533339,0.6551724137931034,12,10,4,2013
STL,33.0,32.0,0.6065833075597579,54,88,0.6136363636363636,0.4092009685230024,0.3765432098765432,0.8290644830371623,43.78839337174921,0.6136363636363636,0.4926966292134832,0.6136363636363636,0.5531664964249234,4,0.896551724137931,0.9179881145676636,0.9101417076978504,0.6896551724137931,19,19,10,2013
SJS,93.0,120.0,0.5898070143032679,54,89,0.6067415730337079,0.6222760290556901,0.5,0.7856645796088023,42.67463059598288,0.6067415730337079,0.4935574229691877,0.6067415730337079,0.5501494980014479,6,0.8275862068965517,0.9017213459960356,0.8925905036142076,0.7241379310344828,23,20,11,2013
COL,-105.0,-86.0,0.5545244325442706,55,89,0.6179775280898876,0.1234866828087167,0.09259259259259259,0.6943893129195223,40.33225224128278,0.6179775280898876,0.5010845986984815,0.6179775280898876,0.5595310633941846,2,0.9655172413793104,0.9523039886304452,0.9211924658245884,0.7586206896551724,20,20,12,2013
MTL,-122.0,-48.0,0.5309779672209882,56,99,0.5656565656565656,0.21549636803874092,0.05761316872427984,0.6334751225506605,38.769023929939365,0.5656565656565656,0.5072951739618407,0.5656565656565656,0.5364758698092031,7,0.7931034482758621,0.8279971625138652,0.7880055508853395,0.7931034482758621,16,16,8,2013
CHI,336.0,276.0,0.5827586206896552,57,101,0.5643564356435643,1.0,1.0,0.7674305396168322,42.2066941862069,0.5643564356435643,0.5040916530278232,0.5643564356435643,0.5342240443356938,9,0.7241379310344828,0.8158559815453067,0.7846959728997998,0.8275862068965517,16,12,7,2013
NYR,-118.0,-82.0,0.5540468045675907,58,107,0.5420560747663551,0.13317191283292978,0.06584362139917696,0.6931536997989318,40.30054295646298,0.5420560747663551,0.49740932642487046,0.5420560747663551,0.5197327005956127,10,0.6896551724137931,0.7377229162186595,0.7279287398609858,0.8620689655172413,12,9,5,2013
PIT,120.0,74.0,0.5833815530609883,58,95,0.6105263157894737,0.5108958837772397,0.5555555555555556,0.7690420520257366,42.24805009697952,0.6105263157894737,0.5,0.6105263157894737,0.5552631578947369,4,0.896551724137931,0.9292926968429222,0.9022248487798096,0.896551724137931,17,17,5,2013
ANA,-32.0,-30.0,0.599542076669071,61,95,0.6421052631578947,0.25907990314769974,0.24279835390946503,0.810848972852612,43.32093248860155,0.6421052631578947,0.4946492271105826,0.6421052631578947,0.5683772451342386,2,0.9655172413793104,1.0,0.9826114162553015,0.9310344827586207,30,30,12,2013
BOS,-13.0,-59.0,0.672658670267694,61,94,0.648936170212766,0.18886198547215496,0.28189300411522633,1.0,48.17507630904757,0.648936170212766,0.4856512141280353,0.648936170212766,0.5672936921704006,1,1.0,0.9941578009584939,1.0,0.9655172413793104,22,22,5,2013
LAK,14.0,-14.0,0.5921409585399939,62,108,0.5740740740740741,0.29782082324455206,0.3374485596707819,0.7917024422601304,42.82957902063409,0.5740740740740741,0.5055493895671476,0.5740740740740741,0.5398117318206108,8,0.7586206896551724,0.8459831498131036,0.809432946817359,1.0,25,19,11,2013
