team_tri_for,fenwick_lvl,corsi_lvl,rpe,rwin,rgame,wp,kpi_corsi,kpi_fenwick,kpi_pe,rwin_fittedPE,wp_own,wp_ow,wp_oow,rpi,pairwise_win,kpi_pairwise,kpi_rpi,kpi_wp,Final,idx_WinStreak,idx_WinStreak_expected,idx_HotStreak,yr_season
TOR,-18.0,-36.0,0.3931407942238267,29,82,0.35365853658536583,0.29471890971039183,0.2902033271719039,0.0452476528500047,29.618139997833932,0.35365853658536583,0.506108202443281,0.35365853658536583,0.4298833695143234,30,0.0,0.0,0.0,0.0,3,0,2,2015
VAN,-117.0,-119.0,0.381880037684497,31,82,0.3780487804878049,0.15332197614991483,0.10720887245841035,0.0,28.870548663519315,0.3780487804878049,0.5047199496538703,0.3780487804878049,0.44138436507083756,28,0.06896551724137931,0.07483261160196175,0.07972858354537751,0.034482758620689655,1,0,1,2015
EDM,168.0,192.0,0.4070667957405615,31,82,0.3780487804878049,0.6831345826235093,0.634011090573013,0.10120471754784106,30.54267451016457,0.3780487804878049,0.49320987654320986,0.3780487804878049,0.4356293285155074,29,0.034482758620689655,0.037386773701764936,0.07972858354537751,0.06896551724137931,6,0,4,2015
CBJ,-106.0,-107.0,0.4302785627775535,34,82,0.4146341463414634,0.1737649063032368,0.12754158964879853,0.19447358214470564,32.083682508195395,0.4146341463414634,0.5080213903743316,0.4146341463414634,0.46132776835789746,24,0.20689655172413793,0.2045967650500981,0.1993214588634436,0.10344827586206896,2,1,1,2015
WPG,-112.0,-153.0,0.4472838813306756,35,82,0.4268292682926829,0.09540034071550256,0.11645101663585952,0.2628038713049414,33.212650064076016,0.4268292682926829,0.5022346368715084,0.4268292682926829,0.4645319525820956,23,0.2413793103448276,0.22544517529183095,0.23918575063613237,0.13793103448275862,2,0,2,2015
ARI,-58.0,-61.0,0.42120031627871096,35,82,0.4268292682926829,0.252129471890971,0.21626617375231053,0.157995629297423,31.480986020654544,0.4268292682926829,0.5151515151515151,0.4268292682926829,0.470990391722099,22,0.27586206896551724,0.267467786755674,0.23918575063613237,0.1724137931034483,7,3,3,2015
CGY,-58.0,50.0,0.4411421863245178,35,82,0.4268292682926829,0.44122657580919933,0.21626617375231053,0.23812548645764964,32.804908546126434,0.4268292682926829,0.4907563025210084,0.4268292682926829,0.45879278540684565,24,0.20689655172413793,0.1881025934228246,0.23918575063613237,0.20689655172413793,6,1,5,2015
CAR,0.0,-69.0,0.43424900310146214,35,82,0.4268292682926829,0.23850085178875638,0.3234750462107209,0.2104274929508239,32.34727641231724,0.4268292682926829,0.5012376237623762,0.4268292682926829,0.46403344602752955,26,0.13793103448275862,0.22220158240497467,0.23918575063613237,0.2413793103448276,3,1,2,2015
BUF,67.0,67.0,0.45047666833918715,35,82,0.4268292682926829,0.47018739352640543,0.44731977818853974,0.2756330375941307,33.424616275363775,0.4268292682926829,0.49552772808586765,0.4268292682926829,0.46117849818927525,27,0.10344827586206896,0.20362552073499723,0.23918575063613237,0.27586206896551724,2,0,1,2015
NJD,-60.0,-27.0,0.43900414937759336,38,82,0.4634146341463415,0.3100511073253833,0.21256931608133087,0.2295344869793251,32.662966227385894,0.4634146341463415,0.504950495049505,0.4634146341463415,0.4841825645979232,17,0.4482758620689655,0.3533042470996076,0.3587786259541986,0.3103448275862069,6,3,1,2015
